District,Kategoria IR,Kategoria IPR,Kategoria IIR,Kategoria IIPR,Kategoria IIIR,Kategoria IIIPR,Kategoria IVR,Kategoria IVPR,Kategoria VaR,Kategoria VaPR,Kategoria VbR,Kategoria VbPR
AUGUSTOWSKI,0.0,0.0,71.0,4.0,401.0,47.0,92.0,16.0,12.0,3.0,21.0,0.0
BIAŁOSTOCKI,14.787578106060952,0.0,419.96721821213106,25.63180205050565,2260.5277731465176,151.81913522222578,638.1452686339525,111.42769344148239,11.832527635656692,4.930014418956294,163.6578257349023,38.44975736809842
BIELSKI (BIELSK PODLASKI),1.0,0.0,116.0,10.0,1098.0,63.0,430.0,73.0,8.0,0.0,39.0,9.0
GRODZIEŃSKI,4.964537981602338,0.0,285.9573877402947,19.858151926409352,1766.382613854112,148.93613944807015,549.0779007652186,161.84393820023624,30.780135485934498,5.957445577922806,96.31203684308537,35.744673467536835
ŁOMŻYŃSKI,4.0,0.0,149.3191180174624,4.702124224162487,1016.5315404337111,53.482244310524905,514.283445174149,120.26236439688732,2.702124224162487,1.5673747413874957,63.53899793109996,11.702124224162487
OSTROŁĘCKI,0.0,0.0,38.68088198253761,4.297875775837513,647.4684595662889,56.517755689475095,445.71655482585095,65.73763560311268,2.297875775837513,0.43262525861250434,8.461002068900035,1.297875775837513
OSTROWSKI (OSTRÓW MAZOWIECKA),0.0,0.0,59.0,2.0,771.0,23.0,469.0,47.0,0.0,0.0,5.0,1.0
SOKÓLSKI,0.0,0.0,0.0,0.0,0.0,0.0,748.6922670074766,67.97206162417679,5.9975348491920695,1.999178283064023,20.991371972172242,4.997945707660057
SUWALSKI,4.0,0.0,172.0,7.0,679.0,42.0,199.0,81.0,1.0,0.0,22.0,11.0
SZCZUCZYŃSKI (WOJ. BIAŁOSTOCKIE),2.0,0.0,72.0,6.0,405.0,18.0,261.0,47.0,2.0,1.0,6.0,0.0
WOŁKOWYSKI,2.0,0.0,86.0,8.0,709.0,56.0,339.0,73.0,16.0,2.0,53.0,11.0
WYSOKOMAZOWIECKI,0.0,0.0,49.0,2.0,377.0,22.0,336.0,31.0,0.0,0.0,2.0,0.0
BIAŁYSTOK (MIASTO),0.2124218939390479,0.0,6.03278178786896,0.3681979494943497,32.472226853482454,2.180864777774225,9.162464358570933,1.6002449343408276,0.16993751515123834,0.07080729797968263,2.3508022929254633,0.5522969242415245
BĘDZIŃSKI,12.532032161724022,0.0,187.33781410987447,8.033353949823091,1271.8405973359918,80.97620781421676,684.1204223669345,114.71629440347374,10.925361371759404,6.105349001865549,184.44580668793816,35.02542322122868
CZĘSTOCHOWSKI,13.651104528123328,0.9750788947686776,387.1063212435228,16.576341211940495,1876.051793673145,116.03438848627222,1656.6590422863258,364.6795066559515,2.9252366854932794,6.63461340630537e-10,110.18391512890409,17.55142010964237
IŁŻECKI,1.0638914853143318,1.0,42.46458943259007,6.068806214953896,551.4406057109974,26.21133337450125,555.3966681075437,44.68806214953896,1.009829459279128,9.891471151217216e-18,30.068806214953895,3.029488377837384
JĘDRZEJOWSKI,2.0003915583556076,0.0,62.036414927071505,2.0011746750668227,621.2940603250613,45.01840324271355,626.2079174868277,69.01292142573504,0.0007831167112151642,0.0003915583556075821,29.010180517245796,8.001174675066823
KIELECKI,6.0,0.0,213.0,8.0,1265.0,68.0,985.0,110.0,3.0,7.0,91.0,34.0
KONECKI,4.004616267549975,0.0,79.20311577219888,8.013848802649925,866.7957280769402,29.041546407949774,1148.9099786148286,128.58164971129682,7.009232535099949,1.0,52.013848802649925,4.013848802649925
KOZIENICKI,0.0,0.0,49.0,6.0,389.0,17.0,1062.0,97.0,0.0,0.0,7.0,1.0
MIECHOWSKI,0.9996084416443923,0.0,92.96358507292848,2.998825324933177,750.7059396749387,46.98159675728644,530.7920825131723,32.98707857426495,1.9992168832887847,0.9996084416443923,25.9898194827542,2.998825324933177
OLKUSKI,1.0,0.0,78.0,6.0,774.0,35.0,796.0,103.0,1.0,0.0,24.0,3.0
OPATOWSKI,5.0,0.0,93.0,10.0,701.0,47.0,1033.0,121.0,4.0,0.0,64.0,14.0
OPOCZYŃSKI,0.9953837324500252,0.0,43.79688422780111,2.9861511973500754,387.2042719230598,8.958453592050226,843.0900213851713,125.41835028870318,1.9907674649000504,0.0,2.9861511973500754,2.9861511973500754
PIŃCZOWSKI,1.9999999999326132,0.0,61.99999999791101,1.9999999999326132,551.9999999814013,35.99999999878704,767.9999999741235,153.99999999481122,0.9999999999663066,0.0,35.99999999878704,5.99999999979784
RADOMSKI,12.696138059406191,0.0,291.0345493617727,13.6727640639759,1081.1249870586657,41.9949181964974,1469.822136877409,136.727640639759,1.953252009139414,0.0,13.6727640639759,5.859756027418243
SANDOMIERSKI,2.0,0.0,45.0,1.0,543.0,15.0,862.0,36.0,0.0,0.0,27.0,1.0
STOPNICKI,6.738676859220015e-11,0.0,61.00000000208899,21.000000000067388,660.0000000185987,64.00000000121297,968.0000000258765,206.00000000518878,1.0000000000336935,1.0,35.00000000121296,7.00000000020216
WŁOSZCZOWSKI,0.0,0.0,43.0,3.0,440.0,10.0,420.0,62.0,1.0,0.0,26.0,5.0
ZAWIERCIAŃSKI,25.631196721053335,0.0,383.15353047113064,16.430254308367523,2601.237862100746,165.61696342834463,1399.2004569005783,234.6240315234882,22.34514585937983,12.486993274359317,377.2386389201183,71.6359087844824
CZĘSTOCHOWA (MIASTO),0.34889547323851317,0.02492110523132237,9.893678776834982,0.42365878893248027,47.94820646506424,2.965611522527362,42.34095778801671,9.320493356514566,0.0747633156939671,0.0,2.8160848911394276,0.4485798941638027
SOSNOWIEC,0.8367711158607982,0.0,12.50865539863706,0.5363917409364092,84.9215404250523,5.406828748639004,45.679120658144605,7.6596740605719225,0.7294927676735165,0.4076577231116709,12.315554371899953,2.338667990482744
RADOM (MIASTO),0.234691272891944,0.0,5.37984610167687,0.2527444477297858,19.984864545490925,0.7762865180271994,27.17002813095198,2.5274444772978586,0.03610634967568369,0.0,0.2527444477297858,0.10831904902705108
BIALSKI (BIAŁA KRAKOWSKA),3.0,0.0,172.96736772467864,2.474874880732437,912.2088119074591,37.547747853183864,747.804206348072,41.64824833025412,0.47487488073243694,2.424624642197311,43.29649666050823,3.899499522929748
BOCHEŃSKI,0.0,0.0,21.0,0.0,437.0,2.0,1105.0,42.0,0.0,0.0,1.0,0.0
BRZESKI (BRZESKO),0.0,0.0,23.0,1.0,278.0,5.0,696.0,14.0,5.0,1.0,4.0,3.0
CHRZANOWSKI,2.0,0.0,140.0,5.0,1320.0,52.0,837.0,43.0,4.0,0.0,22.0,2.0
DĄBROWSKI,0.0,0.0,7.0,0.0,237.0,3.0,579.0,10.0,0.0,0.0,0.0,0.0
GORLICKI,0.28714302158163435,0.0,44.04000460428576,2.0,465.0043355392352,30.297144172653073,735.8057576975515,28.722858129489808,24.0,8.0,9.435715107908171,14.0
JASIELSKI,3.0,1.0,46.810200128615094,1.0,538.563912154126,17.215300192922637,707.6320205784144,37.93770173630372,3.0,0.0,14.0,0.0
KRAKOWSKI,0.0,0.0,16.8213484180065,1.0,465.8635799930354,56.026685522508124,636.0051546811394,104.08895174169375,4.0,0.0,171.0,9.0
KRAKÓW (MIASTO),89.0,5.0,1392.0,38.0,2932.0,108.0,1556.0,83.0,17.0,4.0,161.0,22.0
LIMANOWSKI,0.0,0.0,11.0,0.0,395.0,6.0,344.0,5.0,0.0,0.0,20.0,0.0
MIELECKI,0.0,0.0,19.0,2.0,293.0,2.0,648.0,19.0,0.0,0.0,5.0,1.0
MYŚLENICKI,0.41571886382623574,0.0,31.12869738325051,4.5774079384472275,473.8508546082279,34.880075407950784,848.2446821859769,63.334869639892915,1.8044351095006674,0.41121842746760173,5.619957992753005,0.0
NOWOSĄDECKI,0.526250792063662,1.0,134.73502217778253,66.0,1002.4539899952896,205.2100063365093,1148.9302091048069,208.15750475238198,2.0,1.0,10.63125396031831,4.0
NOWOTARSKI,2.996710661229912,0.0,183.5888217191732,33.95169808150419,640.7794886398035,126.55628075504933,782.9353825282708,72.61548885291091,0.06613647460885991,2.0088298532547513,0.2976141357398696,0.0
TARNOWSKI,5.1866061863547035,0.0,90.2249732179317,3.0,855.5416744654752,13.49284949083763,1313.2640331976418,107.11963711812822,1.0,0.0,26.93303093177352,3.0
WADOWICKI,1.3716297860224231,0.0,132.6170268642125,4.620671521180421,1098.1063464421024,92.38494705925785,923.857653261712,92.59511043378399,15.222672157315177,1.9393863881589066,80.84246501070604,6.100500477070252
ŻYWIECKI,1.2159406889214293,0.0,94.87673789067861,7.375347578135722,692.1909184093716,24.604263402050044,441.15292099482895,30.71733100146432,0.4318813778428586,0.2159406889214293,1.9434662002928638,1.0
DĘBICKI,0.0,0.0,49.189799871384906,1.0,462.43608784587394,7.784699807077365,704.3679794215856,46.06229826369628,0.0,0.0,4.0,0.0
BIALSKI (BIAŁA PODLASKA),0.0,0.0,51.090920682899686,0.0,585.221505154353,45.51384407207832,440.7470698428664,113.66799729328261,53.15415322131967,0.0,69.81030238415546,1.577076610852131
BIŁGORAJSKI,0.0,0.0,40.0,1.0,667.0,47.0,416.0,45.0,24.0,2.0,36.0,13.0
CHEŁMSKI,0.0,0.0,0.0,0.0,1139.0,121.0,605.0,197.0,42.0,12.0,106.0,18.0
GARWOLIŃSKI,1.0,0.0,75.0,3.0,915.0,57.0,922.0,163.0,1.0,0.0,0.0,0.0
HRUBIESZOWSKI,0.0,0.0,42.03772050704893,4.003249756141061,937.4824051395399,44.09511543242018,231.12110916714218,59.049732936864544,8.99112064726234,0.9990134052513712,168.83866258883342,10.990946491548979
JANOWSKI,1.0,0.0,81.0,1.0,852.0,40.0,781.0,142.0,2.0,0.0,37.0,1.0
KRASNOSTAWSKI,3.0,0.0,104.0,5.0,676.0,46.0,336.0,61.0,5.0,0.0,42.0,0.0
LUBARTOWSKI,0.0,0.0,32.0,3.0,563.0,34.0,345.0,32.0,0.0,0.0,5.0,0.0
LUBELSKI,25.593619992822003,0.0,446.9039798746611,19.68739999447846,1895.896619468276,130.92120996328177,1708.8663195207305,289.4047799188334,43.31227998785262,2.9531099991717693,217.545769938987,9.84369999723923
ŁUKOWSKI,0.0,0.0,57.0,3.0,759.0,40.0,377.0,31.0,40.0,5.0,47.0,7.0
PUŁAWSKI,0.0,0.0,93.0,4.0,1170.0,46.0,826.0,176.0,0.0,0.0,0.0,0.0
RADZYŃSKI,0.0,0.0,44.0,0.0,429.0,33.0,367.0,69.0,14.0,5.0,25.0,3.0
SIEDLECKI,0.0,0.0,132.5201673377953,3.987248787574626,918.3270742532281,62.317202362989185,582.4932628392247,138.9271517114074,19.79165412547978,1.993624393787313,69.0462464756593,21.359167327016937
SOKOŁOWSKI,2.0,0.0,24.388911978973894,2.0127512124253735,378.4514205887781,23.1689535646362,355.7596673147016,43.404850994505615,1.0541926528078378,0.006375606212686801,12.143451139785453,1.063756062126868
TOMASZOWSKI,0.0,0.0,43.92084251350866,3.992803864864424,780.5931555809949,76.86147439864015,193.65098744592456,59.892057972966356,0.0,0.0,2.994602898648318,0.998200966216106
WĘGROWSKI,0.9999999999680437,0.0,28.999999999073268,3.9999999998721747,379.9999999878566,21.99999999929696,327.9999999895183,59.99999999808262,1.9999999999360873,0.0,34.99999999888153,0.0
WŁODAWSKI,0.0,0.0,69.0,1.0,692.0,46.0,431.0,105.0,18.0,4.0,98.0,10.0
ZAMOJSKI,5.0,0.0,102.04143697944241,5.003946378994515,928.9244392794652,73.04341016893967,620.2279033869332,99.0582090901691,20.008879352737658,2.0009865947486287,60.16673451251827,1.010852542234917
LUBLIN (MIASTO),0.4063800071779992,0.0,7.096020125338909,0.3126000055215378,30.103380531724095,2.078790036718227,27.133680479269486,4.595220081166606,0.6877200121473832,0.04689000082823068,3.4542300610129932,0.1563000027607689
BÓBRECKI,0.0,0.0,20.0,3.0,183.0,12.0,809.0,57.0,0.0,0.0,0.0,0.0
BRZOZOWSKI,0.0,0.0,4.0,2.0,363.0,6.0,635.0,45.0,0.0,0.0,0.0,0.0
DOBROMILSKI,0.0,0.0,23.128061375312686,1.0538349790454954e-16,706.3062007433548,12.21603507160725,333.6357965014846,18.600219197545304,0.30400876790181197,0.0,7.2160350716072506,0.3040087679018122
DROHOBYCKI,14.0,0.0,124.39584617482751,21.04502729596218,1131.8476380304883,128.5853548475083,1061.1890574205215,139.57595535867623,9.0,4.0,43.03562780713008,14.090054591924355
GRÓDECKI,0.0,0.0,7.000000005118391,2.0,171.00000019552252,8.0,562.0000004586078,38.00000001535517,1.0,0.0,13.000000010236782,1.0236781696797145e-09
JAROSŁAWSKI,2.0,0.0,86.0,6.0,514.0,8.0,928.0,60.0,1.0,1.0,12.0,4.0
JAWOROWSKI,0.0,0.0,4.833244889133821,0.0,184.629954764912,0.0,433.11815756334374,14.501830234721396,6.163433293919653e-05,0.0,9.66667468126646,0.9667106121597034
KOLBUSZOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,955.0,16.0,0.0,0.0,2.0,0.0
KROŚNIEŃSKI,3.0,0.0,70.73101345757513,15.0,614.5955574035127,55.160167802052484,543.4723425834745,62.749489948582315,0.0,0.0,3.8213557069403308,0.0
