District,Kategoria IR,Kategoria IPR,Kategoria IIR,Kategoria IIPR,Kategoria IIIR,Kategoria IIIPR,Kategoria IVR,Kategoria IVPR,Kategoria VR,Kategoria VPR,Kategoria VIR,Kategoria VIPR,Kategoria VIIR,Kategoria VIIPR,Kategoria VIIR.1,Kategoria VIIPR.1
PRASKO-WARSZAWSKI,4.645313698329028,0.3318081213092163,3.318081213092163,0.0,13.272324852368651,0.3318081213092163,92.24265772396213,2.322656849164514,134.7140972515418,3.318081213092163,201.07572151338508,5.30892994094746,758.5133653128684,26.87645782604652,4529.844472113421,319.8630289420845
ŚRÓDMIEJSKO-WARSZAWSKI,1.140654614346025,0.08147532959614465,0.8147532959614465,0.0,3.259013183845786,0.08147532959614465,22.65014162772821,0.5703273071730125,33.07898381603473,0.8147532959614465,49.374049735263654,1.3036052735383143,186.25260345678666,6.5995016972877165,1112.3011996465668,78.54221773068343
BARANOWICKI,0.0,0.0,0.0,0.0,0.16576284812998773,0.0,5.153759709671034,0.33152569625997547,16.305204787304454,1.9992284559874622,23.92022152285628,1.4969027723836943,84.57020087342771,5.490322545144814,415.7122021272703,151.19771703510628
LIDZKI,0.0,0.0,0.0,0.0,1.1229791253399206,0.0,2.790250919220542,0.0,8.923643873266956,1.1143806782752907,25.215439637760433,0.00859844706462987,64.76305604593631,4.461821936633478,275.64496559550076,109.89117429255327
NIEŚWIESKI,0.0,0.0,0.0,0.0,1.5985094374479494,0.0,0.0,0.0,4.795528312343848,0.7992547187239747,14.386584937031545,0.0,87.11876434091324,2.397764156171924,348.475057363653,32.76944346768296
NOWOGRÓDZKI,0.0,0.0,0.0,0.0,1.995210590857205,0.0,3.055625146293808,0.34794879004166157,6.282354935649959,0.0003117936672580147,45.1566940336513,2.427152734093748,43.71720969356219,3.2914492930356287,325.7406758718311,42.36442511772008
SŁONIMSKI,0.0,0.0,0.0,0.0,0.6814169919815308,0.0,8.8584208957599,1.3628339839630617,17.7168417915198,0.0,57.23902732644859,2.0442509759445926,51.78769139059634,6.132752927833778,509.01849301020354,62.690363262300835
STOŁPECKI,0.0,0.0,0.0,0.0,1.3732656941832848,0.0,3.2189510634314296,0.7804555394084993,12.619291644022585,0.20120503162130515,58.412607056254245,3.314151109197517,134.17337847178752,19.42974808643399,434.9470341007554,88.2664752238855
WOŁOŻYŃSKI,0.0,0.0,0.0,0.0,8.610039620482963e-12,0.0,4.3050198102414815e-12,0.0,1.5430461306017296,0.0,2.700330728680025,8.610039620482963e-12,13.115892110170666,4.3050198102414815e-12,77.92382959590394,30.475161079338957
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),0.0,0.0,0.007092403679532265,0.0,0.7273983829703751,0.007092403679532265,1.9816212420551795,0.0,5.854649082160662,0.7132135756113105,16.28135477267905,0.007092403679532265,41.85576323934374,2.8883163208429035,185.39607616291565,71.40050659379831
BRZESKI (BRZEŚĆ N.BUG.),0.0,0.0,0.0,0.0,0.0,0.0,1.9999999952572807,0.0,12.999999969074425,1.9999999952378362,27.999999933461197,4.999999988094591,55.999999867025224,8.999999978580663,471.9999988814978,124.99999970252081
DROHICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.9979159645088738,0.0,3.991663858035495,0.9979159645088738,8.981243680579864,0.0,42.91038647388157,1.9958319290177475,295.38312549462665,11.974991574106486
KOBRYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,1.405253527051793,0.0,6.634147930826894,1.405253527051793,14.673549388705583,1.0131338226197228,54.34709872750876,3.8236408767233088,391.63983226445737,37.32834554153992
KOSZYRSKI,0.0,0.0,0.0,0.0,0.0,0.0,1.5947464757142744,0.0,10.365852092142784,1.5947464757142744,22.326450659999843,3.986866189285686,44.652901319999685,7.176359140714235,376.36016826856877,99.67165473214214
ŁUNINIECKI,0.0,0.0,1.0,0.0,0.011140710017230111,0.0,13.10026639015507,0.0,10.200532780310143,1.01114071001723,39.40106556062028,2.0445628400689206,97.71300544110272,5.06684426010338,308.8265913390114,50.76870899118888
PIŃSKI,0.0,0.0,0.0,0.0,0.9888592899827698,0.0,8.901817645336054,0.0,17.80780336165436,0.9909433254738961,35.617690758799846,3.9554371599310794,63.3766080850157,5.937323810878872,517.790283166362,68.25629943470463
PRUŻAŃSKI,0.0,0.0,1.0,0.0,1.0,0.0,3.000000001996096,0.0,5.000000007984385,1.9960962259569923e-09,12.000000017964865,1.0,32.000000085832134,3.0000000039921924,239.00000059084448,38.000000023953156
STOLIŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IWACEWICKI,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,5.0,0.0,12.0,1.0,32.0,3.0,239.0,38.0
BRODNICKI,0.0,0.0,0.0,0.0,1.0,0.0,6.244763668115235,0.0,19.63638553709961,0.0,24.930101938837893,0.048952733623046966,50.69240034926759,2.0979054672460937,415.00072272428713,41.10496754579102
CHEŁMIŃSKI,0.9639412332361315,0.0,0.0,0.0,0.9639412332361315,0.0,5.783647399416789,0.0,9.639412332361314,0.9639412332361315,17.350942198250365,0.0,47.233120428570444,1.927882466472263,323.8842543673402,16.387000965014234
CHOJNICKI,0.027573841737801315,0.0,0.0,0.0,2.0016676567855707,0.0,5.0529933285831214,0.006893460434450329,20.840750267124303,0.006893460434450329,38.81762820919665,0.9872368953832322,58.57962671669638,0.0001899878593476985,505.215312940104,28.8462809671105
GRUDZIĄDZ (MIASTO),1.0,0.0,1.0,0.0,4.0,0.0,18.0,1.0,28.0,2.0,35.0,0.0,107.0,7.0,766.0,72.0
GRUDZIĄDZKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARTUSKI,0.0,0.0,0.0,0.0,0.9780294759753552,0.0,4.890147379876776,0.0,7.824235807802841,1.9560589519507103,13.692412663654972,0.0,32.27497270718672,0.0,267.00204694127194,45.96738537084169
KOŚCIERSKI,0.0,0.0,0.0,0.0,0.02197417976063041,0.0,2.9958267307425532,0.0,12.681650786302257,0.04394104804928981,29.1673083359904,0.9619901516277811,31.50876149733808,0.9619883237597884,299.4053221902718,7.766585903648619
LUBAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,27.0,0.0,22.0,0.0,389.0,18.0
SĘPOLEŃSKI,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,11.0,0.0,17.0,0.0,20.0,0.0,225.0,4.0
STAROGARDZKI,3.972426158262199,0.0,0.0,0.0,4.203069620029409,0.0,17.22691969952415,0.9931065395655497,19.41313520866851,0.9931065395655497,50.32727883349148,0.037821688380863944,52.36255901489279,0.07120531207560882,464.08490453405665,35.33993679689408
ŚWIECKI,0.9788413095970142,0.0,0.9788413095970142,0.0,2.107935588261867,0.0,8.959824755440968,0.0,26.47748245394,0.0,69.87358657241067,4.894206547985071,56.610029166841265,5.926208973714827,751.686210704162,83.45369249576741
TCZEWSKI,1.0,0.0,0.0,0.0,2.662375939078694,0.0,11.662375939078695,0.0,23.610887208023023,0.0,57.93563908618041,1.0,61.62375939078694,0.0,439.2949772570439,47.273263147101716
TORUŃ (MIASTO),1.0,0.0,2.0,0.0,6.0,0.0,31.0,1.0,52.0,2.0,50.0,3.0,122.0,10.0,913.0,57.0
TORUŃSKI,0.03605876676386852,0.0,0.0,0.0,0.03605876676386852,0.0,0.21635260058321115,0.0,0.3605876676386852,0.03605876676386852,0.6490578017496335,0.0,1.7668795714295575,0.07211753352773705,12.115745632659824,0.6129990349857649
TUCHOLSKI,0.021158690402985843,0.0,0.021158690402985843,0.0,1.0249475401084738,0.0,1.2119121667537427,0.0,15.151858268139073,0.0,19.186146299075425,0.11874471662305192,22.040291506257837,2.040407402590428,281.31122543308965,19.352855318636003
WĄBRZESKI,0.0,0.0,0.0,0.0,0.0,0.0,4.755236331884765,0.0,12.36361446290039,0.0,18.069898061162107,0.951047266376953,52.30759965073241,1.902094532753906,407.99927727571287,40.89503245420898
MORSKI,0.0,0.0,0.9320690243900253,0.0,0.9741773602294795,0.0,3.8124927692390096,0.0,37.788061005674464,0.0,47.01884894197377,0.0,78.07188509772078,11.35326163603812,428.33297674540233,67.10328412015978
GDYNIA (MIASTO),0.0,0.0,0.06793097560997477,0.0,0.025822639770520454,0.0,0.18750723076099046,0.0,2.211938994325539,0.0,1.9811510580262257,0.0,3.9281149022792126,0.64673836396188,24.667023254597694,3.8967158798402135
BYDGOSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BYDGOSZCZ (MIASTO),1.0,0.0,2.0,0.0,14.0,0.0,106.0,0.0,105.0,0.0,128.0,5.0,134.0,9.0,1337.0,80.0
INOWROCŁAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INOWROCŁAW (MIASTO),4.0,0.0,1.0,0.0,3.0,0.0,13.0,0.0,26.0,1.0,32.0,1.0,119.0,4.0,600.0,37.0
SZUBIŃSKI,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,14.0,0.0,23.0,0.0,38.0,1.0,380.0,15.0
WYRZYSKI,1.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,20.0,0.0,52.0,1.0,38.0,2.0,545.0,26.0
LIPNOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,5.999999999960991,0.0,12.999999999915481,0.0,63.999999999583906,0.9999999999934985,57.999999999622915,3.999999999973994,211.9999999986217,125.99999999918082
NIESZAWSKI,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,13.0,0.0,119.0,8.0,196.0,74.0
RYPIŃSKI,0.0,0.0,0.9880273818172771,0.0,0.0,0.0,1.9760547636345542,0.0,2.9640821454518314,0.9880273818172771,22.724629781797375,0.9880273818172771,82.99430007265127,0.0,552.3073064358579,66.19783458175756
WŁOCŁAWSKI,3.0,0.0,0.0,0.0,4.0,0.0,17.0,0.0,27.0,2.0,36.0,4.0,106.0,4.0,1098.0,92.0
CHODZIESKI,0.0,0.0,0.0,0.0,6.0,0.0,5.0,1.0,14.0,2.0,36.0,3.0,48.0,3.0,454.0,39.0
CZARNKOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,12.0,0.0,14.000000000000002,0.0,25.0,3.2115708139771045e-17,349.0,20.0
GNIEŹNIEŃSKI,0.04472619720095412,0.0,0.029817464800416006,0.0,0.0448773961427979,0.0,1.4294626357140974,0.0,6.082453617634009,0.9334287439213877,2.7499140006419402,0.029817464800416006,44.34681781279311,0.07934525451048163,191.19733937013868,11.74009087832703
GOSTYŃSKI,0.983294632661363,0.0,0.0,0.0,0.025366745400412873,0.0,5.037438116555638,0.0,21.159668424073292,0.0,11.537259082522375,0.007922910144348715,70.80812869865221,0.25432691348857506,445.62109097832473,35.020156297620986
JAROCIŃSKI,1.0,0.0,0.0,0.0,1.6596526156358131,0.0,11.808784154725345,0.0,20.4473946172686,0.0,42.93687354072232,2.48947892345372,90.40531031108347,5.319305231271626,506.22144033557527,52.21409446580883
KĘPIŃSKI,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,22.0,0.0,24.0,0.0,57.0,0.0,624.0,75.0
KOŚCIAŃSKI,0.0,0.0,0.0,0.0,0.9299741381886915,0.0,6.894003611478302,0.0,20.23014205374428,0.0,49.523284793465436,0.004256916887614873,165.31832923523666,0.9682863901772253,682.1678065709718,16.714150977926355
KROTOSZYŃSKI,1.0,0.0,1.0,0.0,4.0,0.0,12.129476438445337,0.0,25.70145833149255,0.06473821922266905,64.01523652096536,0.0,180.03810701114972,1.8423460232109763,722.4382537626119,68.06553537617714
LESZCZYŃSKI,1.0,0.0,1.0,0.0,3.019375027900842,0.0,5.038750055801684,0.0,36.25187536271095,0.0,30.426250613818524,2.0,156.6662523994724,8.019375027900843,558.1687603233115,46.13562519530589
MIĘDZYCHODZKI,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,12.0,0.0,25.0,1.0,40.0,1.0,228.0,13.0
MOGILEŃSKI,2.0,0.0,0.0,0.0,0.0,0.0,8.000000000015593,0.0,21.000000000093557,1.5592730142405437e-11,41.000000000031186,1.0,105.00000000071726,3.0,772.000000003025,56.000000000187114
NOWOTOMYSKI,2.0,0.0,2.0,0.0,3.0,1.0,16.0,0.0,47.0,0.0,44.0,1.0,125.0,1.0,914.0,46.0
OBORNICKI,0.07752177122644031,0.0,0.051681180817626876,0.0,0.07752177122644031,0.0,10.725186246499092,0.0,10.699345656090278,0.0,38.02939132588258,0.051681180817626876,30.056362080606267,1.124199805467536,477.2090030695547,28.557607836895087
OSTROWSKI (OSTRÓW WIELKOPOLSKI),1.0,0.0,0.0,0.0,6.340347384364187,0.0,13.061739406829316,0.0,28.90522319050471,0.935261780777331,26.998388240055014,0.5105210765462803,55.299925304463144,3.6806947687283738,896.8818844473082,85.77902073828844
POZNAŃ (MIASTO),4.0,0.0,9.0,0.0,14.0,0.0,79.0,4.0,145.0,4.0,165.0,7.0,381.0,24.0,1742.0,188.0
RAWICKI,1.016705367338637,0.0,0.0,0.0,0.997717272902264,0.0,10.072113201204505,0.0,14.347803709359159,0.0,14.138934670559054,0.0,74.06758706022951,0.997717272902264,556.2447973986125,55.463080937152085
SZAMOTULSKI,1.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,19.0,0.0,40.0,0.0,85.0,1.0,441.0,14.0
ŚREDZKI,1.0000000000315217,0.0,0.0,0.0,1.0000000000630433,0.0,7.000000000126087,0.0,9.000000000252173,3.152167290253724e-11,23.000000000693475,2.8369505612283513e-10,81.00000000201739,3.00000000018913,364.0000000090152,27.000000000598913
ŚREMSKI,0.0,0.0,0.0,0.0,0.02756681560778987,0.0,7.957695014959872,0.0,32.95643431084647,0.0,15.423772537891924,0.9878201729680365,81.39635997971284,8.917948372320117,492.2559661832841,47.60833601172028
WĄGROWIECKI,3.646016387751378e-11,0.0,0.0,0.0,0.9998488010578261,0.0,5.001259546089213,0.0,10.000503551633566,0.0,31.00277033400449,0.0,48.998234767553996,0.00020155428783121275,413.0314790425486,13.00367792852429
WOLSZTYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,27.0,0.0,94.0,2.0,503.0,27.0
WRZESIŃSKI,0.9999999999684783,0.0,0.0,0.0,1.9999999999369567,0.0,4.0665031489795425,0.0,8.399018894381603,1.066503149074108,22.13300629751778,8.999999999716305,67.05914485684157,5.9999999998108695,298.90161091747694,19.798037788668644
ŻNIŃSKI,0.9999999999632098,0.0,0.0,0.0,0.0,0.0,2.999999999889629,0.0,9.999999999632097,0.0,17.999999999337774,0.0,48.999999998197275,5.999999999779258,259.99999999043456,22.999999999153825
POZNAŃSKI,2.8777520315729355,0.0,1.9185013543819571,0.0,2.8777520315729355,0.0,28.777520315729358,0.0,27.81826963853838,0.0,45.084781827975995,1.9185013543819571,81.53630756123317,4.796253385954893,502.6473548480728,25.899768284156423
GNIEZNO (MIASTO),3.0,0.0,1.0,0.0,1.0,0.0,13.00006810695739,0.0,21.00040864174434,6.81069573900326e-05,25.00013621391478,0.0,67.00313292003995,0.0,446.01321274973367,27.00081728348868
KALISKI,0.9875912555062666,0.0,0.9850223882915137,0.0,0.9927289899357724,0.0025688672147529,19.79201331440062,0.0025688672147529,101.66993602756938,5.917840931393341,464.5528502321023,8.878045830697387,879.8093791483018,185.2364139411266,1524.3762741634089,202.30734460549624
KOLSKI,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,34.0,4.0,139.0,3.0,519.0,71.0,710.0,79.0
KONIŃSKI,1.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,22.0,2.0,21.0,1.0,317.0,21.0,1134.0,108.0
TURECKI,0.01001476533523415,0.0,0.01001476533523415,0.0,0.01001476533523415,0.0,4.140244730481742,0.0,11.86638174491603,0.0600885920114049,50.02637284633146,0.09013288801710735,223.64038474420812,3.85275059491255,559.1357590974948,90.69187416337161
DOLIŃSKI,0.0,0.0,1.929497218962382,0.0,2.894245828443573,0.0,7.717988875849528,0.0,12.541731923255483,0.0,12.541731923255483,0.0,63.67340822575861,0.0,519.9995005103619,13.506480532736674
HORODEŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,24.0,1.0,408.0,10.0
KAŁUSKI,0.0,0.0,0.9678153079997934,0.0,0.9678153079997934,0.0,3.8712612319991737,0.0,3.8712612319991737,0.9678153079997934,2.90344592399938,0.0,45.48731947599029,4.839076539998967,515.8455591638899,22.25975208399525
KOŁOMYJSKI,0.0,0.0,0.0,0.0,2.051083239209411,0.0,7.122599774102587,0.0,20.163466365470114,0.0,34.24519954820517,0.07151653489317551,41.48018244856846,3.051083239209411,1243.5361916417958,55.31671608309835
KOSOWSKI (KOSÓW HUCULSKI),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0,1.0,93.0,3.0,560.0,39.0
NADWÓRNIAŃSKI,0.0,0.0,0.022238210954890442,0.0,4.97115497174548,0.0,14.311717536495742,0.0,18.857192061822907,1.7812615610389655,26.753220668132958,7.514824581801516,68.6732936673203,5.060107815565042,742.7283097944228,42.921585102757966
ROHATYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,36.0,0.0,27.0,2.0,310.0,8.0
STANISŁAWOWSKI,1.0,0.0,0.027690176252357503,0.0,2.0099464810453163,0.0,17.71216515260954,0.0,38.28694538797007,4.35738530220349,31.36119047622246,4.421041980426494,120.1308731837558,3.0674761004336224,1220.824648601188,65.07712807389495
STRYJSKI,0.0,0.0,0.07050278103761796,0.0,2.105754171556427,0.0,11.408232145144954,1.0,24.77382062923072,3.0,48.16225186017001,1.0,100.72479117313654,4.0,934.7405847669879,52.62950865621365
ŚNIATYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,41.0,2.0,565.0,38.0
TŁUMACKI,0.0,0.0,0.9822563047929587,0.0,0.0,0.0,0.9822563047929587,0.0,7.858050438343669,5.8935378287577525,8.840306743136628,0.0,35.36122697254651,0.9822563047929587,492.1104087012723,31.432201753374677
ŻYDACZOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,1.873778979005519,0.0,4.684447447513797,0.0,25.296016216574507,0.0,35.60180060110486,0.0,560.2599147226501,16.86401081104967
BIELSKI (BIELSKO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIELSKO (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIESZYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TARNOGÓRSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KATOWICE (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KATOWICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUBLINIECKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSZCZYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RYBNICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŚWIĘTOCHŁOWICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHORZÓW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BORSZCZOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9324003976696575,0.0,11.837760954407178,0.0,18.7431215111447,0.9864800795339316,568.2125258115445,29.594402386017947
BRODZKI,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,23.35292785484551,1.0,40.15962009449239,3.0,92.36129315440411,2.0,563.1589406916133,21.05041826497793
BRZEŻAŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.86705826024499,1.870970257286199,4.0018947994454726,2.825023549134518,12.495533610054247,0.0,224.98238643897423,14.050845092851713
