District,Kategoria IR,Kategoria IPR,Kategoria IIR,Kategoria IIPR,Kategoria IIIR,Kategoria IIIPR,Kategoria IVR,Kategoria IVPR,Kategoria VR,Kategoria VPR,Kategoria VIR,Kategoria VIPR,Kategoria VIIR,Kategoria VIIPR,Kategoria VIIIR,Kategoria VIIIPR
DĘBICKI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.594899935692455,0.0,20.594899935692453,1.1897998713849096,30.164299549847183,1.0,488.96868951787013,19.354099421232092
BIALSKI (BIAŁA PODLASKA),0.0,0.0,0.0,0.0,0.0,0.0,3.5770766108367473,0.0,3.154153221704262,0.0,17.61661288677859,0.0,51.81030238429393,1.999999999984616,805.4151946504377,46.83399864671822
BIŁGORAJSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,28.0,7.0,602.0,32.0
CHEŁMSKI,1.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,13.0,0.0,25.0,4.0,66.0,6.0,822.0,75.0
GARWOLIŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,29.0,0.0,86.0,1.0,630.0,48.0
HRUBIESZOWSKI,0.0017990337838940465,0.0,0.0,0.0,0.0,0.0,0.0017990337838940465,0.0,4.005048789924955,0.0,22.00168235472079,0.0017990337838940465,34.99605275812419,0.0017990337838940465,462.2692038410428,23.04207353700172
JANOWSKI,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,29.0,1.0,42.0,1.0,583.0,55.0
KRASNOSTAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,36.0,0.0,62.0,3.0,617.0,21.0
LUBARTOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,15.0,0.0,85.0,4.0,538.0,19.0
LUBELSKI,2.9531099991717693,0.0,1.9687399994478463,0.0,7.874959997791385,0.0,17.718659995030617,0.0,25.593619992822003,1.9687399994478463,62.99967998233108,0.9843699997239231,193.92088994561286,11.812439996687077,1918.5371294619263,147.65549995858848
ŁUKOWSKI,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,26.0,1.0,62.0,6.0,643.0,46.0
PUŁAWSKI,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,28.0,0.0,50.0,3.0,811.0,59.0
RADZYŃSKI,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,9.0,0.0,33.0,0.0,76.0,6.0,741.0,38.0
SIEDLECKI,0.0,0.0,0.0,0.0,0.9968121968936565,0.0,1.4229233891438087,0.0,4.83947117207493,0.0,41.287753019960164,0.0,85.99205382285146,5.98087318136194,762.6721234804944,43.0480526380218
SOKOŁOWSKI,0.0,0.0,0.0,0.0,1.0031878031063435,0.0,1.0,0.0,2.006375606212687,0.0,9.095634093190302,1.0,19.19764379259329,1.0191268186380604,487.91268186380603,19.117948714934705
TOMASZOWSKI,0.998200966216106,0.0,0.0,0.0,0.0,0.0,0.998200966216106,0.0,4.99100483108053,0.0,12.976612560809379,0.998200966216106,16.969416425673803,0.998200966216106,402.2749893850907,35.93523478377982
WĘGROWSKI,0.0,0.0,0.0,0.0,0.0,0.0,3.9999999998721747,0.0,3.9999999998721747,0.0,13.999999999552612,0.0,30.999999999009354,0.0,431.9999999861949,52.999999998306315
WŁODAWSKI,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,6.0,1.0,13.0,0.0,48.0,0.0,744.0,64.0
ZAMOJSKI,1.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,18.003946378994517,1.0,34.021705084469836,0.0,53.03453081620201,1.0,618.4558067738665,11.022691679218463
LUBLIN (MIASTO),0.04689000082823068,0.0,0.031260000552153784,0.0,0.12504000220861514,0.0,0.28134000496938405,0.0,0.4063800071779992,0.031260000552153784,1.000320017668921,0.015630000276076892,3.0791100543871477,0.18756000331292272,30.46287053807386,2.344500041411534
BÓBRECKI,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,24.0,0.0,32.0,0.0,475.0,0.0
BRZOZOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,21.0,1.0,16.0,0.0,273.0,8.0
DOBROMILSKI,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.216035071607249,1.0,3.648105214821745,0.3040087679018121,21.904227965447113,3.304008767901812,264.5779201704969,7.4320701432144975
DROHOBYCKI,2.0,0.0,2.0,0.0,3.0,0.0,21.0,0.0,39.45027295962178,4.0,229.49530025558394,2.0450272959621776,43.85551862328138,2.0450272959621776,832.0915734879634,78.90054591924356
GRÓDECKI,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,14.00000001126046,1.0000000010236783,10.00000001637885,1.0000000020473563,270.00000028662987,29.000000015355173
JAROSŁAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,11.0,1.0,16.0,4.0,22.0,0.0,410.0,16.0
JAWOROWSKI,0.0,0.0,0.0,0.0,0.0,0.0,6.163433293919653e-05,0.0,0.0004930746635135722,6.163433293919653e-05,10.634248174087313,0.9666489778267643,15.467986137884647,1.9334828586523463,270.6884630919896,14.500412645063795
KOLBUSZOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,10.0,0.0,13.0,0.0,424.0,7.0
KROŚNIEŃSKI,0.0,0.0,1.0,1.0,0.0,0.0,6.410677853470165,0.0,18.232033560410496,0.0,36.69610068123149,1.0,22.392201362462977,1.0,468.22387273772756,44.106778534701654
LESKI,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,8.0,0.0,22.0,0.0,281.0,2.0
LWOWSKI,0.0,0.0,2.0,0.0,2.0,0.0,11.0,0.0,3.0,1.0,30.0,1.0,64.0,3.0,636.0,19.0
LWÓW (MIASTO),2.0,0.0,2.0,0.0,2.0,1.0,31.0,0.0,91.0,4.0,86.0,1.0,293.0,10.0,3700.0,84.0
ŁAŃCUCKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,18.0,0.0,30.0,6.9346951003831995e-18,332.0,7.0
MOŚCISKI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,10.0,0.0,7.0,1.0,264.0,0.0
NIŻAŃSKI,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,7.0,0.0,13.0,0.0,8.0,0.0,185.0,13.0
PRZEMYSKI,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,22.0,0.0,26.0,1.0,91.0,5.0,1030.0,19.0
PRZEWORSKI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,8.0,2.0,2.0,0.0,184.0,4.0
RAWSKI (RAWA RUSKA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,49.0,4.0,23.0,5.0,532.0,15.0
RUDECKI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,10.0,0.0,2.0,0.0,182.0,2.0
RZESZOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.5893221465298345,0.0,15.767966439589504,0.0,27.30389931876851,0.0,43.60779863753702,1.0,787.7761272622724,11.893221465298346
SAMBORSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.333691968770975,0.0,18.8565945295943,1.6509639361360102,36.24025341127151,1.6509639361360102,557.3305063415398,24.66738393754195
SANOCKI,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,32.0,0.0,18.0,0.0,402.0,9.0
SOKALSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.9921342305499347,0.0,7.937073844399477,0.0,66.47299344684562,0.0,19.842684610998692,0.9921342305499347,551.6266321857637,3.9685369221997386
TARNOBRZESKI,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,1.0,18.0,1.0,9.0,0.0,402.0,15.0
ŻÓŁKIEWSKI,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999872438,0.0,6.999999999955353,0.0,27.999999999821412,0.0,32.99999999978952,0.0,534.9999999965877,5.999999999961731
LUBACZOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.9999383656670607,0.0,7.999506925336486,0.9999383656670607,18.365751814652228,0.033351021149557555,26.5320138457365,3.0665171393002972,443.31153662138047,11.499587339581032
TURCZAŃSKI,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,13.0,3.0,4.0,6.0,22.0,1.0,262.0,5.0
BRZEZIŃSKI,1.0,0.0,1.0,0.0,5.0,0.0,14.0,0.0,31.0,1.0,99.0,4.0,1101.0,71.0,1282.0,77.0
ŁASKI,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,35.0,1.0,69.0,1.0,138.0,12.0,1118.0,82.0
ŁĘCZYCKI,1.0,0.0,2.0,0.0,3.0,0.0,6.0,0.0,11.0,1.0,24.0,1.0,49.0,7.0,833.0,105.0
ŁÓDZKI,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,29.0,3.0,80.0,7.0,107.0,12.0,951.0,86.0
ŁÓDŹ (MIASTO),8.0,1.0,6.0,0.0,34.0,1.0,238.0,9.0,278.0,24.0,370.0,37.0,702.0,58.0,6760.0,678.0
PIOTRKOWSKI,1.000000000151676,0.0,2.000000000075838,1.0,4.000000000075838,0.0,10.000000000455028,3.000000000075838,33.00000000182011,2.000000000227514,116.0000000043986,2.000000000075838,184.0000000047778,8.00000000037919,991.0000000759138,23.000000006825417
RADOMSZCZAŃSKI,1.999999999848324,0.0,0.999999999924162,0.0,0.999999999924162,0.0,5.999999999544972,0.999999999924162,23.999999998179888,2.999999999772486,57.9999999956014,0.999999999924162,62.999999995222204,4.99999999962081,1000.9999999240862,89.99999999317458
SIERADZKI,1.0073568255317515,0.0,0.009925692746504521,0.0,1.0060778851516954,0.0,18.081515455458952,4.009575916633997,32.33147799353095,3.026393852778479,47.2645756452908,10.046835612881171,139.02427220369137,8.847947177601123,1460.505728934575,104.93725251729413
WIELUŃSKI,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,34.0,1.0,56.0,2.0,1170.0,77.0
POŁUDNIOWO-WARSZAWSKI,2.388052577991604,0.0,3.2835722947384554,0.2985065722489505,11.343249745460119,0.0,84.77586651870195,2.6865591502405546,119.9996420440781,7.164157733974812,163.88010816467383,7.462664306223762,562.9833952615206,32.23870980288665,4556.702825380229,288.35734879248616
PÓŁNOCNO-WARSZAWSKI,2.3056798147655084,0.0,3.170309745302574,0.28820997684568855,10.951979120136166,0.0,81.85163342417555,2.593889791611197,115.8604106919668,6.917039444296526,158.227277288283,7.205249421142214,543.5640163309686,31.126677499334363,4399.525296549436,278.41083763293517
PRASKO-WARSZAWSKI,2.65446497047373,0.0,3.649889334401379,0.3318081213092163,12.608708609750218,0.0,94.23350645181742,2.9862730917829463,133.38686476630494,7.96339491142119,182.16265859875975,8.295203032730408,625.7901167891819,35.835277101395356,5065.050971785186,320.52664518470294
ŚRÓDMIEJSKO-WARSZAWSKI,0.6518026367691572,0.0,0.8962286255575911,0.08147532959614465,3.0960625246534965,0.0,23.138993605305078,0.7332779663653018,32.75308249765015,1.9554079103074715,44.72995594828341,2.036883239903616,153.6624716183288,8.799335596383623,1243.720906285148,78.70516838987572
BARANOWICKI,0.0,0.0,0.0,0.0,0.16576284812998773,0.0,1.9941913167736574,0.0,15.647190533998309,2.4965170003774255,20.951601674157914,2.828042696637401,79.04461835378626,7.660350988476069,757.8362367091793,90.40212339326011
BRASŁAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,1.4113770361104798,0.0,2.502401670961457,1.9886201819004738,11.74133612121581,2.245510926430965,32.43146306098375,3.9137787070719363,422.5639887613384,72.62397776176792
LIDZKI,0.0,0.0,0.0,0.0,1.1143806782752907,0.0,1.680169464477566,0.5571903391376454,9.47223576533997,0.5571903391376454,12.931456835538349,3.351740481890502,40.289673359203064,4.474719607230423,466.9306303575367,65.35464017333247
NIEŚWIESKI,0.0,0.0,0.0,0.0,0.0,0.0,3.9962735936198737,0.0,1.5985094374479494,0.0,11.189566062135645,0.0,57.54633974812618,0.0,543.4932087323028,47.955283123438484
NOWOGRÓDZKI,0.0,0.0,0.0,0.0,0.15282015988848147,0.0,2.7179383010366878,0.0,2.6572884968737127,0.4584604796654444,33.07090881547685,2.7751015241354096,56.43446789283541,4.464048207881135,498.14978591501654,49.519999499779836
SŁONIMSKI,0.0,0.0,0.0,0.0,0.6814169919815308,0.0,4.088501951889185,0.0,10.902671871704493,2.0442509759445926,32.70801561511348,3.407084959907654,74.27445212598685,2.7256679679261233,571.7088562725044,51.106274398614815
STOŁPECKI,0.0,0.0,0.0,0.0,0.0,0.0,1.658159340066234,0.0,5.235485609259283,0.4644344944714157,37.03809758156376,4.094992420612286,102.5913642133992,7.38763475190377,684.0108951073545,108.51663264234347
WOŁOŻYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.38576153265688995,0.0,0.7715230652965598,0.3857615326482799,4.243376859247315,8.610039620482963e-12,12.344369044917157,1.9288076632586195,135.4022979612252,18.130792034632748
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),0.0,0.0,0.0,0.0,0.7203059792908427,0.0,1.183298822289482,0.35660678780565525,6.225440677325381,0.35660678780565525,8.421820633595571,2.160917937872528,26.172156979574435,2.8670391098043067,309.7457376324521,42.94998000982075
BRZESKI (BRZEŚĆ N.BUG.),0.0,0.0,0.9999999976189181,0.0,0.9999999976189181,0.9999999976189181,2.9999999928761985,0.0,7.9999999809594655,0.9999999976189181,20.999999950068222,3.9999999904756725,36.9999999121613,5.999999985728893,601.9999985718505,105.99999974793059
DROHICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.9979159645088738,0.0,2.9937478935266215,0.0,4.989579822544369,0.9979159645088738,28.93956297075734,1.9958319290177475,333.3039321459638,21.95415121919522
KOBRYŃSKI,0.0,0.0,0.2026267645239446,0.0,0.2026267645239446,0.2026267645239446,1.6078802915757375,0.0,4.621014110203268,0.2026267645239446,9.255162045022354,1.810507056099682,36.49719022949916,3.215760583151475,455.9813115767185,43.47843699562401
KOSZYRSKI,0.0,0.0,0.7973732378571372,0.0,0.7973732378571372,0.7973732378571372,2.392119713571412,0.0,6.378985902857098,0.7973732378571372,16.74483799499988,3.189492951428549,29.502809800714076,4.784239427142824,480.0186891899966,84.52156321285655
ŁUNINIECKI,0.0,0.0,0.0,0.0,0.011140710017230111,0.0,8.06684426010338,0.0,16.10026639015507,0.0,24.412206270637515,1.0891256801378408,77.64616118099934,9.10026639015507,421.1772811526469,66.80213112124056
PIŃSKI,0.0,0.0,0.0,0.0,0.9888592899827698,0.0,5.935239775387745,0.0,8.905985716318307,0.0,36.59821390681811,7.912958355353285,57.414275848243314,8.90390168082718,726.5187867013892,71.2437176595642
PRUŻAŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,3.000000001996096,0.0,4.000000005988289,0.0,11.00000000998048,2.000000001996096,28.00000005788679,3.0000000039921924,303.00000066669617,46.00000004391412
STOLIŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IWACEWICKI,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,11.0,2.0,28.0,3.0,303.0,46.0
BRODNICKI,0.0,0.0,0.0,0.0,0.0,0.0,3.146858200869141,2.0,17.440574602607423,0.048952733623046966,28.930101938837893,2.0,54.986116751005866,2.195810934492188,564.1546430037013,39.25182574666016
CHEŁMIŃSKI,0.9639412332361315,0.0,0.0,0.0,1.927882466472263,0.0,2.8918236997083944,0.0,4.819706166180657,0.0,17.350942198250365,0.9639412332361315,48.19706166180657,3.855764932944526,338.34337286588215,25.062472064139417
CHOJNICKI,0.013786920868900657,0.0,0.006893460434450329,0.0,1.9949641842104677,0.0,5.986412455506184,0.007273436153145726,18.919334293380615,1.0077272888272355,33.83394946067671,1.9811772633415672,54.63852253489464,1.9815572390602627,551.0673017290846,23.932866737950512
GRUDZIĄDZ (MIASTO),2.0,0.0,2.0,0.0,4.0,0.0,11.0,1.0,24.0,0.0,26.0,3.0,117.0,5.0,901.0,61.0
GRUDZIĄDZKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARTUSKI,0.0,0.0,0.0,0.0,0.9780294759753552,0.0,2.9340884279260653,1.9560589519507103,3.9121179039014207,0.0,11.736353711704261,2.9340884279260653,30.31891375523601,2.9340884279260653,298.29899017248334,25.428766375359235
KOŚCIERSKI,0.0,0.0,0.0,0.0,0.9839625035204188,0.0,10.647794100639564,1.9679176955688666,0.0879168255904419,1.827867992750983e-06,28.161369824841355,1.0279035515697086,32.42680146157661,2.9518801990892856,333.7780543725807,13.077125702349843
LUBAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,24.0,0.0,26.0,0.0,449.0,9.0
SĘPOLEŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,23.0,0.0,20.0,1.0,296.0,13.0
STAROGARDZKI,1.9862130791310995,0.0,0.9931065395655497,0.0,3.2310929569973514,0.0,9.848667975508617,1.08544172817465,24.90735710326839,3.2099630804638597,43.698847420601965,1.047620039793786,53.9883086611526,1.123263416555514,542.8106140610781,44.66732533431436
ŚWIECKI,0.9788413095970142,0.0,0.0,0.0,4.039037649389525,0.0,1.3325083638654334,0.026580558066370996,29.226634877182104,1.129094278664853,61.205037375775,0.026580558066370996,67.89043397507506,3.9419457964544278,811.7190594394951,56.563209026970675
TCZEWSKI,1.0,0.0,0.0,0.0,3.662375939078694,0.0,9.324751878157388,0.0,16.649503756314775,1.6623759390786939,26.260390964337798,0.0,49.94851126894433,3.0,548.6870373580804,65.48216538038383
TORUŃ (MIASTO),1.0,0.0,1.0,5.0,6.0,0.0,25.0,4.0,39.0,5.0,52.0,4.0,128.0,8.0,823.0,131.0
TORUŃSKI,0.03605876676386852,0.0,0.0,0.0,0.07211753352773705,0.0,0.10817630029160558,0.0,0.1802938338193426,0.0,0.6490578017496335,0.03605876676386852,1.802938338193426,0.1442350670554741,12.656627134117851,0.9375279358605816
TUCHOLSKI,0.021158690402985843,0.0,0.0,0.0,0.11053729082818878,0.0,3.925776798396748,0.9567276300862566,13.297135240362255,0.9908375850973651,15.104051242062916,0.982630159302502,31.788508343120753,1.0672649209144454,291.63894286719784,13.848541442671545
WĄBRZESKI,0.0,0.0,0.0,0.0,0.0,0.0,2.853141799130859,0.0,8.559425397392577,0.951047266376953,18.069898061162107,0.0,58.013883248994134,3.804189065507812,449.8453569962988,43.74817425333984
MORSKI,0.0,0.0,0.0,0.0,0.9320690243900253,0.0,5.592414146340151,0.0,16.0557150938277,0.0,43.037922829376946,1.8641380487800505,89.71990508463509,7.5828772026385645,485.18350159727186,82.73223021967091
GDYNIA (MIASTO),0.0,0.0,0.0,0.0,0.06793097560997477,0.0,0.4075858536598486,0.0,0.9442849061722995,0.0,1.9620771706230524,0.13586195121994954,4.280094915364913,0.4171227973614352,27.816498402728186,4.267769780329086
BYDGOSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BYDGOSZCZ (MIASTO),0.0,0.0,0.0,0.0,3.0,0.0,27.0,4.0,53.0,1.0,67.0,3.0,210.0,16.0,1559.0,118.0
INOWROCŁAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INOWROCŁAW (MIASTO),4.0,0.0,1.0,0.0,2.0,0.0,10.0,0.0,24.0,0.0,34.0,0.0,111.0,5.0,740.0,46.0
SZUBIŃSKI,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,8.0,1.0,19.0,0.0,52.0,0.0,471.0,18.0
WYRZYSKI,1.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,16.0,0.0,50.0,1.0,45.0,2.0,630.0,33.0
