District,Pszenica,Żyto,Jęczmień,Owies,Gryka,Proso,Kukurydza,Mieszanki zbóż na ziarno (jęczmień i owies),Mieszanki zbóż na ziarno (inne),Groch,"Fasola, Bób, Soczewica","Peluszka, wyka, bobik",Łubin,Seradela,Koniczyna,Pozostałe pastawne oraz mieszanki,Ziemniaki,Buraki Cukrowe,Len,Konopie,Rzepak i rzepik ozimy i jary,Chmiel,Cykoria
ZŁOCZOWSKI,7508.346726313697,9089.549239054273,6833.322610580082,7379.618957541566,2050.9067711483417,689.6238586807826,194.42336111429455,66.93719782601441,88.43686196366632,128.75759008055613,204.59013973507723,203.32274329097837,52.628627109104016,11.0,1020.3233486602265,66.79674917927909,7722.566902962719,1122.0033586234808,67.5799975091864,380.77176265462407,15.487506737672502,3.0641456233779607,0.0
KOPYCZYNIECKI,8655.898559679366,11645.306825135644,8226.80597918199,1562.5805033156655,2423.6136239154885,60.75647157484969,3807.721991980033,1505.6213112142439,1855.9203426379866,724.3310595564111,1455.3073581913216,504.08885009758103,9.493198683570265,7.594558946856211,2248.9387681377957,136.70206104341182,6948.072116505076,939.8266696734562,0.0,38.92211460263808,9.493198683570265,0.0,0.0
BŁOŃSKI,4934.0,26567.0,2653.0,7460.0,175.0,28.0,3.0,182.0,88.0,35.0,18.0,881.0,1971.0,2823.0,2004.0,211.0,10035.0,2459.0,25.0,0.0,49.0,0.0,0.0
CIECHANOWSKI,8010.0,26259.0,3529.0,4208.0,333.0,6.0,2.0,1052.0,872.0,620.0,43.0,2596.0,1455.0,2591.0,3077.0,982.0,7513.0,3025.0,82.0,11.0,176.0,0.0,0.0
GOSTYNIŃSKI,4913.0,25826.0,1147.0,5780.0,171.0,24.0,0.0,141.0,212.0,224.0,12.0,770.0,3526.0,2591.0,2080.0,155.0,9516.0,1725.0,18.0,1.0,162.0,0.0,0.0
GRÓJECKI,6698.9811157421755,43749.464751553794,3116.8550214157585,14530.130755115739,224.5482227863978,78.3346189451791,2.0,500.0475126414878,187.01868018383283,116.26883221081137,34.034923821948304,741.3065986694298,3433.616239935461,6271.341114343395,4763.169135853363,525.0755329172371,17622.001820209684,914.0166497290684,41.13197955968836,7.014213183351054,201.162030290202,10.015837547162603,0.0
KUTNOWSKI,10025.0,20583.0,3022.0,8357.0,25.0,15.0,3.0,366.0,463.0,461.0,169.0,1590.0,1000.0,823.0,5411.0,447.0,8745.0,7869.0,25.0,3.0,384.0,4.0,25.0
ŁOWICKI,7631.0,30070.0,3060.0,9456.0,116.0,977.0,0.0,311.0,304.0,969.0,11.0,948.0,2840.0,3131.0,2878.0,129.0,11649.0,2074.0,660.0,2.0,370.0,0.0,65.0
MAKOWSKI (MAKÓW MAZOWIECKI),4213.0,20209.0,1249.0,3724.0,846.0,80.0,0.0,620.0,190.0,1022.0,5.0,624.0,1548.0,2597.0,1017.0,438.0,6420.0,303.0,156.0,8.0,104.0,0.0,0.0
MIŃSKI,1765.0,25428.0,3329.0,7910.0,727.0,209.0,3.0,310.0,205.0,145.0,7.0,440.0,3363.0,5090.0,4486.0,229.0,13835.0,0.0,366.0,11.0,173.0,0.0,0.0
MŁAWSKI,1331.0,44454.0,1458.0,3418.0,864.0,40.0,2.0,789.0,515.0,877.0,3.0,1430.0,3663.0,5547.0,1412.0,239.0,13557.0,237.0,57.0,0.0,247.0,0.0,16.0
PŁOCKI,12439.0,38319.0,4828.0,8029.0,329.0,9.0,1.0,756.0,327.0,378.0,17.0,2299.0,2354.0,2085.0,5033.0,867.0,13052.0,4506.0,12.0,0.0,309.0,0.0,0.0
PŁOŃSKI,8232.0,34457.0,3209.0,5658.0,403.0,34.0,0.0,661.0,505.0,522.0,8.0,1886.0,2703.0,3980.0,2745.0,342.0,11082.0,1813.0,32.0,4.0,210.0,0.0,25.0
PRZASNYCKI,4434.0,22298.0,1880.0,2770.0,774.0,35.0,0.0,569.0,327.0,1697.0,20.0,1364.0,1241.0,819.0,1119.0,209.0,7148.0,537.0,327.0,5.0,88.0,0.0,0.0
PUŁTUSKI,5631.0,34041.0,2816.0,6575.0,2006.0,12.0,4.0,436.0,316.0,488.0,24.0,1213.0,3652.0,4490.0,3326.0,213.0,12260.0,659.0,151.0,3.0,194.0,7.0,0.0
RADZYMIŃSKI,573.0,19832.0,1398.0,3868.0,1249.0,46.0,0.0,118.0,104.0,42.0,5.0,285.0,2390.0,4224.0,526.0,45.0,8855.0,0.0,257.0,4.0,2.0,0.0,0.0
RAWSKI (RAWA MAZOWIECKA),2423.0,35751.0,2929.0,8665.0,131.0,88.0,0.0,64.0,82.0,128.0,13.0,167.0,4745.0,4874.0,2342.0,102.0,13291.0,80.0,142.0,1.0,267.0,0.0,0.0
SIERPECKI,2990.090598394351,34455.1409095658,1689.5751753478244,3942.0637893415997,650.1658983668655,45.167616654564625,0.01197261820872862,299.4572228475878,382.0404722597504,824.4406958212122,4.119726181879241,1381.3688601159256,1583.4167228991291,3524.1185529677737,1527.8266280255216,198.43044149369334,10517.772926845402,929.2884606704475,78.21550712739304,0.02394523637194721,139.1909891288751,0.0,1.0416177846925074
SKIERNIEWICKI,1735.0,21076.0,2517.0,5451.0,83.0,84.0,0.0,69.0,23.0,255.0,13.0,210.0,3211.0,2410.0,780.0,92.0,7718.0,1.0,72.0,1.0,156.0,2.0,0.0
SOCHACZEWSKI,5012.0,22474.0,1826.0,5828.0,180.0,18.0,3.0,125.0,92.0,202.0,19.0,605.0,1549.0,2048.0,1867.0,391.0,8975.0,2797.0,6.0,0.0,185.0,0.0,7.0
WARSZAWSKI,2839.0,21016.0,2784.0,7898.0,467.0,9.0,6.0,155.0,83.0,104.0,17.0,622.0,1592.0,2556.0,1640.0,434.0,16972.0,492.0,1.0,0.0,89.0,3.0,0.0
DZIAŁDOWSKI,398.0,12199.0,2120.0,1869.0,20.0,0.0,0.0,810.0,762.0,345.0,5.0,98.0,496.0,849.0,1900.0,91.0,5387.0,147.0,13.0,0.0,35.0,0.0,0.0
DUBIEŃSKI,24260.0,40001.0,16467.0,30423.0,12587.0,2099.0,30.0,619.0,250.0,1857.0,483.0,868.0,147.0,303.0,8845.0,1235.0,14701.0,985.0,615.0,983.0,810.0,911.0,0.0
HOROCHOWSKI,17935.0,21806.0,8965.0,12877.0,2805.0,1345.0,11.0,232.0,218.0,1479.0,181.0,622.0,487.0,78.0,3378.0,385.0,9719.0,547.0,519.0,401.0,504.0,23.0,0.0
KOWELSKI,13238.0,55375.0,8192.0,10002.0,4657.0,2320.0,6.0,181.0,52.0,3557.0,464.0,625.0,2971.0,126.0,1020.0,348.0,21254.0,47.0,1351.0,1202.0,702.0,13.0,0.0
KRZEMIENIECKI,8899.0,45678.0,18800.0,33551.0,25670.0,2402.0,30.0,455.0,179.0,2695.0,615.0,910.0,10.0,12.0,2743.0,570.0,11610.0,1814.0,78.0,840.0,83.0,63.0,0.0
LUBOMELSKI,2828.0,17746.0,3116.0,2475.0,1598.0,891.0,3.0,73.0,14.0,1328.0,696.0,566.0,2205.0,61.0,75.0,442.0,7620.0,0.0,442.0,417.0,112.0,3.0,0.0
ŁUCKI,24034.0,49119.0,16258.0,27463.0,8228.0,2158.0,15.0,677.0,36.0,1418.0,57.0,630.0,526.0,34.0,6071.0,480.0,22404.0,1473.0,1191.0,763.0,651.0,211.0,0.0
RÓWIEŃSKI,18296.0,40025.0,11795.0,28218.0,5554.0,1552.0,6.0,499.0,482.0,1152.0,368.0,1443.0,257.0,12.0,5182.0,360.0,12570.0,4421.0,460.0,328.0,933.0,276.0,0.0
WŁODZIMIERSKI,21543.0,26314.0,8555.0,13537.0,2108.0,1841.0,28.0,311.0,162.0,2046.0,184.0,1304.0,1552.0,215.0,2327.0,648.0,8852.0,1377.0,683.0,617.0,875.0,28.0,0.0
KOSTOPOLSKI,4664.0,28816.0,4827.0,9799.0,7026.0,2314.0,3.0,33.0,5.0,1132.0,88.0,50.0,553.0,44.0,775.0,50.0,11558.0,0.0,1261.0,775.0,384.0,37.0,0.0
ZDOŁBUNOWSKI,10721.0,20451.0,6436.0,10406.0,2382.0,583.0,13.0,184.0,78.0,416.0,109.0,282.0,48.0,18.0,4031.0,224.0,5725.0,2926.0,73.0,264.0,374.0,349.0,0.0
SARNEŃSKI,902.0,36824.0,5639.0,6101.0,6051.0,2837.0,0.0,78.0,42.0,371.0,113.0,12.0,266.0,246.0,252.0,23.0,16834.0,0.0,781.0,510.0,0.0,11.0,0.0
BRASŁAWSKI,2407.0,38459.0,11627.0,12528.0,146.0,5.0,0.0,883.0,1477.0,4981.0,1200.0,1958.0,95.0,28.0,1399.0,64.0,11524.0,0.0,9217.0,83.0,0.0,0.0,0.0
OSZMIAŃSKI,622.1575584368691,30198.87506619404,6918.906393109538,13844.736638220758,1618.2031249645754,0.989121714526024,0.0,0.0,0.0,2484.6737468893725,9.89121714526024,324.43192236453586,3455.991270553928,1922.8526130385908,4174.0936352998215,449.0612583948149,8896.16070044706,0.0,4186.95221758866,46.48872058272313,0.0,0.0,0.0
ŚWIĘCIAŃSKI,2592.0,37551.0,8097.0,11161.0,1762.0,0.0,0.0,59.0,524.0,6363.0,547.0,1639.0,1077.0,863.0,1849.0,218.0,12007.0,0.0,4145.0,95.0,0.0,0.0,0.0
WILNO (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DZIŚNIEŃSKI,2815.0,41583.0,9284.0,18915.0,21.0,0.0,0.0,253.0,773.0,3353.0,431.0,1500.0,511.0,183.0,3668.0,52.0,13134.0,0.0,10028.0,65.0,1.0,0.0,0.0
WILEJSKI,875.0,30441.0,9506.0,10383.0,1171.0,0.0,0.0,67.0,271.0,6799.0,107.0,38.0,2970.0,2414.0,2965.0,23.0,15676.0,0.0,2379.0,117.0,1.0,0.0,0.0
WILEŃSKO-TROCKI,2072.8424415631307,70180.12493380596,15148.093606890461,20450.26336177924,9077.796875035425,0.010878285473975943,0.0,388.0,423.0,6678.3262531106275,167.10878285473976,1013.5680776354641,8152.008729446072,4760.147386961409,5659.9063647001785,241.93874160518507,21605.83929955294,0.0,1922.0477824113402,265.51127941727685,2.0,0.0,0.0
POSTAWSKI,1618.0,28079.0,5983.0,6868.0,446.0,0.0,0.0,35.0,144.0,4642.0,231.0,334.0,423.0,71.0,564.0,17.0,10087.0,0.0,4235.0,113.0,3.0,0.0,0.0
MOŁODECZAŃSKI,1673.0,21010.0,5811.0,13295.0,161.0,0.0,0.0,130.0,119.0,1870.0,82.0,321.0,2761.0,841.0,3302.0,85.0,9335.0,0.0,2651.0,178.0,1.0,0.0,0.0
