District,Pszenica,Żyto,Jęczmień,Owies,Ziemniaki
AUGUSTOWSKI,28664.0,155917.0,34726.0,87114.0,1107123.0
BIAŁOSTOCKI,51720.0,429305.0,86815.0,200570.0,2125117.0
BIELSKI (BIELSK PODLASKI),149787.0,633819.0,85811.0,203068.0,2654582.0
GRODZIEŃSKI,69429.0,618256.0,133553.0,273289.0,2844721.0
ŁOMŻYŃSKI,143757.0,670579.0,56175.0,244789.0,3125386.0
OSTROŁĘCKI,51250.0,333998.0,17710.0,66218.0,1700103.0
OSTROWSKI (OSTRÓW MAZOWIECKA),68847.0,309620.0,33801.0,85931.0,1476036.0
SOKÓLSKI,27858.0,427217.0,53621.0,184570.0,2444784.0
SUWALSKI,38876.0,230987.0,46278.0,179155.0,1229730.0
SZCZUCZYŃSKI (WOJ. BIAŁOSTOCKIE),56801.0,239758.0,36779.0,89257.0,1440515.0
WOŁKOWYSKI,50389.0,496166.0,91577.0,184021.0,2536887.0
WYSOKOMAZOWIECKI,98977.0,263679.0,36968.0,94042.0,1113576.0
BIAŁYSTOK (MIASTO),0.0,0.0,0.0,0.0,0.0
BĘDZIŃSKI,6546.0,116107.0,16391.0,20338.0,685500.0
CZĘSTOCHOWSKI,26480.0,589316.0,37650.0,115709.0,2568610.0
IŁŻECKI,60169.0,385779.0,136930.0,209235.0,1759719.0
JĘDRZEJOWSKI,181041.0,304118.0,89975.0,115250.0,1762433.0
KIELECKI,60841.0,334329.0,56950.0,98889.0,2163942.0
KONECKI,20257.0,332896.0,27096.0,69533.0,2123266.0
KOZIENICKI,50029.0,424855.0,104328.0,188126.0,1971910.0
MIECHOWSKI,265932.0,284859.0,145434.0,242640.0,1785300.0
OLKUSKI,61600.0,410719.0,95595.0,150421.0,2202415.0
OPATOWSKI,207510.0,322557.0,144675.0,293320.0,1955530.0
OPOCZYŃSKI,38736.0,554085.0,47424.0,173319.0,2461741.0
PIŃCZOWSKI,184851.0,253117.0,116848.0,109220.0,1200979.0
RADOMSKI,65889.0,711552.0,126415.0,239541.0,2793325.0
SANDOMIERSKI,130639.0,213086.0,116742.0,145950.0,1377394.0
STOPNICKI,152146.0,365150.0,105902.0,144748.0,2053353.0
WŁOSZCZOWSKI,150956.0,387362.0,40119.0,86647.0,1844768.0
ZAWIERCIAŃSKI,17604.0,197149.0,23594.0,35717.0,1083720.0
CZĘSTOCHOWA (MIASTO),0.0,0.0,0.0,0.0,0.0
SOSNOWIEC,0.0,0.0,0.0,0.0,0.0
RADOM (MIASTO),0.0,0.0,0.0,0.0,0.0
BIALSKI (BIAŁA KRAKOWSKA),15807.0,94636.0,6668.0,104089.0,699609.0
BOCHEŃSKI,57227.0,79721.0,25678.0,54592.0,341857.0
BRZESKI (BRZESKO),44383.0,84942.0,21060.0,56375.0,471330.0
CHRZANOWSKI,12726.0,111086.0,8961.0,46168.0,534842.0
DĄBROWSKI,17615.0,38820.0,13212.0,23072.0,114701.0
GORLICKI,49682.0,62168.0,30338.0,106038.0,506158.0
JASIELSKI,67388.0,85141.0,28036.0,60731.0,456216.0
KRAKOWSKI,124324.0,213493.0,34648.0,148496.0,1001097.0
KRAKÓW (MIASTO),0.0,0.0,0.0,0.0,0.0
LIMANOWSKI,37584.0,47395.0,34195.0,93360.0,397178.0
MIELECKI,21923.0,43811.0,8348.0,20844.0,116907.0
MYŚLENICKI,47285.0,66215.0,38272.0,129330.0,533332.0
NOWOSĄDECKI,50846.0,75562.0,55189.0,131276.0,507582.0
NOWOTARSKI,1809.0,48651.0,55907.0,288485.0,326791.0
TARNOWSKI,69663.0,133589.0,29680.0,75538.0,641891.0
WADOWICKI,47875.0,110457.0,16206.0,171621.0,905963.0
ŻYWIECKI,12101.0,63683.0,28834.0,161375.0,849641.0
DĘBICKI,73948.0,137947.0,43166.0,87625.0,830500.0
BIALSKI (BIAŁA PODLASKA),79517.0,454725.0,43505.0,197619.0,2876611.0
BIŁGORAJSKI,47471.0,195417.0,57057.0,136650.0,1131638.0
CHEŁMSKI,233537.0,357201.0,141204.0,125008.0,1707498.0
GARWOLIŃSKI,71819.0,574243.0,132040.0,209906.0,2965153.0
HRUBIESZOWSKI,357346.0,227391.0,129498.0,183505.0,1455981.0
JANOWSKI,126788.0,348174.0,148320.0,253178.0,2047141.0
KRASNOSTAWSKI,276167.0,218072.0,123177.0,156829.0,1139957.0
LUBARTOWSKI,72182.0,409718.0,42508.0,102270.0,1788456.0
LUBELSKI,397114.0,419135.0,194569.0,267455.0,2367391.0
ŁUKOWSKI,55350.0,536034.0,40726.0,218757.0,3027810.0
PUŁAWSKI,104693.0,321115.0,126165.0,132194.0,1855128.0
RADZYŃSKI,108357.0,325450.0,22336.0,181590.0,2070183.0
SIEDLECKI,97811.0,471799.0,29271.0,186954.0,2777325.0
SOKOŁOWSKI,95967.0,290272.0,38552.0,101310.0,1824498.0
TOMASZOWSKI,239196.0,182356.0,130888.0,148710.0,1076543.0
WĘGROWSKI,53139.0,262749.0,29170.0,100721.0,1631690.0
WŁODAWSKI,82742.0,438098.0,37503.0,142153.0,2131776.0
ZAMOJSKI,223190.0,197303.0,120812.0,170985.0,1443948.0
LUBLIN (MIASTO),0.0,0.0,0.0,0.0,0.0
BÓBRECKI,108631.0,39185.0,40266.0,73819.0,902315.0
BRZOZOWSKI,46069.0,96540.0,32206.0,67284.0,538279.0
DOBROMILSKI,37046.0,43354.0,17147.0,62460.0,306811.0
DROHOBYCKI,27535.0,54420.0,24358.0,62733.0,732558.0
GRÓDECKI,51241.0,56025.0,28442.0,75607.0,643828.0
JAROSŁAWSKI,109008.0,116627.0,32740.0,71495.0,419784.0
JAWOROWSKI,26563.0,73722.0,19398.0,64317.0,473392.0
KOLBUSZOWSKI,22592.0,110357.0,28294.0,46617.0,626948.0
KROŚNIEŃSKI,65957.0,96097.0,36852.0,73463.0,580657.0
LESKI,16246.0,36100.0,14733.0,152326.0,520352.0
LWOWSKI,132848.0,73411.0,47591.0,144034.0,1147439.0
LWÓW (MIASTO),0.0,0.0,0.0,0.0,0.0
ŁAŃCUCKI,48771.0,128253.0,28995.0,59506.0,602754.0
MOŚCISKI,45021.0,41092.0,23258.0,43328.0,368358.0
NIŻAŃSKI,19772.0,71978.0,23243.0,32453.0,517233.0
PRZEMYSKI,88771.0,73404.0,33891.0,62427.0,774902.0
PRZEWORSKI,43135.0,45671.0,11664.0,34580.0,268172.0
RAWSKI (RAWA RUSKA),103438.0,134322.0,75771.0,91988.0,967067.0
RUDECKI,54646.0,33896.0,33295.0,51406.0,659559.0
RZESZOWSKI,97211.0,145814.0,49529.0,92984.0,667552.0
SAMBORSKI,62830.0,72871.0,49727.0,95051.0,909237.0
SANOCKI,62043.0,82460.0,53074.0,93981.0,726045.0
SOKALSKI,210733.0,120481.0,69749.0,92187.0,1195710.0
TARNOBRZESKI,29427.0,101157.0,39269.0,47509.0,576716.0
ŻÓŁKIEWSKI,77907.0,88408.0,27376.0,52516.0,687913.0
LUBACZOWSKI,44757.0,81572.0,26245.0,95624.0,650730.0
TURCZAŃSKI,1929.0,26260.0,6156.0,168735.0,551214.0
BRZEZIŃSKI,40420.0,409810.0,16021.0,123924.0,2001244.0
ŁASKI,52199.0,569608.0,17895.0,125999.0,2387952.0
ŁĘCZYCKI,177152.0,481896.0,40737.0,128939.0,2094406.0
ŁÓDZKI,18800.0,352751.0,8307.0,98096.0,1587518.0
ŁÓDŹ (MIASTO),0.0,0.0,0.0,0.0,0.0
PIOTRKOWSKI,63710.0,738370.0,36675.0,176584.0,3153711.0
RADOMSZCZAŃSKI,62525.0,740355.0,58643.0,138853.0,3517610.0
SIERADZKI,74877.57270659965,706185.9116122288,19780.292597801807,176544.76944686117,2878303.166511593
WIELUŃSKI,39390.0,770141.0,24125.0,188024.0,3431296.0
POŁUDNIOWO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0
PÓŁNOCNO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0
PRASKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0
ŚRÓDMIEJSKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0
BARANOWICKI,33011.0,387136.0,100627.0,185996.0,1919306.0
BRASŁAWSKI,37356.0,341238.0,53306.0,109141.0,1416320.0
LIDZKI,9508.0,515540.0,103584.0,192804.0,2182054.0
NIEŚWIESKI,50397.0,384193.0,91634.0,223828.0,2517307.0
NOWOGRÓDZKI,65557.0,428765.0,119818.0,222338.0,1563341.0
SŁONIMSKI,37174.0,439036.0,77553.0,142976.0,1421316.0
STOŁPECKI,31523.0,346349.0,75866.0,140371.0,1376917.0
WOŁOŻYŃSKI,11025.0,222072.0,66634.0,116361.0,1586229.0
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),14377.0,224080.0,78073.0,77275.0,1150583.0
BRZESKI (BRZEŚĆ N.BUG.),101624.0,686952.0,98766.0,188307.0,2969512.0
DROHICKI,28681.0,303292.0,43509.0,117148.0,1197318.0
KOBRYŃSKI,47058.0,370356.0,42984.0,91836.0,1314938.0
KOSZYRSKI,8695.0,202251.0,22009.0,51598.0,930696.0
ŁUNINIECKI,5237.6158630396785,199487.78019938682,12027.086633450028,33849.10510564443,1241173.0225730878
PIŃSKI,12037.384136960321,421772.2198006132,34446.913366549976,120812.89489435557,1873122.9774269122
PRUŻAŃSKI,21468.0,369260.0,47618.0,95485.0,1731159.0
STOLIŃSKI,9350.0,291918.0,24313.0,44048.0,1163865.0
IWACEWICKI,5558.0,226481.0,32645.0,71842.0,1136987.0
BRODNICKI,52753.0,305524.0,71807.0,33740.0,977420.0
CHEŁMIŃSKI,186183.0,193577.0,97489.0,43086.0,927405.0
CHOJNICKI,19031.0,273150.0,30500.0,61592.0,993070.0
GRUDZIĄDZ (MIASTO),0.0,0.0,0.0,0.0,0.0
GRUDZIĄDZKI,163072.0,193096.0,95297.0,60726.0,717551.0
