District,Pszenica,Żyto,Jęczmień,Owies,Ziemniaki,Buraki Cukrowe
TOMASZOWSKI,194548.37011455285,234581.2198646498,131724.59590380976,144845.94760472048,1540606.4018415124,377900.91819202586
WĘGROWSKI,31471.0,234047.0,25746.0,82064.0,1241051.0,790.0
WŁODAWSKI,51157.0,353200.0,39467.0,121797.0,1297988.0,5784.0
ZAMOJSKI,187154.37319259177,228640.19410160868,147011.1266316674,206638.1376509226,1701862.514528825,375175.6228345914
LUBLIN (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
BÓBRECKI,70956.0,48200.0,44575.0,82292.0,815512.0,207740.0
BRZOZOWSKI,35339.0,90871.0,38840.0,57384.0,651589.0,15249.0
DOBROMILSKI,32999.45323135271,70101.20545540156,19770.26813678579,81976.82679397875,642345.0207522581,7456.000000000004
DROHOBYCKI,26163.039426017036,87607.92868104538,26094.292672630294,106095.95980591784,781265.834068048,1396.206393195206
GRÓDECKI,42026.00002330199,82224.00012369717,43053.000027339374,90469.00006777159,734786.0006255482,31970.000008492436
JAROSŁAWSKI,58745.0,38393.0,45151.0,112943.0,953302.0,431682.0
JAWOROWSKI,22005.95016371175,116811.55271286402,25818.087316833262,64000.39467274818,590737.4893456731,8019.319920050836
KOLBUSZOWSKI,48357.0,147402.0,38829.0,42746.0,745829.0,205.0
KROŚNIEŃSKI,59714.836946742944,116520.09458778633,42907.47651625001,83318.82835067417,854854.1258980015,5070.587649174571
LESKI,28260.0,75859.0,27512.0,211747.0,814548.0,1112.0
LWOWSKI,107417.0,120910.0,52154.0,134339.0,1054504.0,48332.0
LWÓW (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
ŁAŃCUCKI,55467.0,169550.0,38588.0,60391.0,612177.0,60168.0
MOŚCISKI,43576.0,101165.0,32436.0,52557.0,699908.0,11854.0
NIŻAŃSKI,19955.0,90783.0,19637.0,31984.0,533327.0,5662.0
PRZEMYSKI,61712.0,102777.0,29127.0,54144.0,841888.0,177530.0
PRZEWORSKI,48813.0,69855.0,14766.0,49546.0,391830.0,253188.0
RAWSKI (RAWA RUSKA),74999.0,133238.0,76103.0,74895.0,926617.0,84070.0
RUDECKI,47006.0,66005.0,48833.0,67997.0,915231.0,35098.0
RZESZOWSKI,125492.16305325706,194825.90541221367,59981.52348374999,105780.17164932581,957463.8741019985,35855.41235082543
SAMBORSKI,49907.50734263025,134423.86586355307,38434.439190583915,87256.21340010341,1255047.1451796938,29611.79360680479
SANOCKI,30338.0,56304.0,34214.0,82154.0,680982.0,18392.0
SOKALSKI,144168.01717544155,139034.71466657618,89187.90665528638,92350.83058227957,1074571.6559005594,245431.18955075118
TARNOBRZESKI,27544.0,102797.0,37571.0,41893.0,728167.0,62880.0
ŻÓŁKIEWSKI,71759.99999954231,110229.99999929694,40708.99999974035,73620.99999953044,642928.9999958993,12419.999999920783
LUBACZOWSKI,35145.04981298626,94182.4471634388,29980.912655827364,73036.60525948022,646593.5100287786,276.6800714567295
TURCZAŃSKI,1233.0,14214.0,3144.0,91396.0,338717.0,0.0
BRZEZIŃSKI,27974.0,400447.0,9109.0,114170.0,1589035.0,4420.0
ŁASKI,27665.0,540732.0,17999.0,119179.0,1880296.0,18406.0
ŁĘCZYCKI,147028.0,486517.0,45367.0,146759.0,1958982.0,653000.0
ŁÓDZKI,9550.0,251168.0,8579.0,69427.0,1040374.0,0.0
ŁÓDŹ (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
PIOTRKOWSKI,67107.0000028666,643762.0000434837,37414.00000401888,195922.0000095191,3162970.0002190163,21681.00000125891
RADOMSZCZAŃSKI,37798.9999971334,573375.9999565163,52992.99999598112,125518.9999904809,2887952.999780983,16599.99999874109
SIERADZKI,54008.36008997304,596752.0592206818,17886.564122341388,154136.1968232007,2368427.689835173,92025.22997577518
WIELUŃSKI,27218.0,551770.0,17756.0,156683.0,2168521.0,126670.0
POŁUDNIOWO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0
PÓŁNOCNO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0
PRASKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0
ŚRÓDMIEJSKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0
BARANOWICKI,28220.0,333560.0,85371.0,144707.0,1624277.0,0.0
LIDZKI,7155.63694993598,411435.3536924379,121136.30378031742,116564.35539185026,1817281.2855298095,0.0
NIEŚWIESKI,33523.0,311045.0,59354.0,162303.0,1660555.0,0.0
NOWOGRÓDZKI,34218.0856210144,215462.82286955623,97396.95814445705,176812.42968873135,1225041.1701191743,0.0
SŁONIMSKI,15413.0,288543.0,56247.0,82979.0,1859159.0,0.0
STOŁPECKI,13073.914378985604,272158.1771304438,39905.04185554295,107077.57031126866,1409336.8298808257,0.0
WOŁOŻYŃSKI,9174.0,184425.0,61410.0,109074.0,1119213.0,0.0
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),3995.8522451107865,219174.1995648181,64332.249578799754,62132.629295250495,968406.2662640777,0.0
BRZESKI (BRZEŚĆ N.BUG.),30438.000000283704,528009.0000019065,56545.00000023614,103128.00000076563,2420822.0000086087,31208.000000075775
DROHICKI,13267.0,197382.0,18582.0,552362.0,720778.0,0.0
KOBRYŃSKI,41982.0,356544.0,41067.0,52032.0,1116475.0,14110.0
KOSZYRSKI,5551.0,149602.0,22718.0,35548.0,826011.0,0.0
ŁUNINIECKI,5608.028307692784,126365.79757973542,15018.929208198339,26096.001668677283,335738.3562023279,0.0
PIŃSKI,13937.971692307216,449822.2024202646,35498.07079180166,13047.998331322719,2163045.6437976724,0.0
PRUŻAŃSKI,5234.0,193667.0,33118.0,43910.0,1153272.0,2490.0
STOLIŃSKI,19212.0,257275.0,25583.0,55421.0,1050792.0,0.0
IWACEWICKI,3954.0,152547.0,23767.0,34260.0,752002.0,0.0
BRODNICKI,66096.80902905198,401354.52276823646,75980.96831127375,57137.18770633589,1072127.990180608,287582.6506209542
CHEŁMIŃSKI,149930.05783825193,207975.15717401967,125930.6361031141,66376.52335498313,746439.6838078841,1012569.5116637138
CHOJNICKI,17976.308345216927,357137.99124570633,18049.301008685572,53160.41899529899,1120266.407155619,23474.339906498135
GRUDZIĄDZ (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
GRUDZIĄDZKI,142675.7353422265,200408.94725081814,106068.82233118838,83422.75970627242,774595.6699244396,585798.6674029999
KARTUSKI,4318.978165907169,205050.72584456505,15515.459606873035,123797.99303948449,1006587.9366738355,6243.740174626668
KOŚCIERSKI,11096.429050455059,297535.26373027154,12011.71980512923,81369.77887085742,861795.9857224008,140.30133625544846
LUBAWSKI,38405.0,352120.0,95091.0,80738.0,1275064.0,83106.0
SĘPOLEŃSKI,19042.0,221455.0,45229.0,73993.0,746717.0,41340.0
STAROGARDZKI,59104.22124602971,206281.30011855345,45269.26368358524,62259.39707922262,752110.3645376307,230652.82473069296
ŚWIECKI,78294.82709406856,378576.8625827372,90814.73893831464,73769.81585637113,1449002.4143516298,317922.16709797096
TCZEWSKI,132330.23615816399,145781.59686799516,76412.08381550116,82358.23100259915,629881.5316565902,647467.931751569
TORUŃ (MIASTO),2655.4286983241113,4392.065010654826,1799.7674073190324,1038.659743370889,16672.472709362755,25167.854586507397
TORUŃSKI,129771.51346342394,213144.7778153255,88864.59648956686,51048.81690164597,807496.843482753,1214680.6337497786
TUCHOLSKI,21274.999940158614,183451.2596101714,40369.433141911126,38687.36515616622,649068.3599022942,55873.69500238688
WĄBRZESKI,98082.45562872154,202175.52998094543,83147.20935753787,49268.05258739168,874014.3398949526,479563.68197604583
MORSKI,9192.0,188499.0,18574.0,74263.0,899130.0,31367.0
GDYNIA (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
BYDGOSKI,64343.184807698766,322948.3912499383,99368.04376067083,91224.56414052633,1149919.896178689,361813.5900458704
BYDGOSZCZ (MIASTO),27.815192301239804,139.6087500617198,42.956239329178516,39.43585947368146,497.1038213110778,156.4099541296511
INOWROCŁAWSKI,180888.0,297167.0,199862.0,60148.0,870977.0,2172524.0
INOWROCŁAW (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
SZUBIŃSKI,52106.0,312235.0,87964.0,77091.0,1089242.0,520962.0
WYRZYSKI,95367.0,403722.0,134024.0,101774.0,1630760.0,681075.0
LIPNOWSKI,72902.99999952603,413901.999997309,91156.99999940734,73345.99999952315,1357444.9999911746,378334.99999754026
NIESZAWSKI,140269.0,452830.0,134264.0,54106.0,1331218.0,1641586.0
RYPIŃSKI,55384.862915149286,363893.4488054486,94610.538000677,64848.18917819516,1141720.9692232455,274766.4627738575
WŁOCŁAWSKI,85775.0,256087.0,71780.0,43226.0,600734.0,1103607.0
CHODZIESKI,15984.0,243641.0,39589.0,58465.0,985657.0,82904.0
CZARNKOWSKI,19872.000000000004,194924.0,20369.000000000004,46951.0,789598.0,96420.00000000001
GNIEŹNIEŃSKI,80803.52661148203,411211.86489059473,102144.85545669189,96667.37043288338,1418617.3020417683,596099.8454031327
GOSTYŃSKI,137218.89055509216,221176.04333074804,76595.20899801448,33602.05237882627,851858.8971391942,1020202.6835813104
JAROCIŃSKI,159635.84408715938,494917.48568009806,80063.20456819673,105494.06233476721,1722355.5015593804,969851.2453390743
KĘPIŃSKI,40878.0,462860.0,25444.0,164889.0,1968833.0,248826.0
KOŚCIAŃSKI,124863.28987601463,516057.307133885,106424.21890105032,129304.27127610623,1583511.6632356634,779357.2673335462
KROTOSZYŃSKI,147986.5371385893,243546.59113031707,60234.467103207804,169356.6286739551,880790.0262975217,1068221.4533933436
LESZCZYŃSKI,100904.97890542797,303169.7898237478,64020.89505738441,105823.17886971489,1097877.634477297,496607.1332888497
MIĘDZYCHODZKI,24114.0,194303.0,21390.0,42920.0,623388.0,150361.0
MOGILEŃSKI,184265.0,540884.0,253636.0,108223.0,1590110.0,1991734.0
NOWOTOMYSKI,86703.0,427219.0,78752.0,103322.0,1600800.0,1028653.0
OBORNICKI,64500.501041227275,358248.9316870295,66141.50478443992,90407.13888499806,1372085.8863668551,403997.3851215772
OSTROWSKI (OSTRÓW WIELKOPOLSKI),62591.9119449754,80699.34768369708,31378.249233469942,106862.39971207311,714621.1170051702,242218.69469227243
POZNAŃ (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
RAWICKI,91909.53316824207,217898.12425958435,56992.287959470275,92641.07329516484,615087.8835575387,719873.0300885204
SZAMOTULSKI,120198.0,369062.0,87675.0,105672.0,1519595.0,862422.0
ŚREDZKI,80625.0,365785.0,105504.0,101668.0,1277440.0,827652.0
ŚREMSKI,68438.01432449912,364718.3109579227,64827.46817920604,99578.33345939238,1323452.2767282345,475459.49228308327
WĄGROWIECKI,63192.86772075969,435697.08848800353,119892.2890983484,18202.6019882117,1677859.5656175169,400437.471065307
WOLSZTYŃSKI,24463.0,223715.0,24458.0,48291.0,910198.0,144908.0
WRZESIŃSKI,99491.0,293477.0,93461.0,82916.0,991487.0,1077643.0
ŻNIŃSKI,84606.99999688729,282980.99998958904,122758.99999548367,88085.99999675929,928732.9999658316,633449.9999766952
POZNAŃSKI,117967.68903026935,660577.4270901183,179697.3886088632,176212.43089862837,2324728.6681615016,700523.5030403822
GNIEZNO (MIASTO),21.415599374389945,108.68785466494361,26.962056172939786,25.457798519198928,374.5778465264519,158.79539290580996
KALISKI,114386.67453756077,474300.544535546,25555.034220983885,167579.67985667207,1856487.9807383728,465993.8161506449
KOLSKI,86712.0,510646.0,45472.0,101229.0,1565595.0,454687.0
KONIŃSKI,93952.0,938445.0,86032.0,154291.0,2899175.0,485798.0
TURECKI,49789.96537246619,402131.39624377235,16083.401656674729,113444.12332012724,1270127.3294264544,182251.9538735799
DOLIŃSKI,5598.436180819352,50644.47825471512,5786.562159668184,71570.84034297164,591583.8473338663,0.0
HORODEŃSKI,119325.0,137317.0,120511.0,54923.0,1059655.0,544838.0
KAŁUSKI,45580.229745558274,86101.68887620162,4602.929604847018,79566.03210127902,814171.7244089022,2240.4924380195216
KOŁOMYJSKI,70162.33154101261,106737.30404825805,34988.15981896741,106524.31216273543,1109481.8289215614,272070.0
KOSOWSKI (KOSÓW HUCULSKI),5926.0,12252.0,3034.0,8397.0,180987.0,0.0
NADWÓRNIAŃSKI,15822.163771533671,94592.41909733323,12812.70170272022,82316.23596356474,1065157.151874592,51.481458360571374
ROHATYŃSKI,67465.0,52573.0,34571.0,61164.0,515382.0,138709.0
STANISŁAWOWSKI,60511.18561407835,141518.4515783265,11479.293888506485,99116.25647034924,1128772.2632005434,30309.3763894838
STRYJSKI,23313.386899887915,78068.00446113474,15939.586608950634,101755.06731287822,967105.1674468953,7513.825604526028
ŚNIATYŃSKI,54130.0,71593.0,3188.0,32317.0,631730.0,125255.0
TŁUMACKI,59426.506439974,120984.50906134871,20181.43803827613,56107.462386078594,757893.2486773703,33897.66507840501
ŻYDACZOWSKI,26392.176919292735,47066.51728415013,10586.851231381183,42827.09234415014,467787.9852192383,19682.174395473972
BIELSKI (BIELSKO),8001.0,36862.0,4670.0,55139.0,275925.0,17745.0
BIELSKO (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
CIESZYŃSKI,18991.0,37343.0,10717.0,87003.0,348798.0,0.0
TARNOGÓRSKI,2631.0,33475.0,3020.0,13668.0,218372.0,5600.0
KATOWICE (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
KATOWICKI,3611.8840976663087,51743.11759636916,4055.621424838062,26413.685776613926,476762.7975128773,0.0
LUBLINIECKI,13553.0,90087.0,11100.0,56475.0,567032.0,4280.0
PSZCZYŃSKI,22940.0,177146.0,18632.0,119199.0,1131971.0,55161.0
RYBNICKI,48923.0,234438.0,25093.0,125525.0,2164428.0,44912.0
ŚWIĘTOCHŁOWICKI,3108.178931311409,20608.239004472012,1814.0781168650237,9656.582224879463,151068.98619688157,0.0
CHORZÓW,142.93697102228217,1402.64339915883,115.30045829691468,692.7319985066108,11877.216290241136,0.0
BORSZCZOWSKI,145492.98749022096,167085.06347105966,87784.88931756551,21173.808427116306,836041.867405007,181027.97291519225
BRODZKI,47215.5917860391,129131.5887019338,77244.8280130533,100495.14454963338,964311.8234939559,143645.65422594242
BRZEŻAŃSKI,84857.46794312609,101445.80320384547,95339.88769977473,85476.17909527708,935103.0403669699,105699.34752914752
BUCZACKI,128939.0,205331.0,104592.0,61428.0,1310707.0,91263.0
CZORTKOWSKI,74556.67948173225,115143.3151131745,96734.5904167824,24556.523991215476,918647.0740007635,240246.22465767752
KAMIONECKI,83281.52267725882,96036.53407232452,41847.43957411797,65953.5619799983,810006.3392920541,77713.14947222699
PODHAJECKI,114174.09706958008,153351.31142799172,84108.13462207523,88036.47318917884,924722.9114965239,57259.45516171226
PRZEMYŚLAŃSKI,88854.0,72032.0,57947.0,79423.0,837800.0,123772.0
RADZIECHOWSKI,82556.0,111041.0,59577.0,72162.0,622669.0,18560.0
SKAŁACKI,99849.09757005952,119896.85737863966,176178.10774435304,42718.47292189428,906853.7919597325,71297.87669574298
TARNOPOLSKI,85298.65591681213,140662.6150625597,177585.3627770898,113605.23634814087,1104299.6240391338,173503.98068217788
TREMBOWELSKI,75546.25462015225,111737.20707655972,135995.44179459577,39959.33189519145,882314.1400287321,63692.23131490662
ZALESZCZYCKI,88250.08835772595,106351.86860100126,71498.12228917867,21240.26924765744,719612.2290900933,200378.4969823642
ZBARASKI,61425.0,61451.0,75829.0,81518.0,341328.0,40140.0
ZBOROWSKI,35965.4082139609,79434.4112980662,115167.1719869467,112366.85545036662,792497.1765060441,159951.34577405758
ZŁOCZOWSKI,94294.46014775732,133394.75126180233,116583.65377085531,122572.6074381917,1124822.0048114874,208150.66097710104
KOPYCZYNIECKI,101258.25443843387,142180.5860037002,122842.94028526757,32304.405800321252,1032877.1045300752,207276.39869680986
BŁOŃSKI,59670.0,267027.0,30007.0,105578.0,723978.0,453300.0
CIECHANOWSKI,70238.0,202462.0,34577.0,37085.0,499703.0,707811.0
GOSTYNIŃSKI,76207.0,378860.0,20850.0,104766.0,1122083.0,308192.0
GRÓJECKI,89747.08851548555,501616.2757176717,40347.67690630677,186161.08276644428,2045322.0204963624,130003.39756098585
KUTNOWSKI,159239.0,336243.0,58680.0,151549.0,1164812.0,1593750.0
ŁOWICKI,98353.0,417388.0,39427.0,155327.0,1315003.0,368105.0
MAKOWSKI (MAKÓW MAZOWIECKI),52287.0,237641.0,18443.0,49272.0,615148.0,50511.0
MIŃSKI,12708.0,195519.0,30805.0,69243.0,788541.0,0.0
MŁAWSKI,14428.0,465662.0,18901.0,41691.0,1394016.0,54795.0
PŁOCKI,203905.0,584980.0,90913.0,146719.0,1043178.0,956631.0
PŁOŃSKI,101986.0,447044.0,49605.0,91220.0,1190420.0,381652.0
PRZASNYCKI,62822.0,245251.0,28030.0,42795.0,740447.0,97281.0
PUŁTUSKI,75685.0,407522.0,39811.0,95289.0,1260010.0,121495.0
RADZYMIŃSKI,9854.0,162337.0,12124.0,42167.0,577520.0,0.0
RAWSKI (RAWA MAZOWIECKA),30615.0,400261.0,30239.0,100286.0,1320597.0,14400.0
SIERPECKI,37170.137085324684,382917.55119724234,24520.46199991565,50057.81082228169,1195921.03078558,162316.53722860222
SKIERNIEWICKI,22073.0,225923.0,27480.0,60959.0,685278.0,126.0
SOCHACZEWSKI,81893.0,324678.0,28355.0,107494.0,941164.0,549191.0
WARSZAWSKI,35170.0,214696.0,39901.0,122632.0,1504885.0,109464.0
DZIAŁDOWSKI,6386.0,148950.0,32213.0,24590.0,643247.0,21315.0
DUBIEŃSKI,276964.0,474555.0,215964.0,333319.0,1307084.0,98920.0
HOROCHOWSKI,210728.0,252668.0,110954.0,160132.0,1359518.0,92278.0
KOWELSKI,152794.0,537092.0,73888.0,87178.0,990881.0,6891.0
KRZEMIENIECKI,77055.0,525641.0,299578.0,441906.0,1416979.0,197974.0
LUBOMELSKI,13170.0,106650.0,20266.0,13740.0,315938.0,0.0
ŁUCKI,285928.0,488679.0,175954.0,262669.0,2226973.0,344682.0
RÓWIEŃSKI,192605.0,497193.0,325941.0,360853.0,1399090.0,721497.0
WŁODZIMIERSKI,280002.0,345662.0,111260.0,157462.0,951600.0,242709.0
KOSTOPOLSKI,41100.0,289282.0,42119.0,90652.0,1203071.0,0.0
ZDOŁBUNOWSKI,103700.0,199440.0,86820.0,112666.0,408503.0,309992.0
SARNEŃSKI,5913.0,263584.0,44111.0,37926.0,1318357.0,0.0
BRASŁAWSKI,16620.0,201697.0,36751.0,47836.0,357973.0,0.0
OSZMIAŃSKI,5720.090875103997,134205.02334860546,57877.46800377577,109920.10701356252,692196.2779207424,0.0
ŚWIĘCIAŃSKI,14894.0,209947.0,30048.0,60458.0,776950.0,0.0
WILNO (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
DZIŚNIEŃSKI,33727.0,207993.0,30390.0,102344.0,406066.0,0.0
WILEJSKI,5222.0,171898.0,67245.0,67159.0,873847.0,0.0
WILEŃSKO-TROCKI,13794.909124896003,357147.9766513945,99296.53199622422,136780.89298643748,1759520.7220792577,0.0
POSTAWSKI,13288.0,187453.0,32840.0,36532.0,678296.0,0.0
MOŁODECZAŃSKI,27233.0,261500.0,82269.0,211020.0,1071763.0,0.0
