District,Konie,Bydło rogate,Trzoda chlewna,Owce,Kozy
JAWOROWSKI,15688.679793106421,30994.514447900045,16169.43623653113,2324.982292265001,19.33593802712918
KOLBUSZOWSKI,9007.0,34229.0,7738.0,43.0,36.0
KROŚNIEŃSKI,10110.77376645049,47522.242877730016,16944.055911346702,1543.1232148200381,756.9426449612783
LESKI,13751.0,52479.0,13792.0,4970.0,450.0
LWOWSKI,22482.0,49603.0,21258.0,155.0,178.0
LWÓW (MIASTO),2661.0,3228.0,1205.0,35.0,277.0
ŁAŃCUCKI,13418.0,40490.0,16698.0,1056.0,212.0
MOŚCISKI,15450.0,32219.0,16556.0,734.0,51.0
NIŻAŃSKI,8654.0,25346.0,13030.0,348.0,71.0
PRZEMYSKI,16938.0,47205.0,15993.0,381.0,601.0
PRZEWORSKI,7725.0,24166.0,12333.0,187.0,328.0
RAWSKI (RAWA RUSKA),19541.0,36877.0,28531.0,5899.0,79.0
RUDECKI,14571.0,26343.0,14683.0,91.0,12.0
RZESZOWSKI,17636.22623354951,72663.75712226998,30392.944088653298,210.8767851799619,894.0573550387217
SAMBORSKI,23169.021827422825,53769.37189613828,19821.62263373654,3145.040311304214,401.58797166015427
SANOCKI,14664.0,46007.0,13155.0,2331.0,864.0
SOKALSKI,24683.307521851824,32465.60842628551,39593.10073855624,20041.11145710868,77.38646998289491
TARNOBRZESKI,11620.0,30521.0,20053.0,233.0,132.0
ŻÓŁKIEWSKI,17120.0,32277.0,25975.0,632.0,101.0
LUBACZOWSKI,15686.320206893577,30513.48555209995,21087.56376346887,3187.0177077349986,48.66406197287082
TURCZAŃSKI,10827.0,42331.0,11279.0,10124.0,432.0
BRZEZIŃSKI,12748.0,35912.0,26312.0,2258.0,202.0
ŁASKI,16296.0,44260.0,25973.0,3128.0,277.0
ŁĘCZYCKI,19109.0,45970.0,31628.0,1248.0,249.0
ŁÓDZKI,11380.0,30902.0,14514.0,1514.0,253.0
ŁÓDŹ (MIASTO),5158.0,1923.0,422.0,22.0,359.0
PIOTRKOWSKI,24075.0,60237.0,41943.0,7724.0,330.0
RADOMSZCZAŃSKI,23165.0,55814.0,31106.0,7196.0,104.0
SIERADZKI,20528.06361519647,58848.77672013037,43429.762792197434,1558.6914343047483,924.3340557587279
WIELUŃSKI,21193.0,61975.0,37799.0,3925.0,971.0
POŁUDNIOWO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0
PÓŁNOCNO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0
PRASKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0
ŚRÓDMIEJSKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0
BARANOWICKI,27837.0,51345.0,42931.0,28570.0,279.0
BRASŁAWSKI,28309.0,54518.0,44961.0,56065.0,343.0
LIDZKI,37244.0,79037.0,60361.0,60000.0,105.0
NIEŚWIESKI,22479.0,41792.0,48537.0,41157.0,48.0
NOWOGRÓDZKI,28886.810065086658,57039.275069883144,45104.837338475336,37974.66234475985,88.44683482779166
SŁONIMSKI,25521.0,48154.0,34712.0,55199.0,127.0
STOŁPECKI,17595.189934913342,37785.724930116856,37014.16266152467,27285.337655240153,53.553165172208345
WOŁOŻYŃSKI,20116.0,43106.0,42334.0,31240.0,47.0
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),22051.0,45136.0,25468.0,39844.0,7.0
BRZESKI (BRZEŚĆ N.BUG.),34038.000000135966,75748.0000002559,58373.00000026828,66241.00000014473,304.00000000043553
DROHICKI,16369.0,44947.0,31269.0,47866.0,27.0
KOBRYŃSKI,19894.0,72756.0,41484.0,65701.0,148.0
KOSZYRSKI,13586.0,57033.0,20862.0,63970.0,97.0
ŁUNINIECKI,21321.83040545851,58942.959866360296,32142.559607674746,38864.671926610405,165.4620969138067
PIŃSKI,30341.16959454149,84408.0401336397,45051.440392325254,72932.3280733896,218.53790308619332
PRUŻAŃSKI,19584.0,44672.0,33656.0,49668.0,230.0
STOLIŃSKI,22783.0,67381.0,30619.0,24788.0,131.0
IWACEWICKI,14557.0,38132.0,23868.0,27994.0,49.0
BRODNICKI,12529.13540552071,33855.13687916396,40537.940418770704,10108.830489200582,930.0164377286732
CHEŁMIŃSKI,9718.974941454102,23497.125598888273,31335.745453333526,15133.509836671723,975.6506766809063
CHOJNICKI,8409.776139119349,25981.33969275336,30046.127946644625,14148.53748945411,2071.961364294695
GRUDZIĄDZ (MIASTO),391.0,252.0,134.0,0.0,2.0
GRUDZIĄDZKI,11948.350762778968,27465.5737681336,35251.39458233596,12829.932456190367,1038.900985501649
KARTUSKI,9952.427947525213,26835.172761811795,38594.021151463494,10266.375409313303,946.7325327441438
KOŚCIERSKI,8025.312816446285,23405.846301723468,30987.850530335214,11569.607086732676,1414.2303656811907
LUBAWSKI,12662.0,34062.0,39201.0,6584.0,1733.0
SĘPOLEŃSKI,6236.0,20336.0,26699.0,15409.0,1346.0
STAROGARDZKI,10378.052929395297,24762.90074232859,32363.834875035674,7018.701967748691,2765.8107494058067
ŚWIECKI,15178.338344066458,36975.00347849252,60426.89566999825,9433.66809686578,3427.884297918761
TCZEWSKI,8862.205228687635,17571.07439614636,21836.772619679643,9153.881079870514,1888.58375836545
TORUŃ (MIASTO),902.226027670943,907.4071628706364,1200.748458995999,240.81803299112698,335.4909594235774
TORUŃSKI,9912.799030874956,24978.46723824109,25895.506087670477,10984.672130337149,947.8583638955163
TUCHOLSKI,5884.886594759763,16135.662626743902,23203.497206843105,6462.228870014927,1529.7969315899531
WĄBRZESKI,9956.513831700322,26144.28935270244,31207.664998893335,4347.237054609052,756.0825767696776
MORSKI,9227.0,26102.0,32166.0,11928.0,986.0
GDYNIA (MIASTO),568.0,300.0,156.0,34.0,0.0
BYDGOSKI,11319.106814596336,31404.424046360626,39930.738169330136,8528.313258754499,2153.069240430988
BYDGOSZCZ (MIASTO),1448.8931854036637,1213.5759536393773,1780.2618306698657,20.686741245501516,1438.930759569012
INOWROCŁAWSKI,10974.0,31843.0,33600.0,9879.0,1716.0
INOWROCŁAW (MIASTO),354.0,245.0,628.0,13.0,224.0
SZUBIŃSKI,9412.0,27240.0,32090.0,6126.0,1591.0
WYRZYSKI,13021.0,36516.0,44131.0,17589.0,2723.0
LIPNOWSKI,17417.0,47085.0,43347.0,4858.0,271.0
NIESZAWSKI,17394.0,41135.0,35727.0,4951.0,385.0
RYPIŃSKI,15019.00423100443,36663.72008447552,34445.59861229573,3012.495487160878,83.98232745446856
WŁOCŁAWSKI,16705.0,36329.0,28447.0,7009.0,321.0
CHODZIESKI,8157.0,24137.0,30603.0,4338.0,2196.0
CZARNKOWSKI,4836.0,13866.000000000002,21560.0,1757.0000000000002,2588.0
GNIEŹNIEŃSKI,12906.650653017305,38119.33149375428,53111.462881127336,7233.550813582019,2695.098294613686
GOSTYŃSKI,9529.907656768355,29549.717860633515,29152.66207722118,4771.113078789747,2310.7131793958797
JAROCIŃSKI,13623.347624467755,39424.04639189318,39297.65125937551,10368.976743703146,4152.251819270848
KĘPIŃSKI,14186.0,41443.0,43934.0,2154.0,5650.0
KOŚCIAŃSKI,13643.556120779182,44218.82058347364,44159.17494170384,6333.164269236867,4830.284128632276
KROTOSZYŃSKI,11913.564971538559,37004.541534655065,34216.404705215755,2767.851338360147,3038.465061608224
LESZCZYŃSKI,7884.214591315227,27879.76568368223,30094.50566314721,1886.9544814975138,2971.7463273969356
MIĘDZYCHODZKI,5341.0,15595.0,20439.0,1528.0,2632.0
MOGILEŃSKI,17053.0,46229.0,49363.0,11893.0,4764.0
NOWOTOMYSKI,12156.0,37629.0,52896.0,5817.0,7368.0
OBORNICKI,10893.565680706079,33605.95550693569,50696.31402286799,6938.3460711211055,3307.367036966137
OSTROWSKI (OSTRÓW WIELKOPOLSKI),10573.006750778462,37350.52823040244,33132.14773328446,2030.6430993054691,3536.9452761316034
POZNAŃ (MIASTO),2317.0,920.0,831.0,16.0,337.0
RAWICKI,6244.320458063622,22873.664460534696,21717.32744469232,482.14948541071504,2232.268932972334
SZAMOTULSKI,10605.0,29019.0,36778.0,7910.0,4310.0
ŚREDZKI,10292.0,27928.0,34525.0,4890.0,2102.0
ŚREMSKI,9836.081826288839,28459.915254725245,30021.12617535974,3923.147503696395,2521.3252745918994
WĄGROWIECKI,11983.32344688366,32223.743475340296,47377.868497686206,6210.447746564304,2550.261229705103
WOLSZTYŃSKI,6910.0,24076.0,29641.0,1888.0,4606.0
WRZESIŃSKI,7753.0,22989.0,27518.0,1095.0,1487.0
ŻNIŃSKI,8947.0,24629.0,34767.0,3755.0,1762.0
POZNAŃSKI,13088.016239593711,35197.78509816858,43593.14702494402,3443.709931115613,4247.561998601653
GNIEZNO (MIASTO),277.44397979924673,207.18442580115487,615.2075733744491,3.945437616960315,247.71144011342113
KALISKI,18641.677270816093,50366.103008450365,30166.128972790546,1887.5618421639538,1197.4430494208223
KOLSKI,16480.0,41244.0,33978.0,1451.0,463.0
KONIŃSKI,29075.0,78974.0,59180.0,5369.0,2707.0
TURECKI,15152.25911398744,43004.12027141926,29710.10823501202,1673.7467235312984,398.2228948204499
DOLIŃSKI,9164.147041523222,39014.433767680704,11256.686775501941,15860.467139977023,472.7268186489502
HORODEŃSKI,18098.0,22070.0,21004.0,18883.0,538.0
KAŁUSKI,9522.138589656495,30274.857682248814,12978.615508064031,3857.3569733774807,376.1343725643938
KOŁOMYJSKI,16935.85984171448,40849.179114909486,27571.95981975406,14837.432248531797,1326.4144586163914
KOSOWSKI (KOSÓW HUCULSKI),5949.0,28258.0,16272.0,59482.0,1295.0
NADWÓRNIAŃSKI,10767.176243244254,33998.545558213555,16997.88411682975,14094.036961451775,1383.4323210709495
ROHATYŃSKI,19833.0,42521.0,24179.0,1052.0,783.0
STANISŁAWOWSKI,14690.671810367297,39650.93901422056,20081.801546074017,2308.4214354318683,810.3850176691598
STRYJSKI,13716.770351714382,47997.60218564977,15454.754272993121,8016.7274582196615,379.41443720519374
ŚNIATYŃSKI,9300.0,19287.0,16004.0,8464.0,1306.0
TŁUMACKI,14191.639091648667,31944.9395444766,21649.911213941603,3869.1075845794644,643.377879639388
ŻYDACZOWSKI,10999.082606762397,29883.96404666952,10843.558951504938,106.80540180331458,120.85874414585598
BIELSKI (BIELSKO),2747.0,15539.0,10537.0,246.0,759.0
BIELSKO (MIASTO),225.0,109.0,68.0,0.0,12.0
CIESZYŃSKI,3640.0,23317.0,18530.0,2595.0,1306.0
TARNOGÓRSKI,1189.0,3627.0,3143.0,30.0,3060.0
KATOWICE (MIASTO),1261.0,460.0,1900.0,0.0,2494.0
KATOWICKI,2304.2856324528725,2127.1842601892017,5115.277968882359,12.790654663487338,7863.300928506985
LUBLINIECKI,3909.0,15249.0,9950.0,170.0,1265.0
PSZCZYŃSKI,7749.0,36888.0,24523.0,148.0,7005.0
RYBNICKI,7861.0,33253.0,28454.0,259.0,13918.0
ŚWIĘTOCHŁOWICKI,1779.9972075304688,999.0575136358101,3998.177535076644,10.711142933717262,5703.196742071092
CHORZÓW,897.7171600166588,153.7582261749882,934.5444960409978,0.49820240279540123,1330.5023294219245
BORSZCZOWSKI,17494.23773045474,30330.31652535026,33076.677066772725,19490.87341143142,764.522061638797
BRODZKI,15207.541437787197,31952.06072375486,27811.536441496803,5512.703364565801,191.2177242561499
BRZEŻAŃSKI,18031.930022706485,30079.248054314605,16528.461289897823,2026.7540697912884,745.9954015725647
BUCZACKI,20751.0,40772.0,24269.0,2408.0,1196.0
CZORTKOWSKI,13546.397695200096,22721.40705993184,19677.424036333665,1730.753361248801,486.441370929235
KAMIONECKI,15587.660766285257,29931.74808611833,27520.328585523926,2192.4605460700263,50.95924465890802
PODHAJECKI,17346.83400484705,30800.39519721874,17437.42053763669,1498.0869616179887,757.8099194660567
PRZEMYŚLAŃSKI,15092.0,30874.0,18515.0,789.0,202.0
RADZIECHOWSKI,14771.0,25790.0,32373.0,11486.0,77.0
SKAŁACKI,17148.808454438546,25156.639218610235,22359.72939588134,1574.355077422104,299.3218295345728
TARNOPOLSKI,23929.032167943344,37219.179769897884,24348.99994468934,1198.147119589982,550.594012893013
TREMBOWELSKI,14892.870785201809,26410.725724431148,17348.49410716707,303.3363549437091,392.8439484040149
ZALESZCZYCKI,11002.793747221931,16532.047032114395,15832.215787287985,13064.168182052797,626.5248993487837
ZBARASKI,15945.0,22800.0,16758.0,4994.0,154.0
ZBOROWSKI,14964.458562212803,28402.93927624514,21650.463558503197,1256.2966354341988,380.7822757438501
ZŁOCZOWSKI,17328.03171186292,35776.643487596164,22153.570675919833,1392.4279968212938,265.65428535819706
KOPYCZYNIECKI,16247.609815354801,28292.580504061883,25954.405629669895,1158.170258529527,764.2025066526797
BŁOŃSKI,13087.0,31248.0,21017.0,210.0,123.0
CIECHANOWSKI,16507.0,36930.0,22249.0,1709.0,4.0
GOSTYNIŃSKI,12219.0,32587.0,23160.0,2068.0,174.0
GRÓJECKI,21844.0,50712.0,51251.0,2475.0,128.0
KUTNOWSKI,14436.0,34144.0,21908.0,1914.0,204.0
ŁOWICKI,17341.0,48204.0,27216.0,2979.0,145.0
MAKOWSKI (MAKÓW MAZOWIECKI),13464.0,26407.0,20986.0,1705.0,46.0
MIŃSKI,12503.0,34949.0,35066.0,1751.0,41.0
MŁAWSKI,17721.0,39896.0,21579.0,1285.0,143.0
PŁOCKI,20689.0,45907.0,39852.0,2382.0,59.0
PŁOŃSKI,16474.0,39404.0,33268.0,3937.0,39.0
PRZASNYCKI,13702.0,31064.0,14745.0,2179.0,22.0
PUŁTUSKI,17514.0,41499.0,33797.0,1675.0,46.0
RADZYMIŃSKI,10174.0,26263.0,16803.0,256.0,25.0
RAWSKI (RAWA MAZOWIECKA),13683.0,36460.0,36580.0,7378.0,82.0
SIERPECKI,15195.99576899557,42816.27991552448,30371.401387704267,2578.504512839122,89.01767254553144
SKIERNIEWICKI,9343.0,28105.0,24765.0,2665.0,63.0
SOCHACZEWSKI,11175.0,30704.0,20943.0,148.0,47.0
WARSZAWSKI,16987.0,29963.0,20549.0,579.0,262.0
DZIAŁDOWSKI,5079.0,14113.0,13912.0,2624.0,257.0
DUBIEŃSKI,59298.0,75155.0,83037.0,4593.0,209.0
HOROCHOWSKI,32882.0,37955.0,42234.0,3300.0,91.0
KOWELSKI,49844.0,101974.0,64586.0,44341.0,172.0
KRZEMIENIECKI,57592.0,71713.0,56453.0,17869.0,289.0
LUBOMELSKI,17743.0,36695.0,22939.0,17489.0,15.0
ŁUCKI,62620.0,107060.0,90849.0,19270.0,256.0
RÓWIEŃSKI,52841.0,67437.0,64256.0,11397.0,277.0
WŁODZIMIERSKI,36242.0,46562.0,39640.0,4904.0,96.0
KOSTOPOLSKI,25910.0,72824.0,43188.0,20181.0,300.0
ZDOŁBUNOWSKI,25635.0,33499.0,40749.0,5788.0,174.0
SARNEŃSKI,23226.0,87034.0,47596.0,26122.0,104.0
OSZMIAŃSKI,20516.36260269879,42200.87795025281,36507.49336144102,35420.448597176925,98.91217145260241
ŚWIĘCIAŃSKI,29013.0,52995.0,37022.0,54511.0,196.0
WILNO (MIASTO),676.0,1194.0,778.0,70.0,13.0
DZIŚNIEŃSKI,32100.0,60934.0,57154.0,69091.0,481.0
WILEJSKI,23877.0,52153.0,45169.0,29290.0,149.0
WILEŃSKO-TROCKI,38857.63739730121,85037.12204974718,71009.50663855897,57888.551402823075,402.0878285473976
POSTAWSKI,23643.0,43964.0,35676.0,45419.0,285.0
MOŁODECZAŃSKI,16131.0,34430.0,31838.0,28801.0,112.0
