District,Indirect Occupation - Total,Indirect Occupation - A. Agriculture and forestry,Indirect Occupation - B. Mining and industry,Indirect Occupation - C. Trade and insurance,Indirect Occupation - D. Transport and communication,"Indirect Occupation - E. Public service, liberal professions",Indirect Occupation - F. Army,Indirect Occupation - G. Domestic service,Indirect Occupation - H. Unemployed,Indirect Occupation - N. Not further specified
OSTROWSKI (OSTRÓW WIELKOPOLSKI),45827.99736939509,31099.01169057957,4967.701967170227,1357.001516084926,2502.48589668918,1125.3634055037153,235.68096994256408,1258.3965433634587,2455.7054820216313,826.6498980398173
POZNAŃ (MIASTO),79844.0,589.0,20694.0,12904.0,8440.0,9254.0,4925.0,7240.0,10510.0,5288.0
RAWICKI,25243.252408944445,16811.323929053397,2845.928987448474,828.145225910036,419.16743276006406,637.0875363303578,85.24269436872902,722.100688935865,2153.4367905119593,740.8191236255607
SZAMOTULSKI,29445.0,20309.0,3298.0,749.0,518.0,683.0,49.0,861.0,2325.0,653.0
ŚREDZKI,22502.000000572592,16383.000000392885,2052.0000000619084,532.0000000183456,462.00000001569776,445.0000000140902,30.00000000397173,664.0000000182511,1235.0000000344846,699.0000000129554
ŚREMSKI,26370.308774384397,18426.06306061693,2905.357561423346,753.7480030118412,521.5873364230309,529.8436255371607,97.79878234187642,859.5596139668116,1515.568553497107,760.7822375662975
WĄGROWIECKI,24318.30268995907,18165.862297638414,2035.1947846283688,623.0287510967231,509.0240183841171,534.0301145465364,34.0009058666687,707.0337871350858,1220.0805810011213,490.0474496620352
WOLSZTYŃSKI,25541.0,20223.0,1928.0,552.0,355.0,440.0,55.0,449.0,1168.0,371.0
WRZESIŃSKI,19083.674501172576,13189.216840604004,2035.5573883757488,597.9607557670055,511.36713295453376,463.4927809641059,126.93104408350709,599.4164667571772,1138.8896256118153,420.84246605467774
ŻNIŃSKI,18018.999999372903,13388.999999524149,1770.9999999408071,481.99999998420435,291.99999999162503,328.9999999895111,27.999999999357907,479.9999999838445,714.9999999779619,532.9999999814422
POZNAŃSKI,40114.908394034705,23142.126421021323,7329.475204247689,981.1788805352968,1475.2299928066907,1013.1449285306397,1090.3965176164663,956.5488328105896,2449.8489870723415,1676.9586293936663
GNIEZNO (MIASTO),626.5158712306697,292.92148515514623,104.19089813924855,33.84434289846888,41.35901944461851,28.219672795463634,6.776780606703723,26.280435029320135,74.55450123963813,18.368735922061983
KALISKI,84228.67722605127,56106.85870451799,10351.518178082088,4159.488163408929,1241.547816732238,2008.5823509649126,242.79628292122936,2535.252444362297,4558.926129596079,3023.7071554655076
KOLSKI,57144.0,44780.0,4580.0,2016.0,780.0,820.0,42.0,1309.0,1411.0,1406.0
KONIŃSKI,96003.0,77591.0,6403.0,2125.0,809.0,1389.0,195.0,1677.0,2659.0,3155.0
TURECKI,55114.189069227716,46888.64143383904,4328.159902858181,1177.7924948730615,117.9922218777609,636.9220436862998,33.98322766268407,646.2198925644273,696.3298264759908,588.1480253902704
DOLIŃSKI,56232.30220083018,47531.23449191932,3719.1058895499914,1169.2753146912034,277.847599530583,853.8025193908541,24.118715237029775,492.9865394448886,622.2628531153682,1541.6682779509433
HORODEŃSKI,52283.0,47296.0,1439.0,833.0,104.0,584.0,7.0,318.0,322.0,1380.0
KAŁUSKI,50922.57024571713,46534.495639246066,1707.2262033116356,827.4820883398233,152.91481866396737,550.6869102518824,5.80689184799876,358.09166395992355,409.38587528391264,376.48015481191965
KOŁOMYJSKI,91087.88356553495,74999.84475011335,4708.213455385261,2829.2754847519245,1090.821026292864,1811.4148233561975,174.12259977410258,1299.63712663171,2191.453226970556,1983.1010722590001
KOSOWSKI (KOSÓW HUCULSKI),45557.0,39163.0,2416.0,1047.0,193.0,546.0,12.0,287.0,363.0,1530.0
NADWÓRNIAŃSKI,66708.74738058634,58297.71009689615,2957.283678633185,1041.202445491711,405.3550313395221,710.2093481020692,13.18351172501614,455.5782723261395,397.3105778825794,2430.9144181899615
ROHATYŃSKI,64310.0,59154.0,1622.0,1105.0,364.0,743.0,6.0,361.0,384.0,571.0
STANISŁAWOWSKI,88096.94262967334,63242.54938468795,5498.855244747913,4098.680219420701,4310.877417905685,2831.61374118754,266.2550873454929,2101.0175928276662,3666.708982590291,2080.3849589601123
STRYJSKI,71482.15170726278,55869.83215738025,4779.608717035649,2363.0042258391854,2086.522060526876,1701.9961748942308,176.76483190993162,1229.9323440335656,2021.6184880161256,1252.872707626959
ŚNIATYŃSKI,53123.0,48331.0,1495.0,972.0,260.0,577.0,20.0,366.0,473.0,629.0
TŁUMACKI,64061.77394229197,58151.537756352736,1677.6937685863734,985.2030737073376,290.7478662187158,696.4197200982077,16.698357181480297,324.14458058167634,448.89113129038213,1470.4376882750591
ŻYDACZOWSKI,43473.54609190705,38850.933350700434,1480.28539341436,716.720459469611,183.63033994254087,650.2013057149151,13.116452853038634,355.0811165215459,681.1186588685061,542.4590144220978
BIELSKI (BIELSKO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIELSKO (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIESZYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TARNOGÓRSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KATOWICE (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KATOWICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUBLINIECKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSZCZYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RYBNICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŚWIĘTOCHŁOWICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHORZÓW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BORSZCZOWSKI,57240.50661495638,51487.35479111449,1658.273013696539,1504.3821212892456,209.1337768611935,825.6838265699007,102.59392827152888,435.03771507446385,413.33515332471734,604.7122887543001
BRODZKI,47379.13234596102,40263.84431629662,2238.6452604041438,1593.536511509882,382.00813883193223,711.6884457076948,88.45376438480137,515.7644128066012,648.7056292420647,936.4858667772777
BRZEŻAŃSKI,52578.013198675006,46521.16453184548,1548.743311217252,1214.279105369007,317.05960018363083,878.412547570047,103.07047761958792,524.7602811320452,803.3049545408439,667.2183891971104
BUCZACKI,71872.0,64515.0,2527.0,1430.0,315.0,965.0,9.0,447.0,778.0,886.0
CZORTKOWSKI,42398.92890722651,36202.12371889777,1593.9502173385672,1063.2077428215316,655.5551814806755,783.080339643561,68.10753210661517,455.194376463974,889.7725528505499,687.9372456232642
KAMIONECKI,40808.228382092486,36175.95568073605,1658.7181202258846,975.5920592769363,182.84681986217223,600.5301200444899,12.982670999125714,269.55264211505965,368.9579676652632,563.092301167499
PODHAJECKI,51969.39645654497,49095.95267450787,959.4380085784908,638.9759732258782,94.48272774833869,441.2440790721384,8.766438657062352,193.83569919504535,230.84955130264194,305.85130425750873
PRZEMYŚLAŃSKI,46999.0,42694.0,1349.0,849.0,256.0,797.0,15.0,340.0,213.0,486.0
RADZIECHOWSKI,39423.0,34703.0,1708.0,1029.0,129.0,489.0,12.0,236.0,256.0,861.0
SKAŁACKI,48500.826446595034,42799.13432400355,1533.5384641979474,1341.1172880818551,310.98371897550265,667.6431716755322,50.53485433351918,401.3633623027581,317.78648782809177,1078.7247751962748
TARNOPOLSKI,76420.09656146109,61548.28413388483,3394.875156796767,2819.9067398265474,1169.7084115519506,1862.680986215657,209.91068506054816,1209.4995729567481,2445.544785017482,1759.6860901505631
TREMBOWELSKI,50285.97282139831,44769.24762543057,1717.6601445914248,1001.0590923385096,190.10996949448213,668.9266924624969,36.37574982243596,352.56320839097054,449.9273420391588,1100.1029968282533
ZALESZCZYCKI,38720.41168128247,34930.962329059024,1315.6045468384757,773.1375903040373,131.95142185972824,526.8282694992113,24.435448492542267,255.10608226214126,406.60586291590334,355.7801300514154
ZBARASKI,39206.0,35596.0,1030.0,696.0,130.0,586.0,4.0,294.0,227.0,643.0
ZBOROWSKI,42981.86765403898,39944.15568370338,897.3547395958562,650.463488490118,131.99186116806774,314.31155429230523,8.546235615198631,146.2355871933988,126.29437075793533,762.5141332227223
ZŁOCZOWSKI,63429.53159148626,54262.14557336295,2328.3091760861585,1536.521225683378,578.3477298156333,1122.6974748053553,167.1667786207827,634.4510345377342,1074.7211178806178,1725.1714806936561
KOPYCZYNIECKI,50276.929548056476,44681.638243960166,1542.644786080168,1478.0910350318902,350.29903142374275,690.1555442955582,16.13843776206945,390.17046589473784,316.1235161628898,811.6684874452576
BŁOŃSKI,56789.0,34777.0,10046.0,2215.0,1384.0,1493.0,225.0,1372.0,2796.0,2481.0
CIECHANOWSKI,32732.0,25857.0,2352.0,826.0,263.0,570.0,165.0,721.0,1147.0,831.0
GOSTYNIŃSKI,43774.0,36475.0,3151.0,874.0,182.0,617.0,20.0,604.0,762.0,1089.0
GRÓJECKI,61253.63813182037,49116.274488685725,4687.3411122863645,2316.96913503055,431.0927907542196,909.8450752729584,74.08365473629478,1066.094415118031,1313.1939074014886,1338.7435525347366
KUTNOWSKI,43981.0,30434.0,5078.0,1948.0,1488.0,890.0,104.0,1322.0,1354.0,1363.0
ŁOWICKI,51257.99999998544,42543.999999987915,2723.999999999226,1063.9999999996978,982.9999999997207,842.9999999997605,39.99999999998864,637.9999999998188,1289.9999999996335,1131.9999999996785
MAKOWSKI (MAKÓW MAZOWIECKI),32646.0,27743.0,1910.0,875.0,139.0,464.0,30.0,297.0,571.0,617.0
MIŃSKI,49392.000001386165,39941.00000120987,3549.0000000846203,1735.0000000294956,570.0000000079572,880.0000000208355,128.0000000005113,550.0000000113764,1154.00000001454,885.0000000069665
MŁAWSKI,43013.0,34415.0,2685.0,1148.0,454.0,771.0,25.0,786.0,1402.0,1327.0
PŁOCKI,51137.0,35064.0,4722.0,2486.0,575.0,1836.0,187.0,1656.0,2897.0,1714.0
PŁOŃSKI,36581.0,29840.0,2442.0,994.0,408.0,568.0,37.0,684.0,737.0,871.0
PRZASNYCKI,29734.0,25854.0,1358.0,477.0,153.0,448.0,37.0,335.0,472.0,600.0
PUŁTUSKI,51050.0,38395.0,4352.0,2113.0,590.0,857.0,288.0,967.0,1467.0,2021.0
RADZYMIŃSKI,37617.0,31004.0,2539.0,1095.0,345.0,671.0,71.0,410.0,769.0,713.0
RAWSKI (RAWA MAZOWIECKA),43446.0,37059.0,2441.0,937.0,152.0,723.0,35.0,562.0,653.0,884.0
SIERPECKI,34805.2120894564,27525.992683766093,2651.5193492902113,1276.2069433888591,388.8318105847002,544.5609947687221,29.239452363869006,585.6265577876671,857.7998743706078,945.4344231356703
SKIERNIEWICKI,32627.00000001456,25366.00000001208,1878.0000000007738,758.0000000003022,1334.0000000002792,695.0000000002394,143.00000000001137,519.0000000001812,1150.0000000003663,784.0000000003215
SOCHACZEWSKI,34247.0,29731.0,1680.0,623.0,257.0,527.0,29.0,478.0,464.0,458.0
WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DZIAŁDOWSKI,10035.0,7260.0,728.0,237.0,690.0,260.0,50.0,232.0,323.0,255.0
DUBIEŃSKI,102563.50646043976,92974.62595712139,4127.462645883939,2213.134306865132,277.4626838508469,1006.4179008068198,101.79104374380753,624.7014864182316,650.1492475277745,587.7611882218205
HOROCHOWSKI,46366.31819794583,43155.47092707234,1331.243650197066,883.5061417922216,49.57087385970731,360.3251223431987,4.94316082427132,251.78826925218124,162.02405945824907,167.4459931465989
KOWELSKI,98728.0,87714.0,2600.0,3137.0,1719.0,1145.0,101.0,720.0,1089.0,503.0
KRZEMIENIECKI,132792.9999461724,120363.99995121051,4480.999998183629,3194.999998704908,346.9999998593437,1780.9999992780724,38.99999998419137,772.9999996866649,1210.9999995091216,601.9999997559796
LUBOMELSKI,35229.0,33125.0,618.0,639.0,124.0,289.0,45.0,127.0,172.0,90.0
ŁUCKI,118583.1549198339,103826.56734154832,4911.606997998454,3925.7773402155594,552.1657051160456,2179.027084237491,195.4986610484901,1037.157105305653,1171.2817705677755,784.0729137961204
RÓWIEŃSKI,82941.41780631412,70761.37599710225,4340.699780975051,3147.2524269225883,665.9280578714753,1322.1332487220166,96.37335622727217,819.8379842226882,1065.3266927842967,722.4902614864743
WŁODZIMIERSKI,59728.0,53154.0,2225.0,1530.0,333.0,680.0,136.0,531.0,573.0,566.0
KOSTOPOLSKI,99004.90478591871,84479.34725671791,5180.277624335002,3752.563153852936,796.397802152907,1573.808636837268,114.97663633730711,976.2465773410801,1268.4349100514844,862.8521882928185
ZDOŁBUNOWSKI,49876.69788337527,42222.612569227305,2539.709302426859,2001.7666316466546,221.47487728967428,1045.2880077751338,60.41714183466039,622.2685777735012,798.7833201012982,364.3774553001881
SARNEŃSKI,73663.06084000361,67174.06490524996,2332.2564989454563,1551.335779328584,527.9094102342756,801.9320394271914,50.77735620827194,311.66791051973814,549.7962017033583,363.32073838677337
OSZMIAŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŚWIĘCIAŃSKI,213.46831781996184,197.01879075709672,5.963024684151717,2.611668253841258,1.405407535291483,2.3840718918507346,0.13086790814455107,1.4338570805402986,1.5647249886848495,0.955904720360199
WILNO (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DZIŚNIEŃSKI,77201.1655286769,71948.56061933615,1895.3311653036467,1223.5297534537872,234.56261055480584,608.0363376834373,41.52353436114926,414.1059914454511,442.6759047135276,392.8396118249415
WILEJSKI,54178.97758752208,49441.76897697739,1497.6105367688303,945.9410615215897,416.54898512758297,574.3563533214148,81.03835448310745,391.4744322930489,549.5480279577118,280.69085907139953
WILEŃSKO-TROCKI,9668.514242039404,8673.81928983815,344.12186924234396,149.90679624560025,100.4263471110548,99.4781155074311,52.49754969152993,87.0649017872664,86.5476845489262,74.65168806710167
POSTAWSKI,46792.11939913695,44216.88046308143,812.0940571129557,488.0943645072709,226.2411646643144,343.5513981939589,67.73269435937807,226.2411646643144,283.4997310299742,127.78436152336276
MOŁODECZAŃSKI,41807.167236907495,38089.65678827931,1224.6304094752359,688.5822182759532,235.55133024961472,535.7274163120883,74.59440471088311,287.3966716398697,458.2534761477041,212.7745218168374
