District,Kategoria IR,Kategoria IPR,Kategoria IIR,Kategoria IIPR,Kategoria IIIR,Kategoria IIIPR,Kategoria IVR,Kategoria IVPR,RazemR,RazemPR,Handel jarmarczny - hurtR,Handel jarmarczny - hurtPR,Handel jarmarczny - detalR,Handel jarmarczny - detalPR,Karty rejestracyjneR,Karty rejestracyjnePR
WOŁKOWYSKI,0.0,0.0,10.0,4.0,1.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
WYSOKOMAZOWIECKI,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIAŁYSTOK (MIASTO),0.0,0.0,0.2832291919187305,0.05664583838374611,0.07080729797968263,0.0,0.0,0.0,0.3540364898984132,0.05664583838374611,0.0,0.0,0.0,0.0,0.0,0.0
BĘDZIŃSKI,0.6426683159858473,0.0,4.177344053908008,1.2853366319716946,1.2853366319716946,0.0,0.0,0.0,6.105349001865549,1.2853366319716946,0.0,0.0,0.0,0.0,0.0,0.0
CZĘSTOCHOWSKI,6.9838035855846e-11,0.0,22.42681458013353,6.825552263520419,5.850473368751742,0.0,0.0,0.0,28.277287948955113,6.825552263520419,0.0,0.0,0.0,0.0,0.0,0.0
IŁŻECKI,0.0,0.0,2.054062026035204,1.004914729639564,0.004914729639563991,0.0,0.0,0.0,2.058976755674768,1.004914729639564,0.0,0.0,0.0,0.0,0.0,0.0
JĘDRZEJOWSKI,0.0,0.0,3.0011746750668227,0.0,1.0007831167112151,0.0,0.0,0.0,4.001957791778038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIELECKI,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KONECKI,0.0,0.0,2.0046162675499746,0.0,0.0,0.0,0.0,0.0,2.0046162675499746,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOZIENICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIECHOWSKI,0.0,0.0,2.998825324933177,0.0,1.9992168832887847,0.0,0.0,0.0,4.998042208221961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLKUSKI,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPATOWSKI,0.0,0.0,15.0,2.0,2.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
OPOCZYŃSKI,0.0,0.0,0.9953837324500252,0.0,0.0,0.0,0.0,0.0,0.9953837324500252,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIŃCZOWSKI,0.0,0.0,0.0,0.9999999999663066,3.9999999998652265,0.0,0.0,0.0,3.9999999998652265,0.9999999999663066,0.0,0.0,0.0,0.0,0.0,0.0
RADOMSKI,0.0,0.0,10.742886050266778,0.976626004569707,0.976626004569707,0.0,0.0,0.0,11.719512054836486,0.976626004569707,0.0,0.0,0.0,0.0,0.0,0.0
SANDOMIERSKI,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STOPNICKI,0.0,0.0,1.0,3.369338429610008e-11,1.347735371844003e-10,0.0,0.0,0.0,1.0000000001347735,3.369338429610008e-11,0.0,0.0,0.0,0.0,0.0,0.0
WŁOSZCZOWSKI,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZAWIERCIAŃSKI,1.3144203446694018,0.0,8.543732240351112,2.6288406893388037,2.6288406893388037,0.0,0.0,0.0,12.486993274359317,2.6288406893388037,0.0,0.0,0.0,0.0,0.0,0.0
CZĘSTOCHOWA (MIASTO),0.0,0.0,0.5731854203204145,0.17444773661925658,0.1495266313879342,0.0,0.0,0.0,0.7227120517083487,0.17444773661925658,0.0,0.0,0.0,0.0,0.0,0.0
SOSNOWIEC,0.04291133927491273,0.0,0.2789237052869328,0.08582267854982546,0.08582267854982546,0.0,0.0,0.0,0.4076577231116709,0.08582267854982546,0.0,0.0,0.0,0.0,0.0,0.0
RADOM (MIASTO),0.0,0.0,0.1985849232162603,0.018053174837841846,0.018053174837841846,0.0,0.0,0.0,0.21663809805410217,0.018053174837841846,0.0,0.0,0.0,0.0,0.0,0.0
BIALSKI (BIAŁA KRAKOWSKA),0.0,0.0,21.32412416512706,0.47487488073243694,5.0,0.0,5.0,0.0,31.32412416512706,0.47487488073243694,0.0,0.0,0.0,0.0,118.2236236880568,0.0
BOCHEŃSKI,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0
BRZESKI (BRZESKO),0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
CHRZANOWSKI,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0
DĄBROWSKI,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GORLICKI,0.0,0.0,2.722858129489806,0.0,1.0,0.0,0.0,0.0,3.722858129489806,0.0,0.0,0.0,0.0,0.0,34.03000345321432,0.0
JASIELSKI,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,18.215300192922637,0.0
KRAKOWSKI,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.821348418006501,0.0
KRAKÓW (MIASTO),2.0,0.0,186.0,9.0,3.0,0.0,13.0,2.0,204.0,11.0,0.0,0.0,0.0,0.0,452.0,8.0
LIMANOWSKI,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0
MIELECKI,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0
MYŚLENICKI,0.0,0.0,0.04500436358633994,0.009000872717267988,0.013501309075901982,0.004500436358633994,0.0,0.0,0.05850567266224192,0.013501309075901982,0.0,0.0,0.0,0.0,21.721816296316224,0.009000872717267988
NOWOSĄDECKI,1.0,0.0,15.157504752381971,1.0,3.0,0.0,0.0,0.0,19.15750475238197,1.0,0.0,0.0,0.0,0.0,77.0512666333369,5.0
NOWOTARSKI,0.0,0.0,9.878808079751607,1.9757616159503213,2.963642423925482,0.9878808079751606,0.0,0.0,12.842450503677089,2.963642423925482,0.0,0.0,0.0,0.0,19.629509521443232,1.9757616159503213
TARNOWSKI,1.0,0.0,9.119637118128221,0.0,6.0,0.0,1.0,0.0,17.11963711812822,0.0,0.0,0.0,0.0,0.0,40.91872991344878,0.0
WADOWICKI,0.0,0.0,5.752063391534994,0.5403626305999737,0.022856266998616027,0.007618755666205342,0.0,0.0,5.7749196585336104,0.547981386266179,0.0,0.0,1.0,0.0,22.989244164220075,0.015237511332410685
ŻYWIECKI,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,21.61445791195716,0.0
DĘBICKI,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.784699807077363,0.0
BIALSKI (BIAŁA PODLASKA),0.0,0.0,4.525692203586609,0.0,0.0,0.0,0.0,0.0,4.525692203586609,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIŁGORAJSKI,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEŁMSKI,0.0,0.0,25.0,4.0,1.0,0.0,0.0,0.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
GARWOLIŃSKI,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HRUBIESZOWSKI,0.0,0.0,11.991758930584242,0.0,0.00539710135168214,0.0,0.0,0.0,11.997156031935925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JANOWSKI,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRASNOSTAWSKI,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
LUBARTOWSKI,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUBELSKI,0.0,0.0,9.84369999723923,0.9843699997239231,10.828069996963155,0.9843699997239231,0.0,0.0,20.671769994202386,1.9687399994478463,0.0,0.0,0.0,0.0,0.0,0.0
ŁUKOWSKI,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUŁAWSKI,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RADZYŃSKI,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
SIEDLECKI,0.0,0.0,5.458368780849552,0.9968121968936565,0.9968121968936565,0.9968121968936565,0.0,0.0,6.455180977743209,1.993624393787313,0.0,0.0,0.0,0.0,0.0,0.0
SOKOŁOWSKI,0.0,0.0,2.015939015531717,0.0031878031063434006,0.0031878031063434006,0.0031878031063434006,0.0,0.0,2.0191268186380604,0.006375606212686801,0.0,0.0,0.0,0.0,0.0,0.0
TOMASZOWSKI,0.0,0.0,1.996401932432212,0.0,2.994602898648318,0.0,0.0,0.0,4.99100483108053,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WĘGROWSKI,0.0,0.0,0.9999999999680437,0.0,0.9999999999680437,0.0,0.0,0.0,1.9999999999360873,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WŁODAWSKI,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
ZAMOJSKI,0.0,0.0,17.011839136983546,0.0,0.0,0.0,0.0,0.0,17.011839136983546,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUBLIN (MIASTO),0.0,0.0,0.1563000027607689,0.015630000276076892,0.1719300030368458,0.015630000276076892,0.0,0.0,0.32823000579761474,0.031260000552153784,0.0,0.0,0.0,0.0,0.0,0.0
BÓBRECKI,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
BRZOZOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
DOBROMILSKI,0.0,0.0,0.3040087679018121,0.0,2.1076699580909908e-16,1.0538349790454954e-16,0.0,0.0,0.3040087679018123,1.0538349790454954e-16,0.0,0.0,70.0,0.0,17.04008767901812,1.0538349790454954e-16
DROHOBYCKI,0.0,0.0,5.045027295962178,0.0,2.090054591924355,0.045027295962177694,0.0,0.0,7.135081887886533,0.045027295962177694,0.0,0.0,0.0,0.0,126.53092806271404,0.045027295962177694
GRÓDECKI,0.0,0.0,2.047356339359429e-09,0.0,0.0,2.047356339359429e-09,0.0,0.0,2.047356339359429e-09,2.047356339359429e-09,0.0,0.0,0.0,0.0,9.00000001126046,1.0000000020473563
JAROSŁAWSKI,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,17.0,0.0
JAWOROWSKI,0.0,0.0,1.9339759333158597,0.0,0.0001849029988175896,1.9332979556535286,0.0,0.0,1.9341608363146774,1.9332979556535286,0.0,0.0,0.0,0.0,10.634063271088495,1.9332979556535286
KOLBUSZOWSKI,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
KROŚNIEŃSKI,0.0,0.0,3.4106778534701654,0.0,1.0,0.0,0.0,0.0,4.410677853470165,0.0,0.0,0.0,0.0,0.0,110.40863764779944,4.0
LESKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0
LWOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0
LWÓW (MIASTO),0.0,0.0,121.0,9.0,9.0,1.0,16.0,0.0,146.0,10.0,0.0,0.0,0.0,0.0,518.0,26.0
ŁAŃCUCKI,0.0,0.0,2.0804085301149597e-16,1.3869390200766399e-17,2.7738780401532798e-17,0.0,0.0,0.0,2.3577963341302877e-16,1.3869390200766399e-17,0.0,0.0,0.0,0.0,29.0,0.0
MOŚCISKI,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NIŻAŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0
PRZEMYSKI,0.0,0.0,10.0,3.0,6.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,3.0,0.0,91.0,1.0
PRZEWORSKI,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,27.0,2.0
RAWSKI (RAWA RUSKA),0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0
RUDECKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
RZESZOWSKI,0.0,0.0,30.589322146529835,2.0,4.0,0.0,0.0,0.0,34.58932214652983,2.0,0.0,0.0,0.0,0.0,82.59136235220058,0.0
SAMBORSKI,0.0,0.0,1.6509639361360102,0.0,1.9099454080756444,0.9549727040378222,0.0,0.0,3.5609093442116544,0.9549727040378222,0.0,0.0,0.0,0.0,39.42898425826783,0.9549727040378222
SANOCKI,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,52.0,0.0
SOKALSKI,0.0,0.0,6.9449396138495425,0.0,0.9921342305499347,0.0,0.0,0.0,7.937073844399477,0.0,0.0,0.0,0.0,0.0,30.756161147047976,0.0
TARNOBRZESKI,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0
ŻÓŁKIEWSKI,0.0,0.0,0.9999999999936219,0.0,0.9999999999936219,0.0,0.0,0.0,1.9999999999872438,0.0,0.0,0.0,0.0,0.0,6.999999999955353,0.0
LUBACZOWSKI,0.0,0.0,11.066024064636784,0.0,2.999815097001182,0.06670204229911511,0.0,0.0,14.065839161637966,0.06670204229911511,0.0,0.0,0.0,0.0,15.365936717651044,0.06670204229911511
TURCZAŃSKI,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0
BRZEZIŃSKI,0.0,0.0,14.0,0.0,1.0,0.0,8.0,3.0,23.0,3.0,0.0,0.0,0.0,0.0,37.0,0.0
ŁASKI,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŁĘCZYCKI,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŁÓDZKI,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ŁÓDŹ (MIASTO),0.0,0.0,95.0,9.0,20.0,1.0,0.0,0.0,115.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
PIOTRKOWSKI,0.0,0.0,1.0000000004550278,0.0,0.0,0.0,0.0,0.0,1.0000000004550278,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RADOMSZCZAŃSKI,0.0,0.0,5.999999999544972,0.0,0.0,0.0,0.0,0.0,5.999999999544972,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIERADZKI,0.0,0.0,4.082100201662697,0.019851385493009042,3.017107630222003,0.0,0.029777078239513564,0.0,7.128984910124212,0.019851385493009042,0.0,0.0,0.0,0.0,0.3275478606346492,0.004962846373252261
WIELUŃSKI,1.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
POŁUDNIOWO-WARSZAWSKI,0.0,0.0,97.31314255315786,4.179092011485307,14.925328612447524,1.194026288995802,40.596893825857265,10.447730028713268,152.83536499146265,15.820848329194376,0.0,0.0,0.0,0.0,720.5948654089665,0.0
PÓŁNOCNO-WARSZAWSKI,0.0,0.0,93.95645245169447,4.03493967583964,14.410498842284428,1.1528399073827542,39.196556851013646,10.087349189599099,147.56350814499254,15.275128772821493,0.0,0.0,0.0,0.0,695.7388841054922,0.0
PRASKO-WARSZAWSKI,0.0,0.0,108.1694475468045,4.645313698329028,16.590406065460815,1.327232485236865,45.125904498053416,11.61328424582257,169.88575811031873,17.585830429388462,0.0,0.0,0.0,0.0,800.9848048404481,0.0
ŚRÓDMIEJSKO-WARSZAWSKI,0.0,0.0,26.560957448343157,1.140654614346025,4.073766479807232,0.3259013183845786,11.080644825075671,2.8516365358650626,41.71536875322606,4.318192468595666,0.0,0.0,0.0,0.0,196.68144564509316,0.0
BARANOWICKI,0.0,0.0,10.327667976197286,2.9988426839811932,2.828042696637401,0.49728854438996317,0.9996142279937311,0.0,14.155324900828418,3.4961312283711563,0.0,0.0,0.0,0.0,68.58141036474181,4.998071139968656
LIDZKI,2.785951695688227,1.1143806782752907,0.06448835298472402,0.0,0.0,0.0,0.0,0.0,2.850440048672951,1.1143806782752907,0.0,0.0,0.0,0.0,33.04189972688136,0.0
NIEŚWIESKI,0.0,0.0,6.3940377497917975,1.5985094374479494,0.0,0.0,0.0,0.0,6.3940377497917975,1.5985094374479494,0.0,0.0,0.0,0.0,69.5351605289858,30.371679311511038
NOWOGRÓDZKI,0.0,0.0,13.888689409915742,0.0006235873345160295,0.8910262102365033,0.500768949930143,0.0,0.0,14.779715620152244,0.501392537264659,0.0,0.0,0.0,0.0,46.82937880830334,0.18108204041459908
SŁONIMSKI,0.0,0.0,1.3628339839630617,0.0,3.407084959907654,2.0442509759445926,0.0,0.0,4.7699189438707155,2.0442509759445926,0.0,0.0,0.0,0.0,47.69918943870716,0.0
STOŁPECKI,0.4636629504588778,0.0,4.607810546429209,0.4020242912363413,2.805801112696914,1.2441184898673772,0.0003857720062689627,0.0,7.877660381591269,1.6461427811037186,0.0,0.0,0.0,0.0,59.40737129276333,12.13121239817513
WOŁOŻYŃSKI,0.3857615326482799,0.0,6.457529715362222e-11,0.0,0.3857615326482799,0.3857615326482799,0.0,0.0,0.7715230653611351,0.3857615326482799,0.0,0.0,0.0,0.0,16.20198437139565,1.1572845979448396
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),1.7830339390282761,0.7132135756113105,0.04255442207719359,0.01418480735906453,0.04255442207719359,0.0,0.0,0.0,1.8681427831826634,0.7273983829703751,0.0,0.0,0.0,0.0,21.03980048053366,0.0
BRZESKI (BRZEŚĆ N.BUG.),0.0,0.0,1.9999999952699576,0.0,6.999999983332427,0.9999999976189181,0.0,0.0,8.999999978602384,0.9999999976189181,0.0,0.0,0.0,0.9999999976189181,62.99999984999184,4.999999988094591
DROHICKI,0.0,0.0,0.0,0.0,3.991663858035495,0.0,0.0,0.0,3.991663858035495,0.0,0.0,0.0,0.0,0.0,15.96665543214198,0.0
KOBRYŃSKI,0.0,0.0,0.4052535290478892,0.0,5.418387343683227,0.2026267645239446,0.0,0.0,5.823640872731116,0.2026267645239446,0.0,0.0,0.0,0.2026267645239446,28.76548613307097,1.0131338226197228
KOSZYRSKI,0.0,0.0,1.5947464757142744,0.0,5.581612664999961,0.7973732378571372,0.0,0.0,7.176359140714235,0.7973732378571372,0.0,0.0,0.0,0.7973732378571372,50.234513984999644,3.986866189285686
ŁUNINIECKI,0.0,0.0,8.15596994024122,2.03342213005169,4.06684426010338,0.011140710017230111,0.0,0.0,12.222814200344603,2.0445628400689206,0.0,0.0,0.0,0.0,22.345362010534135,2.077984970120611
PIŃSKI,0.0,0.0,13.844030059758778,2.9665778699483094,5.941491881861124,0.9888592899827698,0.0,0.0,19.7855219416199,3.9554371599310794,0.0,0.0,0.0,0.0,30.687982557323885,6.922015029879389
PRUŻAŃSKI,0.0,0.0,4.0,2.0,1.000000007984385,0.0,0.0,0.0,4.000000007984385,2.0,0.0,0.0,0.0,0.0,27.00000003193754,2.0
STOLIŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IWACEWICKI,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,27.0,2.0
BRODNICKI,0.0,0.0,12.600260611692732,3.0912346936167645,14.101805183615193,0.048952733623046966,3.32378547358221,0.06342293999057605,30.025851268890136,3.2036103672303873,0.0,0.0,0.0,0.0,15.655052293317926,1.0211409799968587
CHEŁMIŃSKI,0.0,0.0,0.5379395505645307,1.501880783800662,2.161769227587276,0.3040527894495173,1.080884613793638,1.572046812135166,3.780593391945445,3.377980385385346,0.0,0.0,0.0,0.0,12.310726921737043,0.0
CHOJNICKI,0.0001899878593476985,0.0,27.672350676419065,3.9688680113988895,6.951259078851937,0.9870469075238846,9.940163631020742,0.027573841737801315,44.56396337415109,4.983488760660576,0.0,0.0,0.0,0.0,25.695353145983145,0.000379975718695397
GRUDZIĄDZ (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRUDZIĄDZKI,0.0,0.0,28.693455790045547,3.9577180400062826,4.947147550007854,0.0,25.725167260040838,5.936577060009424,59.36577060009424,9.894295100015707,0.0,0.0,0.0,0.0,99.93238051015864,1.9788590200031413
KARTUSKI,0.9780294759753552,0.0,2.9340884279260653,0.9780294759753552,1.9560589519507103,0.0,0.9780294759753552,0.0,6.846206331827486,0.9780294759753552,0.0,0.0,0.0,0.0,24.45073689938388,0.0
KOŚCIERSKI,0.9839588477844333,0.0,2.951927723657097,0.02197783549661591,2.929918814404604,1.827867992750983e-06,3.869942097743726,0.0,10.73574748358986,0.02197966336460866,0.0,0.0,0.0,0.0,23.637030395418854,1.9239766475195768
LUBAWSKI,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
SĘPOLEŃSKI,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0
STAROGARDZKI,0.037821688380863944,0.0,6.248906883653767,3.4239147303836983,7.389197825749665,0.6418549497595151,11.613397322312567,4.400329458101876,25.289323720096863,8.46609913824509,0.0,0.0,0.0,0.0,6.033363988238987,0.07564337676172789
ŚWIECKI,0.0,0.0,7.629734570584664,1.2527666896663205,14.498973916499747,2.3286998521984312,0.9188679931430156,1.2261861315999496,23.047576480227427,4.807652673464702,0.0,0.0,0.0,0.0,50.67217163478692,0.0
TCZEWSKI,2.0,0.0,19.31187969539347,2.3247518781573877,10.974255634472165,1.987127817236082,48.63663157355086,12.324751878157388,80.92276690341649,16.636631573550858,0.0,0.0,0.0,0.0,17.31187969539347,0.0
TORUŃ (MIASTO),0.0,0.0,0.46990782677387866,0.46990782677387866,0.20430775077125157,0.2656000760026271,0.10215387538562579,0.5312001520052542,0.776369452930756,1.2667080547817597,0.0,0.0,0.0,0.0,1.4914465806301367,0.0
TORUŃSKI,0.0,0.0,21.99215262266159,22.028211389425458,9.63392302164147,12.430347134547855,4.816961510820735,24.89675303585958,36.4430371551238,59.35531155983289,0.0,0.0,0.0,0.0,70.19782649763282,0.0
TUCHOLSKI,0.0,0.0,6.251112022365876,1.0296913789217332,2.3003357780711737,0.05526864541409439,2.04296790625374,0.021158690402985843,10.594415706690791,1.1061187147388134,0.0,0.0,0.0,0.0,6.199464240794752,0.0
WĄBRZESKI,0.0,0.0,5.706283598261718,0.951047266376953,0.951047266376953,0.951047266376953,0.951047266376953,0.0,7.608378131015624,1.902094532753906,0.0,0.0,0.0,0.0,11.412567196523437,0.0
MORSKI,0.0,0.0,6.524483170730177,0.9320690243900253,4.786670129468489,0.0,6.524483170730177,0.9320690243900253,17.835636470928844,1.8641380487800505,0.0,0.0,0.0,0.0,10.252759268290278,0.0
GDYNIA (MIASTO),0.0,0.0,0.4755168292698234,0.06793097560997477,0.2133298705315109,0.0,0.4755168292698234,0.06793097560997477,1.1643635290711576,0.13586195121994954,0.0,0.0,0.0,0.0,0.7472407317097225,0.0
BYDGOSKI,0.0,0.0,27.98790098981786,2.998703677480485,6.996975247454465,0.999567892493495,42.981419377220284,20.990925742363395,77.96629561449261,24.989197312337375,0.0,0.0,0.0,0.0,116.94944342173892,0.0
BYDGOSZCZ (MIASTO),0.0,0.0,0.012099010182142805,0.0012963225195153005,0.003024752545535701,0.00043210750650510017,0.018580622779719308,0.009074257636607103,0.033704385507397815,0.010802687662627503,0.0,0.0,0.0,0.0,0.05055657826109672,0.0
