District,Total,1. All types of professional purchasing (total),a. Professional purchasing (agricultural products),b. Professional purchasing (livestock),c. Professional purchasing (plant and animal products),2. Food and colonial goods (exclusively),3. Food products along with non-food items (excluding wine and spirits),"4. Meat, fats, and meat products (exclusively)",5. Catering establishments with and without alcohol,"6. Wine, spirits, and beer (possibly with food and colonial goods)",7. Tobacco monopoly products,8. Textiles,"9. Textiles with clothing, haberdashery, garments, and footwear",10. Ready-made clothing and haberdashery,"11. Garments, garment parts, furs, and fur products",12. Footwear,13. Footwear with leather and shoemaking accessories,14. All types of leather and leather products (excluding footwear),"15. Machinery, tools, and technical goods (excluding agricultural)",16. Building materials and fuels,17. Furniture and all wooden products,"18. Iron, ironware, enameled and aluminum goods (possibly with other goods)","19. Kitchenware, porcelain, faience, glassware, window panes, and mirrors","20. Soap, candles, paints, gasoline, kerosene, mineral oils, lubricants (soap shops)","21. Musical, optical, surgical instruments, photographic equipment and accessories","22. Watchmaking, jewelry, and silver-plated products","23. Electrical equipment, radio equipment, and all lighting accessories",24. Pharmacies,"25. Pharmaceutical warehouses, perfumeries, and cosmetic shops","26. Rubber goods, oilcloth, linoleum, galoshes, tarpaulins, tires, inner tubes, etc.","27. Bookstores, stationery, and paper products (possibly with other goods)","28. Agricultural machinery, tools, and goods",29. Agricultural-commercial syndicates and cooperatives,"30. Banks, exchange offices, and other short- and long-term credit institutions","31. Forwarding, transport, and communication enterprises","32. Other service enterprises (reading rooms, clinics, laundries, bathhouses, garages, dance halls, etc.)","33. Hotels, boarding houses, furnished rooms, lodging houses","34. Theaters, cinemas, and other performances",35. Insurance companies,"36. Offices: commission, trade brokerage, advertising, legal advice, agency, technical, etc.",37. Other enterprises not listed above,38. Cards with no industry/branch specified,ZP. Industrial activities
WOŁKOWYSKI,94.0,0.0,0.0,0.0,0.0,13.0,6.0,0.0,13.0,13.0,1.0,7.0,4.0,1.0,11.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0
WYSOKOMAZOWIECKI,38.0,4.0,4.0,0.0,0.0,2.0,5.0,0.0,8.0,6.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BIAŁYSTOK (MIASTO),238.0,5.0,0.0,0.0,2.0,25.0,5.0,3.0,10.0,9.0,1.0,26.0,4.0,9.0,10.0,4.0,1.0,8.0,5.0,8.0,5.0,3.0,5.0,16.0,2.0,4.0,3.0,6.0,7.0,8.0,7.0,2.0,0.0,2.0,15.0,0.0,1.0,3.0,5.0,6.0,5.0,0.0,13.0
BĘDZIŃSKI,268.0,4.0,1.0,1.0,2.0,37.0,5.0,0.0,26.0,31.0,3.0,27.0,4.0,8.0,8.0,2.0,0.0,1.0,8.0,15.0,4.0,17.0,4.0,6.0,1.0,2.0,4.0,1.0,8.0,0.0,6.0,6.0,0.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,9.0,9.0,7.0
CZĘSTOCHOWSKI,14.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IŁŻECKI,14.781759475270524,0.009833452519126097,0.004916726259563047,0.0,1.413067307316745e-18,2.0590007151147565,0.014750178778689144,0.004916726259563051,9.09833452519126,1.0835843464125718,1.0147501787786892,0.04425053633606743,0.024583631297815236,0.019666905038252195,0.03441708381694133,0.024583631297815246,0.004916726259563047,0.034417083816941335,0.024583631297815243,1.0344170838169413,0.02950035755737828,0.02458363129781524,0.029500357557378287,0.03933381007650438,1.413067307316745e-18,0.0,0.009833452519126094,0.014750178778689145,0.029500357557378287,0.004916726259563049,0.009833452519126094,1.413067307316745e-18,0.0,0.00491672625956305,0.0,1.413067307316745e-18,0.009833452519126096,0.009833452519126097,1.413067307316745e-18,0.009833452519126097,0.019666905038252195,0.004916726259563047,1.0
JĘDRZEJOWSKI,31.026625968181314,2.0011746750668227,1.0011746750668227,1.0,0.0,5.002740908489253,5.003915583556076,0.0,5.005873375334113,1.004698700267291,3.0015662334224302,0.0015662334224303283,0.0003915583556075821,0.0007831167112151642,1.0,0.0,0.0003915583556075821,0.0003915583556075821,2.0,0.0,0.0,2.0003915583556076,1.0,2.0011746750668227,0.0,1.0,0.0,0.0003915583556075821,0.0,0.0,0.0,0.0003915583556075821,0.0,0.0,1.0007831167112151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIELECKI,103.0,2.0,0.0,0.0,1.0,7.0,3.0,3.0,4.0,14.0,4.0,6.0,1.0,4.0,2.0,7.0,0.0,3.0,4.0,4.0,1.0,2.0,4.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,3.0,4.0,0.0,1.0
KONECKI,68.0369301403998,1.0,0.0,0.0,0.0,9.0,4.009232535099949,0.0,11.00923253509995,13.013848802649925,4.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,5.0,1.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.004616267549974778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
KOZIENICKI,12.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIECHOWSKI,67.97337403181868,2.998825324933177,2.998825324933177,0.0,0.0,6.997259091510746,9.996084416443923,0.0,14.994126624665885,11.995301299732708,3.9984337665775693,3.9984337665775693,0.9996084416443923,1.9992168832887847,0.0,0.0,0.9996084416443923,0.9996084416443923,0.0,0.0,0.0,0.9996084416443923,0.0,2.998825324933177,0.0,0.0,0.0,0.9996084416443923,0.0,0.0,0.0,0.9996084416443923,0.0,0.0,1.9992168832887847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLKUSKI,59.0,1.0,0.0,1.0,0.0,5.0,4.0,0.0,22.0,8.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
OPATOWSKI,52.0,1.0,0.0,1.0,0.0,6.0,3.0,0.0,4.0,3.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
OPOCZYŃSKI,7.963069859600202,0.0,0.0,0.0,0.0,0.0,1.9907674649000504,0.0,1.9907674649000504,2.9861511973500754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9953837324500252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIŃCZOWSKI,35.0,1.0,0.0,0.0,1.0,1.0,8.0,0.0,4.0,8.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RADOMSKI,155.3466195755756,1.9540455292525234,0.9770227646262617,0.0,0.0,11.72427317551514,2.931068293878785,0.9770227646262617,19.540455292525234,16.60938699864645,2.931068293878785,8.793204881636356,4.8851138231313085,3.908091058505047,6.839159352383832,4.8851138231313085,0.9770227646262617,6.839159352383832,4.8851138231313085,6.839159352383832,5.86213658775757,4.8851138231313085,5.86213658775757,7.816182117010094,0.0,0.0,1.9540455292525234,2.931068293878785,5.86213658775757,0.9770227646262617,1.9540455292525234,0.0,0.0,0.9770227646262617,0.0,0.0,1.9540455292525234,1.9540455292525234,0.0,1.9540455292525234,3.908091058505047,0.9770227646262617,0.0
SANDOMIERSKI,21.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
STOPNICKI,15.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WŁOSZCZOWSKI,13.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZAWIERCIAŃSKI,67.0,1.0,0.0,0.0,0.0,9.0,2.0,1.0,14.0,17.0,2.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CZĘSTOCHOWA (MIASTO),225.0,8.0,0.0,0.0,5.0,26.0,1.0,4.0,15.0,11.0,3.0,20.0,6.0,15.0,8.0,0.0,1.0,2.0,4.0,12.0,3.0,6.0,8.0,13.0,3.0,3.0,2.0,3.0,11.0,0.0,5.0,2.0,0.0,2.0,7.0,4.0,1.0,2.0,3.0,5.0,2.0,4.0,8.0
SOSNOWIEC,210.0,1.0,1.0,0.0,0.0,22.0,3.0,2.0,8.0,16.0,2.0,19.0,3.0,19.0,15.0,2.0,4.0,2.0,4.0,12.0,6.0,5.0,6.0,4.0,1.0,4.0,3.0,2.0,6.0,1.0,7.0,1.0,0.0,0.0,4.0,1.0,1.0,2.0,2.0,17.0,3.0,0.0,4.0
RADOM (MIASTO),2.8716209491538773,0.036121018228350656,0.018060509114175328,0.0,0.0,0.21672610937010395,0.05418152734252599,0.018060509114175328,0.36121018228350654,0.3070286549409806,0.05418152734252599,0.16254458202757796,0.09030254557087664,0.07224203645670131,0.12642356379922728,0.09030254557087664,0.018060509114175328,0.12642356379922728,0.09030254557087664,0.12642356379922728,0.10836305468505197,0.09030254557087664,0.10836305468505197,0.14448407291340262,0.0,0.0,0.036121018228350656,0.05418152734252599,0.10836305468505197,0.018060509114175328,0.036121018228350656,0.0,0.0,0.018060509114175328,0.0,0.0,0.036121018228350656,0.036121018228350656,0.0,0.036121018228350656,0.07224203645670131,0.018060509114175328,0.0
BIALSKI (BIAŁA KRAKOWSKA),148.09549570636773,6.0,1.0,3.0,0.0,15.899499522929748,1.474874880732437,4.0,54.547747853183864,9.899499522929748,4.424624642197311,9.0,2.0,3.0,2.0,0.0,0.0,0.0,3.949749761464874,2.0,2.0,1.474874880732437,6.0,1.0,1.0,0.0,0.0,1.0,2.474874880732437,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.949749761464874,1.0,3.0,13.42462464219731
BOCHEŃSKI,43.0,3.0,1.0,0.0,2.0,11.0,2.0,1.0,3.0,4.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
BRZESKI (BRZESKO),22.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CHRZANOWSKI,52.0,7.0,2.0,2.0,1.0,13.0,0.0,0.0,8.0,6.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0
DĄBROWSKI,8.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
GORLICKI,13.455717410051053,1.0,0.0,0.0,1.0,2.435715107908172,1.2871430215816344,0.0,2.435715107908172,0.28714302158163435,5.010001151071441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JASIELSKI,19.025500321537727,0.0,0.0,0.0,0.0,1.405100064307545,1.405100064307545,0.0,2.0,1.0,3.81020012861509,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.40510006430754514,0.0,0.0,0.0,1.0,0.0,0.0
KRAKOWSKI,17.924433417773642,0.0,0.0,0.0,0.0,0.98740556962894,0.98740556962894,0.0,7.98740556962894,1.9874055696289399,3.98740556962894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98740556962894,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98740556962894
KRAKÓW (MIASTO),854.0,9.0,3.0,1.0,2.0,69.0,1.0,14.0,49.0,22.0,7.0,77.0,6.0,74.0,26.0,19.0,7.0,22.0,26.0,31.0,19.0,31.0,13.0,13.0,19.0,23.0,11.0,12.0,20.0,9.0,37.0,12.0,0.0,3.0,20.0,12.0,13.0,6.0,18.0,73.0,20.0,11.0,106.0
LIMANOWSKI,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
MIELECKI,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MYŚLENICKI,20.567593863059276,1.0808391126162498,0.0,0.0,0.3602797042054166,1.813992951398143,0.3728741345764766,0.0,8.137349401863142,1.0934335429873097,3.4537132471927268,0.7205594084108332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012594430371060002,0.0,0.0,0.0,0.7205594084108332,1.801398521027083,0.0,0.0,0.3602797042054166,0.0,1.0,1.3728741345764766
NOWOSĄDECKI,105.99876504920958,3.0,0.0,0.0,2.0,18.63125396031831,4.526250792063662,2.0,19.63125396031831,12.526250792063662,8.683755544445635,4.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,9.0,2.0,0.0,0.0,2.0,0.0,7.0
NOWOTARSKI,111.76412836270283,1.4021484904211277,0.0,0.0,0.1340494968070425,11.670247484035212,1.1340494968070425,2.0,18.278841445719724,6.402148490421127,2.53619798722817,3.268098993614085,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.268098993614085,36.670247484035215,2.0,0.0,2.1340494968070427,0.0,2.0,6.134049496807043
TARNOWSKI,97.54551754073937,3.0,1.0,0.0,2.0,12.93303093177352,0.18660618635470366,0.0,11.93303093177352,7.1866061863547035,5.306243304482925,7.0,1.0,3.0,4.0,1.0,1.0,0.0,3.0,8.0,0.0,5.0,3.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,5.0
WADOWICKI,56.333734524929476,0.9369230393928285,0.0,0.0,0.3123076797976095,5.6620388760583,0.8374327990651724,0.0,22.761482703375496,6.037423516463081,3.8246060769931267,0.624615359595219,1.0,0.0,0.0,0.0,0.0,0.0,2.050250238535126,3.0,1.0,1.525125119267563,0.0,0.0,0.0,0.0,0.0,0.0,0.525125119267563,0.0,0.0,1.0,0.0,0.0,0.0,1.6246153595952189,1.5615383989880474,1.0,0.0,1.3625579183327354,0.0,0.0,4.887683037600299
ŻYWIECKI,60.31461412516705,0.580089357569794,0.0,0.0,0.19336311918993132,8.966815595949656,2.1933631191899314,0.0,22.28717302622883,7.580089357569794,3.7734524767597253,0.38672623837986264,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.38672623837986264,0.9668155959496566,1.0,0.0,0.19336311918993132,0.0,0.0,3.1933631191899314
DĘBICKI,24.974499678462273,5.0,0.0,1.0,4.0,4.594899935692455,3.594899935692455,2.0,2.0,0.0,6.18979987138491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5948999356924548,0.0,0.0,0.0,0.0,0.0,2.0
BIALSKI (BIAŁA PODLASKA),60.03953627558801,0.999999999992308,0.999999999992308,0.0,0.0,9.051384407173218,1.525692203609685,0.0,14.154153221619652,13.154153221627343,2.051384407227062,4.051384407211678,0.0,0.0,0.0,0.0,0.0,0.0,1.999999999984616,2.9999999999769242,0.999999999992308,0.999999999992308,0.0,3.999999999969232,0.999999999992308,0.999999999992308,0.0,0.0,0.0,0.0,0.0,0.999999999992308,0.525692203617377,0.0,0.525692203617377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIŁGORAJSKI,16.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEŁMSKI,94.0,4.0,3.0,0.0,1.0,5.0,7.0,0.0,12.0,19.0,1.0,7.0,1.0,3.0,7.0,1.0,0.0,0.0,1.0,3.0,1.0,4.0,2.0,4.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
GARWOLIŃSKI,49.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,17.0,13.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
HRUBIESZOWSKI,38.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,3.0,13.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
JANOWSKI,41.0,3.0,1.0,1.0,0.0,4.0,1.0,0.0,10.0,13.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
KRASNOSTAWSKI,40.0,3.0,2.0,0.0,1.0,2.0,3.0,0.0,8.0,8.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
LUBARTOWSKI,6.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
