District,Pszenica,Żyto,Jęczmień,Owies,Ziemniaki
AUGUSTOWSKI,3010.0,16018.0,3361.0,11959.0,9883.0
BIAŁOSTOCKI,4402.0,35078.0,5851.0,16295.0,18331.0
BIELSKI (BIELSK PODLASKI),13273.0,57790.0,5621.0,21263.0,30008.0
GRODZIEŃSKI,9038.0,55883.0,10852.0,22902.0,24971.0
ŁOMŻYŃSKI,11070.0,57675.0,4469.0,17383.0,26522.0
OSTROŁĘCKI,4217.0,35880.0,1579.0,6256.0,14639.0
OSTROWSKI (OSTRÓW MAZOWIECKA),5864.0,26178.0,2272.0,6806.0,11397.0
SOKÓLSKI,3725.0,36392.0,4924.0,19508.0,14645.0
SUWALSKI,3778.0,28476.0,5410.0,25359.0,11567.0
SZCZUCZYŃSKI (WOJ. BIAŁOSTOCKIE),3884.0,21102.0,3564.0,7788.0,10642.0
WOŁKOWYSKI,6934.0,67077.0,11604.0,28217.0,25393.0
WYSOKOMAZOWIECKI,8184.0,24884.0,3666.0,9473.0,11408.0
BIAŁYSTOK (MIASTO),0.0,0.0,0.0,0.0,0.0
BĘDZIŃSKI,562.0,10340.0,943.0,1946.0,6776.0
CZĘSTOCHOWSKI,1974.0,49994.0,2440.0,7993.0,21945.0
IŁŻECKI,5592.0,37055.0,13025.0,19038.0,17502.0
JĘDRZEJOWSKI,13754.0,24025.0,7377.0,8398.0,14583.0
KIELECKI,4873.0,32308.0,5110.0,9135.0,21260.0
KONECKI,1419.0,30575.0,2282.0,5659.0,20877.0
KOZIENICKI,4539.0,38196.0,8449.0,12909.0,15510.0
MIECHOWSKI,19408.0,20943.0,7725.0,14595.0,14033.0
OLKUSKI,1505.0,26310.0,5344.0,9040.0,18316.0
OPATOWSKI,13249.0,26809.0,11180.0,20413.0,16583.0
OPOCZYŃSKI,2994.0,46722.0,4160.0,11561.0,20258.0
PIŃCZOWSKI,14166.0,18393.0,7922.0,8496.0,10705.0
RADOMSKI,6373.0,57261.0,9376.0,17813.0,24728.0
SANDOMIERSKI,10816.0,17664.0,7968.0,10534.0,11676.0
STOPNICKI,13252.0,31771.0,7816.0,12123.0,18453.0
WŁOSZCZOWSKI,8237.0,23528.0,2454.0,5338.0,13982.0
ZAWIERCIAŃSKI,1574.0,20508.0,2180.0,3432.0,11318.0
CZĘSTOCHOWA (MIASTO),0.0,0.0,0.0,0.0,0.0
SOSNOWIEC,0.0,0.0,0.0,0.0,0.0
RADOM (MIASTO),0.0,0.0,0.0,0.0,0.0
BIALSKI (BIAŁA KRAKOWSKA),1043.0,8064.0,758.0,7351.0,7590.0
BOCHEŃSKI,7948.0,10767.0,3093.0,6990.0,7889.0
BRZESKI (BRZESKO),8236.0,13129.0,4190.0,7780.0,11120.0
CHRZANOWSKI,1363.0,12101.0,831.0,4067.0,8913.0
DĄBROWSKI,9038.0,11703.0,3295.0,5786.0,6830.0
GORLICKI,5818.0,9595.0,4843.0,12334.0,8777.0
JASIELSKI,9461.0,12299.0,4543.0,8517.0,10932.0
KRAKOWSKI,9788.0,16638.0,2457.0,10470.0,11178.0
KRAKÓW (MIASTO),0.0,0.0,0.0,0.0,0.0
LIMANOWSKI,6015.0,6575.0,4093.0,10029.0,8202.0
MIELECKI,7593.0,13463.0,2827.0,7610.0,10448.0
MYŚLENICKI,6255.0,9667.0,9244.0,12456.0,10352.0
NOWOSĄDECKI,7332.0,12340.0,9149.0,19070.0,12296.0
NOWOTARSKI,209.0,4637.0,8542.0,32041.0,15309.0
TARNOWSKI,8357.0,13516.0,2401.0,8517.0,9924.0
WADOWICKI,6117.0,13167.0,1464.0,13349.0,12636.0
ŻYWIECKI,967.0,5637.0,2214.0,13447.0,11664.0
DĘBICKI,9669.0,20600.0,4177.0,8594.0,13754.0
BIALSKI (BIAŁA PODLASKA),7173.0,39095.0,3236.0,16427.0,20052.0
BIŁGORAJSKI,5053.0,21349.0,4696.0,10847.0,10146.0
CHEŁMSKI,17400.0,32807.0,10086.0,10736.0,17201.0
GARWOLIŃSKI,5198.0,39588.0,8352.0,13701.0,20290.0
HRUBIESZOWSKI,25787.0,17944.0,10360.0,13435.0,11949.0
JANOWSKI,12205.0,28669.0,10114.0,17217.0,15586.0
KRASNOSTAWSKI,23165.0,21165.0,9414.0,11510.0,13286.0
LUBARTOWSKI,5362.0,33802.0,3247.0,8292.0,15067.0
LUBELSKI,26293.0,33605.0,12815.0,17066.0,19988.0
ŁUKOWSKI,4442.0,43441.0,2912.0,14560.0,19375.0
PUŁAWSKI,8822.0,28552.0,10485.0,9788.0,15453.0
RADZYŃSKI,8213.0,25562.0,1729.0,13725.0,14981.0
SIEDLECKI,8777.0,41640.0,2971.0,16672.0,21234.0
SOKOŁOWSKI,7536.0,24300.0,3182.0,8426.0,15233.0
TOMASZOWSKI,16910.0,17083.0,8722.0,10528.0,10554.0
WĘGROWSKI,5044.0,23192.0,2295.0,7966.0,13779.0
WŁODAWSKI,7462.0,36194.0,3252.0,13029.0,15286.0
ZAMOJSKI,18432.0,18032.0,8545.0,11813.0,12382.0
LUBLIN (MIASTO),0.0,0.0,0.0,0.0,0.0
BÓBRECKI,10861.0,7686.0,2878.0,6374.0,8652.0
BRZOZOWSKI,6479.0,10060.0,3966.0,5953.0,6336.0
DOBROMILSKI,6568.0,9106.0,1887.0,8444.0,6607.0
DROHOBYCKI,4501.0,10312.0,3033.0,10410.0,10443.0
GRÓDECKI,6190.0,10013.0,3305.0,6752.0,6992.0
JAROSŁAWSKI,11605.0,23247.0,5322.0,9674.0,10662.0
JAWOROWSKI,3862.0,15326.0,2845.0,8671.0,8728.0
KOLBUSZOWSKI,2910.0,16165.0,3214.0,4976.0,9064.0
KROŚNIEŃSKI,7679.0,11784.0,4287.0,7484.0,8618.0
LESKI,3041.0,10603.0,2400.0,25159.0,11180.0
LWOWSKI,13172.0,14355.0,3489.0,11702.0,11872.0
LWÓW (MIASTO),0.0,0.0,0.0,0.0,0.0
ŁAŃCUCKI,8218.0,18410.0,4103.0,8388.0,8374.0
MOŚCISKI,8502.0,14105.0,2546.0,5666.0,8098.0
NIŻAŃSKI,4028.0,12605.0,2017.0,3997.0,8540.0
PRZEMYSKI,13482.0,15529.0,3134.0,7080.0,9245.0
PRZEWORSKI,6199.0,8102.0,1063.0,3763.0,3729.0
RAWSKI (RAWA RUSKA),13165.0,16422.0,7008.0,7966.0,11576.0
RUDECKI,6372.0,7237.0,2455.0,4739.0,7835.0
RZESZOWSKI,14730.0,20750.0,6470.0,10124.0,11149.0
SAMBORSKI,9533.0,15487.0,4822.0,8846.0,11563.0
SANOCKI,8822.0,12263.0,4784.0,12199.0,10174.0
SOKALSKI,19928.0,12995.0,6088.0,8907.0,11527.0
TARNOBRZESKI,3282.0,11122.0,3486.0,4552.0,8955.0
ŻÓŁKIEWSKI,9884.0,11721.0,3098.0,6348.0,8379.0
LUBACZOWSKI,5875.0,13614.0,2969.0,9145.0,8438.0
TURCZAŃSKI,672.0,6851.0,1266.0,33152.0,9057.0
BRZEZIŃSKI,2572.0,34343.0,1083.0,8421.0,15041.0
ŁASKI,3088.0,40716.0,1105.0,7541.0,15925.0
ŁĘCZYCKI,9823.0,35311.0,2920.0,8337.0,15412.0
ŁÓDZKI,1153.0,26553.0,634.0,6410.0,12464.0
ŁÓDŹ (MIASTO),0.0,0.0,0.0,0.0,0.0
PIOTRKOWSKI,4348.0,56916.0,2733.0,11661.0,22653.0
RADOMSZCZAŃSKI,3876.0,54346.0,3916.0,9093.0,24876.0
SIERADZKI,4278.0,50968.0,1309.0,10219.0,19426.0
WIELUŃSKI,2420.0,36419.0,1443.0,10405.0,22558.0
POŁUDNIOWO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0
PÓŁNOCNO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0
PRASKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0
ŚRÓDMIEJSKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0
BARANOWICKI,3815.0,42142.0,8035.0,18070.0,19893.0
BRASŁAWSKI,5497.0,37183.0,5955.0,19992.0,14666.0
LIDZKI,1487.0,54897.0,12081.0,22522.0,18063.0
NIEŚWIESKI,4638.0,29893.0,7365.0,16661.0,18230.0
NOWOGRÓDZKI,6219.0,36556.0,8703.0,20324.0,16882.0
SŁONIMSKI,3842.0,41995.0,5963.0,13952.0,16467.0
STOŁPECKI,3032.0,29697.0,6069.0,12828.0,14068.0
WOŁOŻYŃSKI,1534.0,25517.0,8328.0,13171.0,12224.0
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),1583.0,24796.0,6519.0,10687.0,9122.0
BRZESKI (BRZEŚĆ N.BUG.),9403.0,59260.0,9074.0,20433.0,32382.0
DROHICKI,2626.0,21748.0,3596.0,10755.0,12481.0
KOBRYŃSKI,4940.0,35497.0,4543.0,9646.0,17177.0
KOSZYRSKI,696.0,26888.0,3381.0,7404.0,12671.0
ŁUNINIECKI,487.0,18615.0,1578.0,4513.0,11854.0
PIŃSKI,1313.0,45236.0,3715.0,14663.0,20089.0
PRUŻAŃSKI,3298.0,34631.0,5153.0,13606.0,17590.0
STOLIŃSKI,1427.0,25483.0,2227.0,5904.0,12884.0
IWACEWICKI,925.0,23374.0,3146.0,9346.0,11779.0
BRODNICKI,2768.0,18484.0,5863.0,2688.0,8972.0
CHEŁMIŃSKI,7227.0,10557.0,6510.0,2481.0,5988.0
CHOJNICKI,703.0,28284.0,2381.0,5416.0,11246.0
