District,Pszenica,Żyto,Jęczmień,Owies,Ziemniaki,Buraki Cukrowe
AUGUSTOWSKI,30725.0,173227.0,37480.0,152079.0,910705.0,0.0
BIAŁOSTOCKI,35228.0,362994.0,38960.0,142142.0,1140186.0,0.0
BIELSKI (BIELSK PODLASKI),103710.0,510034.0,70917.0,186060.0,1511626.0,0.0
GRODZIEŃSKI,56457.718858956214,535401.5917665804,78128.92006568101,135467.34796295688,2550912.6656756937,0.0
ŁOMŻYŃSKI,114981.5496028805,625357.3994473915,34243.66040614511,142018.1321444911,2589795.740883497,22572.0
OSTROŁĘCKI,90286.4503971195,508150.6005526085,33787.33959385489,100923.8678555089,1758449.259116503,20373.0
OSTROWSKI (OSTRÓW MAZOWIECKA),58950.0,311233.0,18616.0,55590.0,1099107.0,12186.0
SOKÓLSKI,25765.0,392282.0,44940.0,137890.0,1220723.0,0.0
SUWALSKI,28738.0,275724.0,36269.0,269505.0,818629.0,0.0
SZCZUCZYŃSKI (WOJ. BIAŁOSTOCKIE),59462.0,260162.0,29881.0,91662.0,1052737.0,0.0
WOŁKOWYSKI,42327.0,540900.0,84919.0,131141.0,2230286.0,0.0
WYSOKOMAZOWIECKI,91457.0,301598.0,40336.0,92760.0,1279241.0,16791.0
BIAŁYSTOK (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
BĘDZIŃSKI,7776.0,114408.0,15807.0,14212.0,594576.0,0.0
CZĘSTOCHOWSKI,18011.0,517951.0,21161.0,64347.0,2247101.0,8650.0
IŁŻECKI,69683.36271738553,438506.3287783509,146643.30247305878,207754.18816670598,1718880.0737915512,28296.935568411332
JĘDRZEJOWSKI,217714.5260667661,347021.91660176363,110332.19877335058,119639.94192875702,1862547.6088688718,70.80628056123028
KIELECKI,64426.0,298425.0,52891.0,66634.0,2296402.0,13824.0
KONECKI,20705.23410677631,271394.2132909841,27957.276767655654,69200.01859717532,1630012.268508775,0.0
KOZIENICKI,48973.0,488500.0,111820.0,141312.0,1749574.0,69506.0
MIECHOWSKI,363854.4739332339,349534.0833982363,166445.8012266494,216848.05807124297,2023449.391131128,180761.19371943874
OLKUSKI,70633.0,296695.0,81703.0,92149.0,1621692.0,0.0
OPATOWSKI,220236.0,352275.0,184184.0,327954.0,2359235.0,310457.0
OPOCZYŃSKI,34981.76589322369,521427.7867090159,43184.723232344346,92075.98140282468,2349294.731491225,0.0
PIŃCZOWSKI,243353.99999180058,303098.9999897876,134420.9999954709,107832.99999636674,1100095.999962934,400259.99998651387
RADOMSKI,51737.739218084804,651648.8184191142,102994.00181591674,154239.5215276984,2317815.7537592356,2570.479644027469
SANDOMIERSKI,156752.0,212787.0,120822.0,131942.0,1428777.0,265987.0
STOPNICKI,147631.00000819942,331801.0000102124,92254.0000045291,108012.00000363326,1850564.000037066,26341.000013486115
WŁOSZCZOWSKI,107834.0,280445.0,31070.0,73391.0,1530245.0,0.0
ZAWIERCIAŃSKI,13720.0,202716.0,20479.0,21477.0,1009144.0,0.0
CZĘSTOCHOWA (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
SOSNOWIEC,0.0,0.0,0.0,0.0,0.0,0.0
RADOM (MIASTO),956.3849902095096,12045.890644675783,1903.8697652239632,2851.1559553152006,42845.40125772684,47.51595617319974
BIALSKI (BIAŁA KRAKOWSKA),22259.66233776038,115168.98658123775,9819.66650314652,95092.44889916487,694331.6071393475,0.0
BOCHEŃSKI,87326.0,114578.0,32276.0,66096.0,653957.0,0.0
BRZESKI (BRZESKO),101734.0,165366.0,48597.0,87681.0,937667.0,0.0
CHRZANOWSKI,14369.0,97865.0,9040.0,34695.0,677729.0,0.0
DĄBROWSKI,80851.0,106831.0,30236.0,51420.0,600672.0,13738.0
GORLICKI,86336.5016563727,110909.96655650293,53158.17335767539,116494.61014727983,806847.1838982778,0.0
JASIELSKI,87470.06196315953,115107.73238743067,41093.333113031455,76863.931558022,839802.0427811849,4320.0
KRAKOWSKI,145325.97082969404,227041.82778580836,37863.06080314622,111688.7059900902,937621.1827179288,23328.0
KRAKÓW (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
LIMANOWSKI,45724.0,54491.0,28380.0,70707.0,585117.0,0.0
MIELECKI,81567.0,133331.0,35634.0,59189.0,674418.0,1224.0
MYŚLENICKI,61899.92727219794,111516.74044682698,25982.188980447525,97097.01682327091,675220.3081482333,0.0
NOWOSĄDECKI,64414.5317405634,108281.67158116233,61179.514923147915,136115.34324600743,975544.637783266,0.0
NOWOTARSKI,3973.223441560769,47897.80350423331,67292.55303006001,234868.38821733222,925606.8280252083,0.0
TARNOWSKI,87859.9666030639,158254.36186233474,45007.311719176694,107245.04660671274,948787.1783184562,20106.0
WADOWICKI,80352.90969003133,196639.7587957948,24662.248440926298,166322.72673030692,1296653.1480670823,13392.0
ŻYWIECKI,15290.306428755524,65905.88288609879,28625.28224227343,112046.71333983485,716865.9259021999,0.0
DĘBICKI,121481.93803684047,217797.26761256933,62585.66688696854,93456.068441978,1378942.957218815,35914.0
BIALSKI (BIAŁA PODLASKA),65069.626658165274,394439.24760245136,33056.082309960206,135847.27942448,1950637.2753855519,103790.52539587431
BIŁGORAJSKI,41891.0,166101.0,48285.0,103631.0,750923.0,2800.0
CHEŁMSKI,221993.0,358128.0,125879.0,96777.0,1235285.0,125090.0
GARWOLIŃSKI,84660.0,567149.0,122856.0,155975.0,1954040.0,6845.0
HRUBIESZOWSKI,372694.6388200979,272970.0853445545,144848.52295377935,229892.42653378838,1035277.5696156969,408985.386268957
JANOWSKI,99688.0,251967.0,118053.0,181984.0,1390570.0,111016.0
KRASNOSTAWSKI,332651.0,280118.0,153671.0,182926.0,1445079.0,117620.0
LUBARTOWSKI,59038.0,382830.0,41059.0,97493.0,1484503.0,46963.0
LUBELSKI,485828.0,567344.0,267348.0,321180.0,2383050.0,702493.0
ŁUKOWSKI,51447.0,514343.0,35441.0,163450.0,2061913.0,1860.0
PUŁAWSKI,124903.0,325457.0,149304.0,136381.0,2046518.0,375823.0
RADZYŃSKI,95077.0,267898.0,25301.0,147493.0,1670373.0,50618.0
SIEDLECKI,62724.37334147228,432196.7523951612,29666.91768984512,139766.72057470068,2462760.724602939,99917.47460383209
SOKOŁOWSKI,79179.0,298891.0,39958.0,104271.0,1736223.0,109366.0
TOMASZOWSKI,213418.3611799021,248621.91465544552,143442.47704622065,163918.57346621162,1415748.4303843032,344778.613731043
WĘGROWSKI,49179.0,285737.0,29950.0,90888.0,1916383.0,14177.0
WŁODAWSKI,65851.0,337287.0,32803.0,96694.0,1319610.0,16041.0
ZAMOJSKI,242744.0,214802.0,144385.0,184931.0,1076988.0,252623.0
LUBLIN (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
BÓBRECKI,124932.0,91855.0,39179.0,70190.0,984926.0,180864.0
BRZOZOWSKI,60308.0,108755.0,42590.0,67932.0,648804.0,11261.0
DOBROMILSKI,54862.286642152976,87826.57248393109,25292.826919468247,107114.33183143279,414919.1189272867,7906.000000000001
DROHOBYCKI,49976.89468158079,124199.0493343907,28491.542034640217,91703.70380762509,1035962.6113875482,316.04659035852524
GRÓDECKI,64580.0,93899.0,32744.0,76971.0,641184.0,20495.0
JAROSŁAWSKI,169583.0,332209.0,70627.0,95926.0,418798.0,420102.0
JAWOROWSKI,52045.8102517766,209609.78827437968,47687.104679842014,107795.95949959336,897133.5060124616,2829.381561408324
KOLBUSZOWSKI,26638.0,166228.0,28930.0,44709.0,637320.0,0.0
KROŚNIEŃSKI,80574.74623725987,137204.81306078855,45244.10820084195,86707.77126961396,825264.3935477758,4256.667217195729
LESKI,19087.0,56220.0,15038.0,140956.0,660470.0,0.0
LWOWSKI,163479.0,177519.0,50842.0,153166.0,1250921.0,74974.0
LWÓW (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
ŁAŃCUCKI,73758.0,145524.0,57444.0,65171.0,624011.0,88793.0
MOŚCISKI,84833.0,153283.0,42453.0,64302.0,803752.0,13547.0
NIŻAŃSKI,29108.0,90792.0,24385.0,29947.0,465767.0,5201.0
PRZEMYSKI,158470.0,186346.0,57371.0,92884.0,1086237.0,131637.0
PRZEWORSKI,72730.0,103004.0,19829.0,46337.0,426922.0,365557.0
RAWSKI (RAWA RUSKA),147994.0,195291.0,89105.0,95099.0,896972.0,42302.0
RUDECKI,84834.0,96650.0,55481.0,54960.0,829007.0,36173.0
RZESZOWSKI,145025.25376274012,231754.18693921145,63648.89179915805,98822.22873038604,989427.6064522242,32775.33278280427
SAMBORSKI,102183.81867626624,187239.3781816782,56728.63104589153,99289.9643609421,1328843.269685165,6702.953409641474
SANOCKI,67379.0,113938.0,48567.0,106035.0,893698.0,14457.0
SOKALSKI,237356.20904830526,163210.04946238647,117144.26500372244,117641.32425322795,1127580.3957046117,178701.23333819312
TARNOBRZESKI,33727.0,90995.0,39282.0,40093.0,606206.0,39827.0
ŻÓŁKIEWSKI,100957.0,130746.0,43605.0,71711.0,646737.0,2115.0
LUBACZOWSKI,56348.1897482234,143352.21172562032,39130.895320157986,83732.04050040664,801375.4939875384,97.61843859167563
TURCZAŃSKI,2946.0,24800.0,6391.0,249407.0,286524.0,0.0
BRZEZIŃSKI,40970.0,462904.0,10435.0,77839.0,1910878.0,4397.0
ŁASKI,37939.0,588560.0,25593.0,93404.0,2092793.0,15181.0
ŁĘCZYCKI,149836.0,480747.0,42417.0,88552.0,1939404.0,572252.0
ŁÓDZKI,13213.0,313735.0,6819.0,50043.0,1467160.0,0.0
ŁÓDŹ (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
PIOTRKOWSKI,73245.0,700771.0,30713.0,105431.0,2774517.0,18830.0
RADOMSZCZAŃSKI,52447.0,686676.0,49236.0,82629.0,3235745.0,8500.0
SIERADZKI,70382.87971134279,791577.3225405584,23183.271543670176,134779.61341351,2743391.9797510114,94139.17491168197
WIELUŃSKI,41232.0,713892.0,22388.0,151030.0,2719355.0,99790.0
POŁUDNIOWO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0
PÓŁNOCNO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0
PRASKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0
ŚRÓDMIEJSKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0
BARANOWICKI,39680.0,309694.0,72229.0,156872.0,1579256.0,0.0
BRASŁAWSKI,29765.0,355865.0,79278.0,138501.0,759753.0,0.0
LIDZKI,7744.0,538172.0,121310.0,192146.0,2027799.0,0.0
NIEŚWIESKI,40656.0,349903.0,39325.0,148242.0,1551263.0,0.0
NOWOGRÓDZKI,83612.126157715,457340.7329698425,113620.4260763361,233945.5616637402,1940896.257790884,0.0
SŁONIMSKI,23425.0,337631.0,31454.0,88775.0,1015392.0,0.0
STOŁPECKI,18591.873842284996,341780.26703015756,41998.57392366391,111048.4383362598,1190860.742209116,0.0
WOŁOŻYŃSKI,12824.0,217470.0,73406.0,115333.0,1278009.0,0.0
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),4953.2811410437835,231765.40823341964,46964.079934318994,64770.65203704312,1124880.3343243063,0.0
BRZESKI (BRZEŚĆ N.BUG.),64553.000000362445,598353.0000023876,75271.00000019468,121318.00000081932,2347968.000011509,2720.000000293616
DROHICKI,20916.0,764029.0,30509.0,68618.0,1112657.0,0.0
KOBRYŃSKI,26013.0,337129.0,32190.0,69253.0,1081532.0,4590.0
KOSZYRSKI,6018.0,171948.0,28010.0,51804.0,814910.0,0.0
ŁUNINIECKI,7290.296399880604,153573.67324650363,19727.160252485803,28952.522656395922,975078.1755009792,0.0
PIŃSKI,19553.703600119396,493925.32675349637,37648.8397475142,112861.47734360409,1583864.8244990208,0.0
PRUŻAŃSKI,12294.0,321290.0,37111.0,59131.0,1127383.0,1760.0
STOLIŃSKI,16457.0,252754.0,19556.0,50327.0,1202577.0,0.0
IWACEWICKI,6107.0,216615.0,21473.0,53268.0,949024.0,0.0
BRODNICKI,58370.862972352086,347138.6141483923,71730.8384060525,42273.27821302795,1604911.1624064364,195800.41240955135
CHEŁMIŃSKI,175763.83479181214,165975.5555101512,88781.50118691941,38510.40816242773,968405.5047649521,1041186.7550989556
CHOJNICKI,22462.149585137384,464598.49064415233,29448.42064561714,78288.80115205905,1117046.638968584,17694.484134162707
GRUDZIĄDZ (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
GRUDZIĄDZKI,189070.08506620015,214181.80603004,96835.46614385372,61245.686669097224,1044109.3424422975,565697.417477808
KARTUSKI,6988.020605843913,230466.77783673658,16545.324645075085,107212.5691858944,1206187.126219314,1173.6353711704262
KOŚCIERSKI,10537.836387615569,223038.6131799157,13716.431432177247,67992.12903263183,869958.4281740917,26.395644093674886
LUBAWSKI,42355.0,336902.0,81063.0,59899.0,1361747.0,63732.0
SĘPOLEŃSKI,19204.0,165611.0,35576.0,41685.0,787243.0,51295.0
STAROGARDZKI,61349.50622933469,258946.0528074773,46040.462612028125,64023.8498843305,1239545.2181462795,241322.11270769758
ŚWIECKI,94794.59224414706,390009.02567286463,92085.05298563598,70307.45906616544,1957673.1999806976,410324.55759336764
TCZEWSKI,128738.43820600817,127948.82135618589,66821.16376237241,58251.12088203414,862508.0421597688,619724.134423116
TORUŃ (MIASTO),3082.4727589861814,4100.967327355947,1463.9671881514032,705.6176788386716,18716.12227877743,23174.54644688276
TORUŃSKI,150705.69244920166,197962.47716249284,71773.53162492918,34433.974158733596,911357.3729562705,1122547.6984541616
TUCHOLSKI,25434.456741913225,226024.2185026676,42913.14391709402,39731.07079688466,842823.3463512649,78690.68012639195
WĄBRZESKI,104890.05196144777,197725.57982156766,69285.69545009379,27548.03511787482,967964.4951512662,432966.1701126406
MORSKI,11712.0,208952.0,18023.0,82044.0,1148706.0,4830.0
GDYNIA (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
BYDGOSKI,95835.57082859882,374126.26734560524,102922.5071863777,70871.36271357378,1390612.8459874452,320215.5726318611
BYDGOSZCZ (MIASTO),41.429171401189485,161.73265439478092,44.49281362231065,30.637286426224613,601.1540125549864,138.42736813893487
INOWROCŁAWSKI,218526.0,286816.0,140677.0,41691.0,1142905.0,2622506.0
INOWROCŁAW (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
SZUBIŃSKI,71847.0,242748.0,77245.0,39032.0,1508374.0,589794.0
WYRZYSKI,137685.0,411077.0,116850.0,68462.0,1881057.0,662794.0
LIPNOWSKI,102558.0,560523.0,103413.0,59279.0,1712804.0,339284.0
NIESZAWSKI,195546.0,542543.0,136387.0,31266.0,1902228.0,1187220.0
RYPIŃSKI,67573.16869724722,413939.01174925733,89732.64681664511,39583.340997745574,1239093.0437561017,238165.9764418183
WŁOCŁAWSKI,159803.0,423854.0,86649.0,36594.0,1340223.0,1004803.0
CHODZIESKI,22490.0,270084.0,44520.0,59683.0,1217868.0,108706.0
CZARNKOWSKI,16713.000000000004,153787.0,18693.000000000004,28127.000000000004,759269.0,69458.00000000001
GNIEŹNIEŃSKI,92950.41983487028,428830.43056326796,95611.7906791811,78059.46234273983,1939607.9093555822,649236.4331234073
GOSTYŃSKI,188569.18469517634,210557.82134396234,72254.3945506293,105733.31709419646,1344837.4762866213,1387819.343939817
JAROCIŃSKI,178798.36064975953,398677.90873860114,61739.59678313215,113215.50224723946,2102860.9363024896,1208321.278874398
KĘPIŃSKI,51525.0,435378.0,24585.0,101062.0,2182606.0,281017.0
KOŚCIAŃSKI,147978.07331460682,361381.632527586,82310.54691562764,101045.60175767438,2409552.9685477368,1299749.4661658944
KROTOSZYŃSKI,185697.66278861943,303576.8914659608,64714.135301543625,152827.48174807706,1426212.8028945816,974670.338578793
LESZCZYŃSKI,95380.43998038485,252078.33557346542,40664.97892417057,81940.46574082991,1394341.327294707,603908.2374449591
MIĘDZYCHODZKI,30435.0,184224.0,19142.0,27899.0,968140.0,252100.0
MOGILEŃSKI,218410.0,512548.0,195895.0,75718.0,2246024.0,2179066.0
NOWOTOMYSKI,114012.0,407108.0,65422.0,64148.0,2086395.0,2537964.0
OBORNICKI,73062.0906850005,347616.97240015934,61095.92036191634,71859.71880219052,1766937.0782211807,657207.2669801598
OSTROWSKI (OSTRÓW WIELKOPOLSKI),69101.64253447614,354306.745776121,33084.60654935895,97338.4810616985,1575798.969975835,264363.56684431067
