District,Pszenica,Żyto,Jęczmień,Owies,Ziemniaki
GORLICKI,54154.0,101117.0,44919.0,120080.0,660635.0
JASIELSKI,88994.0,122432.0,31395.0,85465.0,953692.0
KRAKOWSKI,146031.0,254277.0,35225.0,161013.0,1345035.0
KRAKÓW (MIASTO),0.0,0.0,0.0,0.0,0.0
LIMANOWSKI,47967.0,61283.0,36655.0,95580.0,764146.0
MIELECKI,79361.0,138203.0,33765.0,87801.0,1249422.0
MYŚLENICKI,70214.0,124908.0,36353.0,154822.0,984924.0
NOWOSĄDECKI,72505.0,132196.0,85211.0,200914.0,1047257.0
NOWOTARSKI,1431.0,44185.0,78739.0,263332.0,1149903.0
TARNOWSKI,85025.0,156998.0,24494.0,106231.0,1140180.0
WADOWICKI,74704.0,181093.0,18838.0,186403.0,1380691.0
ŻYWIECKI,13546.0,75379.0,26398.0,155078.0,1307187.0
DĘBICKI,96105.0,213959.0,43375.0,99133.0,1438144.0
BIALSKI (BIAŁA PODLASKA),70319.0,453404.0,29692.0,177620.0,2776212.0
BIŁGORAJSKI,39486.0,172983.0,29121.0,92342.0,996036.0
CHEŁMSKI,196908.0,368380.0,103199.0,112477.0,1934196.0
GARWOLIŃSKI,66682.0,453591.0,92091.0,180027.0,3104370.0
HRUBIESZOWSKI,316253.0,210065.0,118267.0,168355.0,1698471.0
JANOWSKI,159962.0,408624.0,129620.0,247218.0,2329410.0
KRASNOSTAWSKI,361774.0,300535.0,125280.0,177204.0,2077518.0
LUBARTOWSKI,69815.0,420770.0,33810.0,92149.0,2045199.0
LUBELSKI,382480.0,487841.0,166715.0,252885.0,2975143.0
ŁUKOWSKI,51165.0,519193.0,33971.0,191661.0,2772469.0
PUŁAWSKI,128002.0,372281.0,126211.0,129120.0,2389324.0
RADZYŃSKI,100066.0,343105.0,15127.0,167180.0,2308797.0
SIEDLECKI,92521.0,465056.0,23932.0,188164.0,2814816.0
SOKOŁOWSKI,82033.0,269612.0,35460.0,96714.0,2176932.0
TOMASZOWSKI,207453.0,208138.0,105521.0,142219.0,1291286.0
WĘGROWSKI,57488.0,291509.0,24750.0,100861.0,1707731.0
WŁODAWSKI,75692.0,381210.0,24888.0,129614.0,2143250.0
ZAMOJSKI,289331.0,261918.0,114700.0,170013.0,1927520.0
LUBLIN (MIASTO),0.0,0.0,0.0,0.0,0.0
BÓBRECKI,116367.0,76326.0,26340.0,64146.0,980478.0
BRZOZOWSKI,54440.0,90315.0,27734.0,57655.0,611592.0
DOBROMILSKI,50638.0,80155.0,15738.0,76443.0,556936.0
DROHOBYCKI,34956.0,99914.0,22186.0,91482.0,795264.0
GRÓDECKI,55709.0,102237.0,28048.0,70820.0,666044.0
JAROSŁAWSKI,130843.0,273592.0,53389.0,95863.0,1184820.0
JAWOROWSKI,30670.0,146877.0,19995.0,81354.0,885904.0
KOLBUSZOWSKI,24525.0,145586.0,24519.0,46710.0,809000.0
KROŚNIEŃSKI,115069.0,130007.0,38204.0,102984.0,1137958.0
LESKI,22712.0,112010.0,21167.0,298348.0,1314378.0
LWOWSKI,151287.0,157607.0,31412.0,132088.0,1026077.0
LWÓW (MIASTO),0.0,0.0,0.0,0.0,0.0
ŁAŃCUCKI,63935.0,166561.0,36166.0,78926.0,792410.0
MOŚCISKI,71264.0,128098.0,20291.0,47036.0,842575.0
NIŻAŃSKI,32980.0,119843.0,18002.0,33375.0,804572.0
PRZEMYSKI,125596.0,150069.0,27923.0,64141.0,1012067.0
PRZEWORSKI,61831.0,94264.0,12241.0,41932.0,435144.0
RAWSKI (RAWA RUSKA),142904.0,185798.0,67736.0,93271.0,1119831.0
RUDECKI,87379.0,105688.0,33957.0,68931.0,1103485.0
RZESZOWSKI,136926.0,215481.0,64194.0,119051.0,1294997.0
SAMBORSKI,86212.0,159785.0,42092.0,96071.0,1066224.0
SANOCKI,82809.0,125434.0,41914.0,129716.0,1140358.0
SOKALSKI,228160.0,152792.0,61828.0,109995.0,1297936.0
TARNOBRZESKI,39131.0,129900.0,36917.0,64159.0,1333084.0
ŻÓŁKIEWSKI,92618.0,112776.0,19297.0,51027.0,678699.0
LUBACZOWSKI,58082.0,154920.0,25542.0,96971.0,975046.0
TURCZAŃSKI,4047.0,63581.0,7843.0,149314.0,698805.0
BRZEZIŃSKI,34743.0,424616.0,13225.0,113614.0,1764444.0
ŁASKI,45727.0,534342.0,14484.0,90789.0,2372175.0
ŁĘCZYCKI,130542.0,449433.0,41680.0,106533.0,1746637.0
ŁÓDZKI,16085.0,334874.0,7509.0,77787.0,1360377.0
ŁÓDŹ (MIASTO),0.0,0.0,0.0,0.0,0.0
PIOTRKOWSKI,60136.0,723648.0,34414.0,169450.0,3108768.0
RADOMSZCZAŃSKI,54934.0,713855.0,52400.0,136275.0,3546096.0
SIERADZKI,59272.0,707972.0,17491.0,148357.0,2675740.0
WIELUŃSKI,35526.0,706479.0,19306.0,157986.0,3002484.0
POŁUDNIOWO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0
PÓŁNOCNO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0
PRASKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0
ŚRÓDMIEJSKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0
BARANOWICKI,28819.0,447710.0,57805.0,155386.0,2040686.0
BRASŁAWSKI,44397.0,3108811.0,41805.0,186868.0,1267702.0
LIDZKI,13374.0,590002.0,110360.0,219761.0,1942641.0
NIEŚWIESKI,49472.0,377554.0,53658.0,143284.0,2353320.0
NOWOGRÓDZKI,67413.0,450447.0,104994.0,231909.0,1931032.0
SŁONIMSKI,30411.0,416070.0,45040.0,99702.0,1749058.0
STOŁPECKI,21674.0,298013.0,36466.0,87769.0,1479952.0
WOŁOŻYŃSKI,12229.0,235116.0,55956.0,94061.0,1263761.0
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),14566.0,259555.0,61956.0,101647.0,991386.0
BRZESKI (BRZEŚĆ N.BUG.),98175.0,726228.0,80823.0,204978.0,4151316.0
DROHICKI,25931.0,235531.0,33152.0,110083.0,1528850.0
KOBRYŃSKI,51443.0,474527.0,36518.0,91483.0,1590852.0
KOSZYRSKI,5037.0,227105.0,20705.0,44600.0,1071524.0
ŁUNINIECKI,3310.0,162148.0,8239.0,36611.0,1272811.0
PIŃSKI,10696.0,420785.0,28677.0,103254.0,2242758.0
PRUŻAŃSKI,24328.0,357198.0,28462.0,91570.0,1660951.0
STOLIŃSKI,11205.0,259409.0,15376.0,51478.0,1087152.0
IWACEWICKI,6705.0,237321.0,18969.0,66738.0,1386847.0
BRODNICKI,48499.0,444880.0,204713.0,50579.0,1012423.0
CHEŁMIŃSKI,159315.0,258897.0,16308.0,65784.0,977484.0
CHOJNICKI,9254.0,513600.0,112453.0,68455.0,1216962.0
GRUDZIĄDZ (MIASTO),0.0,0.0,0.0,0.0,0.0
GRUDZIĄDZKI,135052.0,284915.0,81766.0,62998.0,949658.0
KARTUSKI,3463.0,178495.0,117303.0,68795.0,597876.0
KOŚCIERSKI,6962.0,263986.0,94705.0,45523.0,722301.0
LUBAWSKI,30494.0,241203.0,91984.0,45371.0,666660.0
SĘPOLEŃSKI,13942.0,337128.0,27464.0,73116.0,1297719.0
STAROGARDZKI,39261.0,213581.0,105421.0,69186.0,586124.0
ŚWIECKI,65160.0,689293.0,199454.0,61238.0,1123670.0
TCZEWSKI,155684.0,437584.0,107588.0,62915.0,1085282.0
TORUŃ (MIASTO),0.0,0.0,0.0,0.0,0.0
TORUŃSKI,143062.0,235639.0,51120.0,76264.0,822325.0
TUCHOLSKI,16457.0,249518.0,47539.0,49572.0,991521.0
WĄBRZESKI,91018.0,356975.0,85293.0,61395.0,874792.0
MORSKI,7462.0,313921.0,111913.0,49361.0,1110820.0
GDYNIA (MIASTO),0.0,0.0,0.0,0.0,0.0
BYDGOSKI,65416.0,229301.0,12585.0,92446.0,1128469.0
BYDGOSZCZ (MIASTO),0.0,0.0,0.0,0.0,0.0
INOWROCŁAWSKI,245605.0,417766.0,83978.0,59141.0,1838928.0
INOWROCŁAW (MIASTO),0.0,0.0,0.0,0.0,0.0
SZUBIŃSKI,43536.0,221688.0,14615.0,96238.0,996392.0
WYRZYSKI,93844.0,442873.0,136147.0,83455.0,1727775.0
LIPNOWSKI,59862.0,207374.0,40012.0,36622.0,601235.0
NIESZAWSKI,227932.0,392371.0,104319.0,74010.0,1144284.0
RYPIŃSKI,59652.0,218352.0,143734.0,52551.0,603390.0
WŁOCŁAWSKI,132235.0,544948.0,145644.0,66502.0,1113406.0
CHODZIESKI,10074.0,243790.0,38680.0,50119.0,1125076.0
CZARNKOWSKI,12550.0,228685.0,22025.0,43260.0,936054.0
GNIEŹNIEŃSKI,68492.0,516725.0,104672.0,90696.0,1173250.0
GOSTYŃSKI,146469.0,260168.0,89298.0,106196.0,1213276.0
JAROCIŃSKI,114298.0,534137.0,74544.0,169987.0,1569375.0
KĘPIŃSKI,39222.0,501708.0,27545.0,159810.0,1916614.0
KOŚCIAŃSKI,114109.0,468266.0,99429.0,109436.0,2155384.0
KROTOSZYŃSKI,156482.0,286675.0,62804.0,175955.0,1063312.0
LESZCZYŃSKI,67825.0,311132.0,48632.0,84513.0,1318392.0
MIĘDZYCHODZKI,14698.0,229024.0,21203.0,37965.0,933436.0
MOGILEŃSKI,99891.0,494775.0,144570.0,68049.0,945410.0
NOWOTOMYSKI,91343.0,576675.0,73312.0,100059.0,2502709.0
OBORNICKI,61965.0,376858.0,65216.0,84865.0,1285587.0
OSTROWSKI (OSTRÓW WIELKOPOLSKI),61482.0,412383.0,36673.0,119049.0,1645731.0
POZNAŃ (MIASTO),0.0,0.0,0.0,0.0,0.0
RAWICKI,69576.0,197553.0,38699.0,62032.0,685358.0
SZAMOTULSKI,95463.0,399948.0,85400.0,75853.0,1740708.0
ŚREDZKI,87615.0,432454.0,99165.0,81642.0,1437573.0
ŚREMSKI,60327.0,354941.0,60044.0,75081.0,1294360.0
WĄGROWIECKI,38517.0,398715.0,84729.0,83111.0,1601652.0
WOLSZTYŃSKI,16305.0,299238.0,16666.0,45974.0,1147416.0
WRZESIŃSKI,63640.0,288445.0,64554.0,51980.0,771748.0
ŻNIŃSKI,66428.0,329715.0,101789.0,69787.0,910621.0
POZNAŃSKI,68555.0,577824.0,114182.0,105925.0,2259647.0
GNIEZNO (MIASTO),0.0,0.0,0.0,0.0,0.0
KALISKI,142545.0,624803.0,44691.0,163049.0,1926478.0
KOLSKI,98245.0,536655.0,51483.0,66699.0,1561604.0
KONIŃSKI,103617.0,1053152.0,81223.0,128256.0,2942628.0
TURECKI,73612.0,546917.0,19293.0,95088.0,1837016.0
DOLIŃSKI,8756.0,74714.0,2930.0,64428.0,553563.0
HORODEŃSKI,185326.0,122038.0,70293.0,39167.0,942648.0
KAŁUSKI,43518.0,86934.0,7180.0,74335.0,951022.0
KOŁOMYJSKI,152225.0,174030.0,37686.0,91603.0,1110906.0
KOSOWSKI (KOSÓW HUCULSKI),7088.0,9993.0,2836.0,5098.0,354324.0
NADWÓRNIAŃSKI,12454.0,101432.0,4470.0,61017.0,1222850.0
ROHATYŃSKI,194916.0,161503.0,57378.0,100844.0,1679880.0
STANISŁAWOWSKI,104005.0,180423.0,13224.0,100381.0,1631340.0
STRYJSKI,29559.0,102896.0,8526.0,128324.0,975486.0
ŚNIATYŃSKI,135238.0,86709.0,30634.0,30014.0,632142.0
TŁUMACKI,117312.0,124569.0,18178.0,66162.0,1222386.0
ŻYDACZOWSKI,69849.0,97042.0,10901.0,52993.0,1213591.0
BIELSKI (BIELSKO),10265.0,40776.0,5690.0,50316.0,315446.0
BIELSKO (MIASTO),0.0,0.0,0.0,0.0,0.0
CIESZYŃSKI,24142.0,44743.0,13229.0,88934.0,492607.0
TARNOGÓRSKI,4141.0,34891.0,5596.0,13132.0,204672.0
KATOWICE (MIASTO),0.0,0.0,0.0,0.0,0.0
KATOWICKI,5139.0,53296.0,1498.0,24801.0,318664.0
LUBLINIECKI,20296.0,115320.0,14387.0,58670.0,680912.0
PSZCZYŃSKI,33644.0,279136.0,18644.0,157895.0,1477369.0
RYBNICKI,54543.0,298199.0,19371.0,140152.0,1655426.0
ŚWIĘTOCHŁOWICKI,3121.0,24390.0,2686.0,10157.0,164450.0
CHORZÓW,0.0,0.0,0.0,0.0,0.0
BORSZCZOWSKI,202016.0,186415.0,77184.0,17131.0,1150794.0
BRODZKI,89659.0,134602.0,50627.0,77800.0,802395.0
BRZEŻAŃSKI,175470.0,169870.0,72754.0,128925.0,1326606.0
BUCZACKI,197871.0,208047.0,70536.0,62583.0,1326702.0
CZORTKOWSKI,160667.0,115057.0,54621.0,14274.0,1022028.0
KAMIONECKI,117396.0,109574.0,31711.0,69245.0,645066.0
PODHAJECKI,170188.0,130250.0,56239.0,73511.0,1304660.0
PRZEMYŚLAŃSKI,144941.0,108503.0,34838.0,93548.0,820183.0
RADZIECHOWSKI,97664.0,102759.0,38211.0,63102.0,873796.0
SKAŁACKI,208670.0,114230.0,114458.0,33248.0,1043131.0
TARNOPOLSKI,227967.0,173342.0,107962.0,100005.0,1366948.0
TREMBOWELSKI,207173.0,166173.0,87319.0,38295.0,1170179.0
ZALESZCZYCKI,151267.0,113472.0,51904.0,15366.0,982397.0
ZBARASKI,207184.0,122997.0,95729.0,104724.0,643583.0
ZBOROWSKI,100170.0,119485.0,64641.0,97221.0,976478.0
ZŁOCZOWSKI,115601.0,122310.0,55436.0,91876.0,1088137.0
KOPYCZYNIECKI,175972.0,177387.0,86909.0,23110.0,1215760.0
BŁOŃSKI,64166.0,301642.0,28796.0,110337.0,1545029.0
CIECHANOWSKI,146425.0,437942.0,72613.0,67115.0,1240062.0
GOSTYNIŃSKI,72907.0,350517.0,22448.0,77088.0,1211455.0
GRÓJECKI,103084.0,601703.0,33987.0,211843.0,2948046.0
KUTNOWSKI,179080.0,325603.0,70411.0,105787.0,1225253.0
ŁOWICKI,111887.0,444616.0,88138.0,162517.0,1537646.0
MAKOWSKI (MAKÓW MAZOWIECKI),59491.0,260523.0,14544.0,42524.0,1001514.0
MIŃSKI,32920.0,367388.0,35484.0,144426.0,2091630.0
MŁAWSKI,23633.0,492974.0,26493.0,47682.0,1968064.0
PŁOCKI,164468.0,647824.0,118078.0,114215.0,1958105.0
PŁOŃSKI,114622.0,626971.0,80262.0,88771.0,1658558.0
PRZASNYCKI,78296.0,298214.0,24051.0,37446.0,925979.0
PUŁTUSKI,77503.0,426713.0,39969.0,97370.0,1687457.0
RADZYMIŃSKI,16259.0,249663.0,13188.0,65718.0,1272257.0
RAWSKI (RAWA MAZOWIECKA),30729.0,408540.0,30742.0,95796.0,2259386.0
SIERPECKI,41691.0,545653.0,41066.0,58851.0,1851731.0
SKIERNIEWICKI,22402.0,280131.0,22168.0,95406.0,1265083.0
SOCHACZEWSKI,85263.0,309155.0,27676.0,84473.0,1308927.0
WARSZAWSKI,48376.0,275244.0,23119.0,101884.0,1776334.0
DZIAŁDOWSKI,4303.0,234898.0,42070.0,38440.0,1155262.0
DUBIEŃSKI,537378.0,531558.0,293989.0,398980.0,2182110.0
HOROCHOWSKI,412630.0,266420.0,149926.0,148791.0,1253512.0
KOWELSKI,233743.0,682400.0,84239.0,138834.0,2521554.0
KRZEMIENIECKI,252208.0,603318.0,234458.0,425443.0,1958901.0
LUBOMELSKI,45364.0,236367.0,35024.0,33717.0,679048.0
ŁUCKI,405984.0,609170.0,189516.0,275581.0,2826140.0
RÓWIEŃSKI,454356.0,499616.0,225161.0,377580.0,1710198.0
WŁODZIMIERSKI,390666.0,355228.0,133725.0,256476.0,1777584.0
KOSTOPOLSKI,63739.0,311987.0,34630.0,153212.0,1503212.0
ZDOŁBUNOWSKI,152889.0,158916.0,85476.0,109064.0,887237.0
SARNEŃSKI,10853.0,401516.0,37547.0,74567.0,1651526.0
OSZMIAŃSKI,8413.0,219129.0,54543.0,151625.0,912354.0
ŚWIĘCIAŃSKI,39131.0,279296.0,47988.0,137624.0,1475485.0
WILNO (MIASTO),0.0,0.0,0.0,0.0,0.0
DZIŚNIEŃSKI,45321.0,371663.0,68232.0,211723.0,1436002.0
WILEJSKI,8672.0,272408.0,58286.0,135589.0,1434487.0
WILEŃSKO-TROCKI,26933.0,630456.0,108670.0,273001.0,2454341.0
POSTAWSKI,32773.0,211180.0,21082.0,69285.0,836263.0
MOŁODECZAŃSKI,14276.0,183620.0,40108.0,112807.0,1016003.0
