District,Pszenica,Żyto,Jęczmień,Owies,Ziemniaki
AUGUSTOWSKI,5294.0,115272.0,26362.0,98682.0,721310.0
BIAŁOSTOCKI,7992.837494916317,185815.4762045102,22303.680867546238,120315.66421203745,1066175.68175231
BIELSKI (BIELSK PODLASKI),19193.0,158219.0,76891.0,117407.0,1881605.0
GRODZIEŃSKI,28326.66081542662,492697.6287233535,51463.39362488616,146060.67904912608,1682648.7304412143
ŁOMŻYŃSKI,49623.56262122055,287769.97692774574,66701.87705677148,123563.26485521052,1838795.0112481015
OSTROŁĘCKI,33506.43737877945,272286.02307225426,30861.122943228518,97788.73514478948,1770121.9887518985
OSTROWSKI (OSTRÓW MAZOWIECKA),25491.0,102661.0,18361.0,102641.0,764147.0
SOKÓLSKI,3966.3697135990215,191145.43400031736,43342.18517682802,86309.52442558153,856675.8827888968
SUWALSKI,8367.0,292155.0,39094.0,173143.0,1353884.0
SZCZUCZYŃSKI (WOJ. BIAŁOSTOCKIE),20661.0,125769.0,19708.0,68288.0,699875.0
WOŁKOWYSKI,8867.0,395630.0,55585.0,150186.0,1798522.0
WYSOKOMAZOWIECKI,31544.0,166277.0,33039.0,105620.0,892874.0
BIAŁYSTOK (MIASTO),114.79279148466149,2668.0897951724214,320.1339556257411,1727.8113623810239,15310.435458793241
BĘDZIŃSKI,6515.692721622513,41938.92763044643,17307.700417814853,37134.660634294225,472265.1333363579
CZĘSTOCHOWSKI,26006.329203083453,177912.89514405036,61972.11423779888,177748.1068103124,1972633.3581130938
IŁŻECKI,27314.667576116743,275862.20585046674,107154.91892485389,186742.50880796197,2047727.4728731646
JĘDRZEJOWSKI,64099.02691042882,173249.25864173876,94499.4304157362,100597.90623921872,1738969.3304634942
KIELECKI,18369.0,229428.0,49140.0,81519.0,1586479.0
KONECKI,14163.847554804233,108190.69817666897,36032.14577377002,73016.42921991814,1001447.0380672535
KOZIENICKI,14395.0,192626.0,68850.0,140495.0,1480344.0
MIECHOWSKI,143030.97308957117,164045.74135826124,156825.56958426378,163146.09376078128,1323244.6695365058
OLKUSKI,20251.0,134475.0,108666.0,174681.0,1188121.0
OPATOWSKI,49834.0,192370.0,164164.0,220483.0,1992712.0
OPOCZYŃSKI,22392.152445195767,245963.301823331,44665.85422622998,138739.57078008185,1794656.9619327465
PIŃCZOWSKI,46941.99999841837,118948.9999959922,68429.99999769437,58666.99999802331,972378.9999672372
RADOMSKI,42061.328764808146,353553.2630443025,89405.22758833383,175764.35866841476,2345715.028831778
SANDOMIERSKI,41420.0,111084.0,77851.0,89647.0,1184283.0
STOPNICKI,27330.000001581633,94099.0000040078,76968.00000230563,65949.00000197669,1407204.0000327628
WŁOSZCZOWSKI,55972.0,109886.0,67295.0,89639.0,1086764.0
ZAWIERCIAŃSKI,13326.25066443073,85775.7856422635,35398.65430229166,75949.83635568738,965902.4474904822
CZĘSTOCHOWA (MIASTO),664.6707976245989,4547.10486050708,1583.8857640819244,4542.893193722986,50416.64193822672
SOSNOWIEC,435.0566132387027,2800.2867227326174,1155.6452780126747,2479.5030059830074,31533.41912183926
RADOM (MIASTO),777.5141339161727,6535.520088921316,1652.6778905302317,3249.047928741235,43361.12630331946
BIALSKI (BIAŁA KRAKOWSKA),14272.145601930439,18970.130414345345,19527.424307354744,115779.71678492172,356906.61105927464
BOCHEŃSKI,24133.0,48275.0,29361.0,71562.0,590310.0
BRZESKI (BRZESKO),39869.0,28255.0,47913.0,64511.0,1035450.0
CHRZANOWSKI,5393.0,35923.0,23588.0,76269.0,559879.0
DĄBROWSKI,28777.0,37187.0,23127.0,29759.0,712455.0
GORLICKI,20180.07074991349,11474.318297546237,28825.461242552967,42996.60833141688,890606.4402057553
JASIELSKI,33583.12749850679,30985.524205255548,63493.471262207284,130639.48804186136,878585.5131311067
KRAKOWSKI,54336.52184291494,81643.2729420564,60738.00677295419,127672.66883834485,504288.9047636075
KRAKÓW (MIASTO),0.0,0.0,0.0,0.0,0.0
LIMANOWSKI,10633.0,19696.0,27742.0,112852.0,385690.0
MIELECKI,32364.0,76791.0,34258.0,56849.0,953579.0
MYŚLENICKI,28891.6562502116,30352.702748783726,50328.891767875364,125526.44058621404,409054.4014966559
NOWOSĄDECKI,37601.77049325939,28362.333061871035,72391.02537838825,123445.23765490975,940826.5049240477
NOWOTARSKI,4545.923816766905,17959.92709644804,71039.39969891249,234988.85728138583,999471.1542601271
TARNOWSKI,30694.158756827113,43823.34864058273,22281.513379058782,76073.15401367337,530986.0548701971
WADOWICKI,28462.007327500247,37350.45701263914,39971.32184921038,162602.65257660716,692673.3599782162
ŻYWIECKI,3073.7451606758777,9476.509785727356,26007.955603692848,112294.6639325264,522674.5684421188
DĘBICKI,35437.87250149321,43346.47579474445,64606.52873779271,97955.51195813864,1431947.4868688933
BIALSKI (BIAŁA PODLASKA),18611.126514690597,222924.18153324368,51153.4966227413,124399.59479416045,1980703.0579248115
BIŁGORAJSKI,28107.0,104933.0,39017.0,68013.0,598420.0
CHEŁMSKI,185496.0,261179.0,89211.0,173529.0,1614652.0
GARWOLIŃSKI,52043.0,161837.0,63219.0,136997.0,2196780.0
HRUBIESZOWSKI,100640.75932354644,94806.29400965235,45068.03185648606,88666.31334842577,1189571.6049424787
JANOWSKI,52904.0,96445.0,78154.0,171079.0,1714582.0
KRASNOSTAWSKI,183244.0,136026.0,105975.0,217906.0,1186370.0
LUBARTOWSKI,29908.0,204891.0,45892.0,134372.0,1415772.0
LUBELSKI,138214.40729123633,224293.62628709452,137602.12915140804,220617.98870812537,2240706.6648215703
ŁUKOWSKI,36523.0,229567.0,69500.0,223866.0,1885200.0
PUŁAWSKI,39878.0,186121.0,115937.0,119788.0,1731240.0
RADZYŃSKI,33198.0,154035.0,25325.0,165797.0,1765260.0
SIEDLECKI,28498.623590877192,256558.29318556233,47451.90864595129,139748.76959197051,2323113.2008200483
SOKOŁOWSKI,45690.24989433142,118891.52527992078,23789.594731033034,74134.6356132177,1148228.7412442013
TOMASZOWSKI,94869.01982917871,104166.26362851553,93422.62662913157,145160.38090907855,1137652.6357993947
WĘGROWSKI,15317.999999510494,94159.999996991,29424.999999059684,98937.9999968383,905762.9999710552
WŁODAWSKI,31754.0,246047.0,43748.0,152204.0,1911040.0
ZAMOJSKI,129270.22084727485,169839.44236183213,102318.34151438238,226676.30574249566,1137344.7592581266
LUBLIN (MIASTO),2194.5927087636805,3561.3737129055003,2184.8708485919606,3503.011291874629,35578.33517842969
BÓBRECKI,33432.0,34050.0,22308.0,40556.0,811352.0
BRZOZOWSKI,9281.0,27378.0,30149.0,35740.0,1207283.0
DOBROMILSKI,26489.744257456583,41430.63326895272,16882.137462332677,48651.58858723896,528681.9025157465
DROHOBYCKI,10839.991107456386,24511.87629927568,16870.333803796384,43650.958033549185,929473.3901586137
GRÓDECKI,26716.000015369504,24500.000041627874,46708.00002223224,37893.00003955902,681200.0003088426
JAROSŁAWSKI,33446.0,65027.0,69900.0,160142.0,937989.0
JAWOROWSKI,14515.269821127902,39311.2673204878,20996.310156957865,37360.631820706636,291670.45740346087
KOLBUSZOWSKI,12526.0,58751.0,19786.0,60343.0,580252.0
KROŚNIEŃSKI,26245.60344424768,25946.36946180777,62461.12906145854,97820.08775408668,1061945.868713589
LESKI,14095.0,17253.0,12696.0,224531.0,497590.0
LWOWSKI,42255.0,54639.0,61803.0,118885.0,1475588.0
LWÓW (MIASTO),0.0,0.0,0.0,0.0,0.0
ŁAŃCUCKI,33745.0,44175.0,31154.0,57418.0,575685.0
MOŚCISKI,19795.0,20768.0,21169.0,29434.0,589900.0
NIŻAŃSKI,9255.0,25694.0,20839.0,40132.0,379492.0
PRZEMYSKI,36470.0,33513.0,35925.0,54965.0,919854.0
PRZEWORSKI,14759.0,21192.0,33285.0,27409.0,307845.0
RAWSKI (RAWA RUSKA),55521.0,53396.0,66532.0,77966.0,525500.0
RUDECKI,15229.0,14309.0,34135.0,29360.0,607997.0
RZESZOWSKI,52350.39655575232,51522.63053819223,96205.87093854145,130918.91224591332,1619762.131286411
SAMBORSKI,43703.264635087035,52448.49043177161,52354.52873387093,88343.45337921185,899674.7073256398
SANOCKI,21291.0,28001.0,26237.0,104271.0,1025985.0
SOKALSKI,104922.16341757779,62090.73655050656,35353.71117141637,68672.55503597483,1296282.9002673225
TARNOBRZESKI,9549.0,28112.0,21750.0,18232.0,521640.0
ŻÓŁKIEWSKI,33825.99999978425,35180.99999977561,31198.99999980101,34684.999999778775,740691.9999952757
LUBACZOWSKI,32981.730163502594,41698.73263788432,43354.689820809894,89687.36813973435,552379.5422876964
TURCZAŃSKI,5383.0,3905.0,5598.0,109671.0,201984.0
BRZEZIŃSKI,25882.0,168669.0,24820.0,81785.0,1665962.0
ŁASKI,44223.0,174564.0,62772.0,154870.0,1829041.0
